PRDUCT,ENTRPS,RTRVL_RESN,ENFRC_YN,RTRVL_CMMND_DT,RECALL_COMMAND_DATE,ITEM_SEQ,BIZRNO,STD_CD,MAPPED_ITEM_SEQ
"디프맥스캡슐20밀리그램(플루옥세틴염산염)","(주)라이트팜텍","불순물(N-nitroso-fluoxetine) 초과 검출에 따른 사전예방적 조치로 영업자 회수",N,20240624000000,20240523,201604434,2048189630,"8806255004907,8806255004914,8806255004921,8806903001203,8806903001210,8806903001227,8806903001234",
"디프맥스캡슐10밀리그램(플루옥세틴염산염)","(주)라이트팜텍","불순물(N-nitroso-fluoxetine) 초과 검출에 따른 사전예방적 조치로 영업자 회수",N,20240624000000,20240523,202105363,2048189630,"8806903034409,8806903034416,8806903034423",
"앤티프레스캡슐(플루옥세틴염산염)","구주제약(주)","불순물(N-nitroso-fluoxetine) 초과 검출에 따른 사전예방적 조치로 시중 유통품에 대해 영업자 회수",N,20240624000000,20240522,200403086,1248136268,"8806698020502,8806698020519,8806698020526,8806698020533",
"내린다시럽(아세트아미노펜)","(주)텔콘알에프제약","액체중 결정(주성분) 생성에 따른 영업자회수",N,20240610000000,20240520,202201984,5968500925,"8806255013602,8806255013619,8806255013626",202201984
"씨케이차전자","씨케이(주)","품질부적합(프로시미돈)",Y,20240522000000,20240517,200612582,2048123491,"8800619013000,8800619013017,8800619013024,8800619013031",
"다온절패모","농업회사법인다온허브주식회사","품질부적합(카드뮴)",Y,20240522000000,20240517,201102667,3268101725,"8800633006002,8800633006019,8800633006026,8800633006033",
"오가트황사방역마스크(KF94)(흰색,검정색)","(주)케이와이컴퍼니","품질부적합(분진포집효율)",Y,20240522000000,20240516,202105412,4838101412,"",
"웰화이트수술용마스크","이엘상사","형상(머리끈 길이) 품질부적합",Y,20240624000000,20240516,202005825,3835300726,"",
"1.블레스프리미엄보건용마스크(KF94)(대형)(흰색), 2.블레스프리미엄보건용마스크(KF94)(중형)(흰색), 3.블레스프리미엄보건용마스크(KF94)(소형)(흰색), 4.블레스프리미엄보건용마스크(KF94)(대형)(검정색), 5.블레스프리미엄보건용마스크(KF94)(중형)(검정색), 6.블레스프리미엄보건용마스크(KF94)(소형)(검정색), 7.블레스프리미엄보건용마스크(KF94)(대형)(연한녹색), 8.블레스프리미엄보건용마스크(KF94)(중형)(연한녹색), 9.블레스프리미엄보건용마스크(KF94)(소형)(연한녹색), 10.블레스프리미엄보건용마스크(KF94)(대형)(연한황색), 11.블레스프리미엄보건용마스크(KF94)(중형)(연한황색), 12.블레스프리미엄보건용마스크(KF94)(소형)(황색), 13.블레스프리미엄보건용마스크(KF94)(대형)(진한회색), 14.블레스프리미엄보건용마스크(KF94)(중형)(진한회색), 15.블레스프리미엄보건용마스크(KF94)(대형)(분홍색), 16.블레스프리미엄보건용마스크(KF94)(중형)(분홍색), 17.블레스프리미엄보건용마스크(KF94)(대형)(연한보라색), 18.블레스프리미엄보건용마스크(KF94)(중형)(연한보라색), 19.블레스프리미엄보건용마스크(KF94)(소형)(노란색), 20.블레스프리미엄보건용마스크(KF94)(소형)(산호색)","주식회사제이준","분진포집효율 부적합",Y,20240704000000,20240516,202201678,4408101827,"",
"1.바디앤새부리형방역마스크(KF94)(흰색), 2.바디앤새부리형방역마스크(KF94)(검정색)","(주)모노","분진포집효율 부적합",Y,"",20240516,202203213,2178601746,"",
"현진하수오","(주)현진제약","성상",Y,20240527000000,20240514,200504519,2048189192,"8800648018205,8800648018212,8800648018229,8800648018236,8800648018243",
"현진두충염자","(주)현진제약","성상",Y,20240528000000,20240514,200810325,2048189192,"8800648003706,8800648003713,8800648003720,8800648003737,8800648003744,8800648003751,8800648003768",
"바른파극천","(주)바른한방제약","중금속(납) 부적합",Y,20240517000000,20240510,201605894,2338107882,"8800631001702,8800631001719,8800631001726,8800631001733,8800631001740,8800631001757,8800631001764",
"현진송화분","(주)현진제약","중금속(납)",Y,20240527000000,20240510,200504586,2048189192,"8800648009302,8800648009319,8800648009326,8800648009333",
"현진전호","(주)현진제약","중금속(카드뮴)",Y,20240527000000,20240510,200504614,2048189192,"8800648013408,8800648013415,8800648013422,8800648013439,8800648013446,8800648013453",
"나음구척","(주)나음제약","중금속(납)",Y,20240527000000,20240510,201904881,2828601283,"8800645002702,8800645002719,8800645002726,8800645002733",
"가온보건방역마스크(KF94)","(주)가온산업","품질 부적합(성상, 형상시험, 분진포집효율)",Y,20240607000000,20240509,202007446,1438123750,"",
"1.내추럴키스보건용마스크(KF94)(대형)(흰색), 2.내추럴키스보건용마스크(KF94)(중형)(흰색), 3.내추럴키스보건용마스크(KF94)(소형)(흰색), 4.내추럴키스보건용마스크(KF94)(대형)(검정색), 5.내추럴키스보건용마스크(KF94)(중형)(검정색), 6.내추럴키스보건용마스크(KF94)(소형)(검정색)","주식회사하이즈홀딩스","품질부적합(성상, 분진포집효율)",Y,20240517000000,20240509,202103256,8988102573,"",
"에이앤피황사방역마스크(KF94)(대형)(회색,연한황색)","(주)하이브","품질부적합(분진포집효율)",Y,20240607000000,20240503,202105690,4118603628,"",
"현진육두구","(주)현진제약","곰팡이독소",Y,20240514000000,20240502,200504604,2048189192,"8800648011800,8800648011817,8800648011824,8800648011831",
"현진빈랑자","(주)현진제약","곰팡이독소",Y,20240509000000,20240502,200504670,2048189192,"8800648007209,8800648007216,8800648007223,8800648007230,8800648007247,8800648007254",
"한신궁하탕연조엑스(단미엑스혼합제)","(주)한국신약","포장자재 경화공정 미흡으로 인한 품질불량 우려에 따른 영업자 회",N,20240516000000,20240429,201900050,3148101187,"8806550067201,8806550067218,8806550067225",
"한솔시호","한솔제약(주)","순도",Y,20240510000000,20240426,200206749,2048143497,"8800659015606,8800659015613,8800659015620",
"투디넘버원지킴이마스크(KF94)(대형,소형)(흰색,검정색,진한회색)","(주)해피데이","품질부적합(분진포집효율)",Y,20240426000000,20240423,202102637,2468101623,"",
"다존 입체황사마스크(KF94)","주식회사케이씨테크","품질부적합(분진포집효율)",Y,20240426000000,20240423,201803713,3688801301,"",
"현진조구등","(주)현진제약","순도시험",Y,20240429000000,20240415,200504619,2048189192,"8800648014207,8800648014214,8800648014221,8800648014238,8800648014245,8800648014252",
"허브팜오약","(주)허브팜","카드뮴",Y,20240429000000,20240415,200505075,1328180770,"8800665009309,8800665009316,8800665009323,8800665009330",
"선일산약","농업회사법인선일생약주식회사","이산화황",Y,20240429000000,20240415,201108759,1328199911,"8800617002709,8800617002716,8800617002723",
"퓨어마인드유향","주식회사퓨어마인드농업회사법인","관능(성상) 부적합",Y,20240419000000,20240408,201106488,5050795087,"8800622030308,8800622030315,8800622030322,8800622030339",
"영천약초도매시장두충","영천약초도매시장주식회사","성상 부적합",Y,20240419000000,20240408,201503361,3538100034,"8800651004707,8800651004714,8800651004721,8800651004738,8800651004745,8800651004752",
"멸균폴리글러브","(주)고려양행","형상(폭) 품질부적합",Y,20240411000000,20240403,199906610,6838100385,"",
"듀프렌즈셀라인솔루션(염화나트륨)(수출명:Eye Wash, Premium Saline)","제이케이제약(주)","품질부적합(정량법)",Y,20240415000000,20240403,201310705,4098628795,"",
"텔미암로정40/5mg","지엘파마(주)","자사 제품에 타사 제품* 오표기 된 병 발견에  따른 영업자 회수 *(주)메디카코리아 ‘텔미살탄정40밀리그램(텔미사르탄)’",N,20240417000000,20240403,201903386,1238114470,"8806497022103,8806497022110,8806497022127",
"클로스타정(클로피도그렐황산염)","한국신텍스제약(주)","자진회수",N,20240703000000,20240402,201603516,6138163381,"8806230040500,8806230040517,8806230040524,8806230040531,8806230040548",
"클로큐어정75밀리그램(클로피도그렐황산염)","아이큐어(주)","자진회수",N,20240503000000,20240402,201603497,1148199306,"8806744011409,8806744011416,8806744011423",
"엔탭허브천남성","(주)엔탭허브","성상",Y,20240416000000,20240402,201900380,3308101200,"8800626018500,8800626018517,8800626018524",
"뉴빅스정(클로피도그렐황산염)","에스피씨(주)","시판후 안정성 시험 중 기타 유연물질 기준  초과에 따른 영업자 회수",N,20240422000000,20240401,201306332,1138137651,"8806697000901,8806697000918,8806697000925",
"알피클로피아정(클로피도그렐황산염)","(주)알피바이오","시판후 안정성 시험 중 기타 유연물질 기준  초과에 따른 영업자 회수",N,20240422000000,20240401,201306524,3048511124,"8806616040902,8806616040919,8806616040926,8806616040933",
"우리빅스정(클로피도그렐황산염)","(주)팜젠사이언스","시판후 안정성 시험 중 기타 유연물질 기준  초과에 따른 영업자 회수",N,20240507000000,20240401,201602804,1248136540,"8806701040404,8806701040411,8806701040428",
"트롬빅스정(클로피도그렐황산수소염)","일동제약(주)","시판후 안정성 시험 중 기타 유연물질 기준  초과에 따른 영업자 회수",N,20240626000000,20240401,200607699,6828500435,"8806429023109,8806429023116,8806429023123,8806429023130",
"클로필정(클로피도그렐황산염)","대우제약(주)","자진회수",N,20240405000000,20240401,201307490,6038109769,"8806496042300,8806496042317,8806496042324,8806496042331",
"엘피도그렐정(클로피도그렐황산염)","미래바이오제약(주)","시판후 안정성 시험 중 기타 유연물질 기준  초과에 따른 영업자 회수",N,20240513000000,20240401,201307935,1258139744,"8806575023602,8806575023619,8806575023626,8806575023633,8806575023640,8806575023657,8806575023664",
"에이프로젠클로피도그렐정(클로피도그렐황산염)","(주)에이프로젠바이오로직스","시판후 안정성 시험 중 기타 유연물질 기준  초과에 따른 영업자 회수",N,20240408000000,20240401,200702138,2188100518,"8806452016604,8806452016611,8806452016628,8806452016635,8806452016642",
"클로아트정(클로피도그렐황산염)","(주)대웅제약","시판후 안정성 시험에서 기타 유연물질 기준 초과 우려에 따른 영업자 회수",N,20240424000000,20240329,200608038,1248601143,"8806416023501,8806416023518,8806416023525,8806416023532",
"프로빅트정(클로피도그렐황산염)","광동제약(주)","시판후 안정성 시험 중 기타 유연물질 기준  초과에 따른 영업자 회수",N,20240527000000,20240329,201503157,1138108888,"8806418059201,8806418059218,8806418059225",
"코빅스정75밀리그램(클로피도그렐황산수소염)","코오롱제약(주)","시판후 안정성 시험에서 기타 유연물질 기준 초과 우려에 따른 영업자 회수",N,20240422000000,20240329,200500585,3068507363,"8806703014304,8806703014311,8806703014328",
"건일클로피도그렐정(클로피도그렐황산염)","건일제약(주)","시판후 안정성 시험에서 기타 유연물질 기준 초과 우려에 따른 영업자 회수",N,"",20240329,200500494,3128106060,"8806468004305,8806468004312,8806468004329,8806468004336",
"클로렐정(클로피도그렐황산염)","동국제약(주)","시판후 안정성 시험에서 기타 유연물질 기준 초과 우려에 따른 영업자 회수",N,20240424000000,20240329,201206954,3018508241,"8806534026309,8806534026316,8806534026323",
"이연클로피도그렐황산수소염정","이연제약(주)","시판후 안정성 시험에서 기타 유연물질 기준 초과 우려에 따른 영업자 회수",N,20240424000000,20240329,201308397,3018505394,"8806586028306,8806586028313,8806586028320",
"경보클로피도그렐정(클로피도그렐황산염)","(주)경보제약","시판후 안정성 시험에서 기타 유연물질 기준 초과 우려에 따른 영업자 회수",N,20240429000000,20240329,201300318,3128104567,"8806650017007,8806650017014,8806650017021",
"클로빅스정(클로피도그렐황산염)","(주)보령바이오파마","시판후 안정성 시험에서 기타 유연물질 기준 초과 우려에 따른 영업자 회수",N,20240424000000,20240329,201900807,2088120633,"8806705013008,8806705013015,8806705013022,8806705013039",
"피도빅스정(클로피도그렐황산염)","한림제약(주)","시판후 안정성 시험 중 기타 유연물질 기준  초과에 따른 영업자 회수",N,20240429000000,20240329,200502869,1358102638,"8806453027609,8806453027616,8806453027623,8806453027630,8806453027647",
"클로메디정(클로피도그렐황산수소염)","(주)인트로바이오파마","시판후 안정성 시험 중 기타 유연물질 기준  초과에 따른 영업자 회수",N,20240422000000,20240329,201800992,1348673663,"8800524006302,8800524006319,8800524006326",
"큐오렐정(클로피도그렐황산수소염)","일성아이에스(주)","시판후 안정성 시험 중 기타 유연물질 기준  초과에 따른 영업자 회수",N,20240429000000,20240329,200501380,1068100710,"8806554020806,8806554020813,8806554020820,8806554020837,8806554020844",
"선일자소엽","농업회사법인선일생약주식회사","관능검사(순도시험)(이물)",Y,20240416000000,20240328,201108775,1328199911,"8800617004901,8800617004918,8800617004925,8800617004932,8800617004949",
"유그렐정(클로피도그렐황산염)","(주)유유제약","시판후 안정성 시험에서 기타 유연물질 기준 초과 우려에 따른 영업자 회수",N,20240424000000,20240328,201707642,1238101790,"8806445024807,8806445024814,8806445024821,8806445024838",
"뉴클로파인정(클로피도그렐황산염)","안국뉴팜(주)","시판후 안정성 시험 중 기타 유연물질 기준 초과에 따른 영업자 회수",N,20240422000000,20240328,201801536,4938700407,"8800536007007,8800536007014,8800536007021,8800536007038",
"바소빅스정(클로피도그렐황산염)","구주제약(주)","시판후 안정성 시험 중 기타 유연물질 기준  초과에 따른 영업자 회수",N,20240502000000,20240328,201308626,1248136268,"8806698042801,8806698042818,8806698042825",
"클로피드정(클로피도그렐황산염)","부광약품(주)","시판후 안정성 시험 중 기타 유연물질 기준  초과에 따른 영업자 회수",N,20240603000000,20240328,200503302,1188100450,"8806422034102,8806422034119,8806422034126,8806625016608,8806625016615,8806625016622",
"클로드정75밀리그램(클로피도그렐황산염)","(주)이든파마","시판후 안정성 시험에서 기타 유연물질 기준 초과 우려에 따른 영업자 회수",N,20240424000000,20240328,201405255,2648120986,"8806289003006,8806289003013,8806289003020,8806289003037",
"케이그렐정(클로피도그렐황산염)","한국코러스(주)","시판후 안정성 시험에서 기타 유연물질 기준 초과 우려에 따른 영업자 회수",N,20240424000000,20240328,201402838,2058140116,"8806472036804,8806472036811,8806472036828",
"플라벨정(클로피도그렐황산수소염)","(주)서울제약","시판후 안정성 시험에서 기타 유연물질 기준 초과 우려에 따른 영업자 회수",N,20240424000000,20240328,200701189,1338130405,"8806529008907,8806529008914,8806529008921,8806529008938",
"크린아이액(염화나트륨)(수출명:cleaneye)","주식회사 케이앤제이씨","미생물 한도",N,20240404000000,20240328,200806248,1298175306,"",
"드림아이에스액(20%염산폴리헥사메칠렌비구아니드)","제이케이제약(주)","미생물 한도",Y,20240404000000,20240328,201400786,4098628795,"",
"클로본스정(클로피도그렐황산염)","대웅바이오(주)","시판후 안정성 시험 중 기타 유연물질 기준  초과에 따른 영업자 회수",N,20240429000000,20240325,200608465,1248677584,"8806684000709,8806940000900,8806940000917,8806940000924",
"바른황백","(주)바른한방제약","품질부적합(성상)",Y,20240408000000,20240319,201605969,2338107882,"8800631003805,8800631003812,8800631003829,8800631003836,8800631003843,8800631003850,8800631003867",
"1.그린후레쉬손소독청결제후레쉬겔(에탄올) 2.르몽드베르손소독청결제후레쉬겔(에탄올), 3.르몽드베르핸드세니타이져겔(에탄올)","씨앤앤코스메틱(주)","품질부적합(함량)",Y,20240522000000,20240319,200907846,1078176019,"",
"현진독활","(주)현진제약","이산화황",Y,20240405000000,20240318,200504532,2048189192,"8800648022509,8800648022516,8800648022523,8800648022530,8800648022547,8800648022554",
"나음파극천","(주)나음제약","중급속(납)",Y,20240405000000,20240318,201904982,2828601283,"8800645017003,8800645017010,8800645017027,8800645017034",
"다콤시타정10/100밀리그램(다파글리플로진, 시타글립틴)","광동제약(주)","불순물(NTTP) 초과 검출 우려에 따른 사전예방적  조치로 시중 유통품에 대해 영업자 회수",N,20240422000000,20240304,202300417,1138108888,"8806418072002,8806418072019",
"엔탭허브백부근","(주)엔탭허브","중금속(카드뮴)",Y,20240315000000,20240304,201900476,3308101200,"8800626010009,8800626010016,8800626010023",
"슈가맥스정10/100밀리그램","(주)새한제약","불순물(NTTP) 초과 검출 우려에 따른 사전예방적  조치로 시중 유통품에 대해 영업자 회수",N,20240307000000,20240227,202200500,1258103547,"8806513009705,8806513009712,8806513009729",
"플로시타정10/100밀리그램(다파글리플로진, 시타글립틴)","(주)넥스팜코리아","불순물(NTTP) 초과 검출 우려에 따른 사전예방적 조치로 시중 유통품에 대한 영업자회수",N,20240312000000,20240226,202300910,3018125427,"8806625048500,8806625048517",
"록소리스정(록소프로펜나트륨수화물)","(주)동구바이오제약","허가사항과 다르게 제조",Y,20240710000000,20240226,201206759,1248533615,"8806573058408,8806573058415,8806573058422",
"글리파엠정2/500밀리그램","(주)동구바이오제약","허가사항과 다르게 제조",Y,20240710000000,20240226,201109280,1248533615,"8806573057302,8806573057319,8806573057326,8806573057333,8806573057340",
"다존 입체황사마스크(KF94)","주식회사케이씨테크","품질 부적합(분진포집효율(염화나트륨, 파라핀오일))",Y,20240316000000,20240224,201803713,3688801301,"",
"금아라피네미세먼지황사방역마스크(KF94)(대형,중형)(흰색,검정색,연한황색,상아색,분홍색,연한분홍색,노란색)","금아일렉트론(주)","품질 부적합(분진포집효율(염화나트륨, 파라핀오일))",Y,20240316000000,20240224,202202887,1138624618,"",
"유시다파정10/100밀리그램(다파글리플로진,시타글립틴)","(주)유영제약","불순물(NTTP) 초과 검출 우려에 따른 사전예방적 조치로 시중 유통품에 대한 영업자회수",N,"",20240223,202300381,3018109728,"8806482046800,8806482046817",
"에이다파시타듀오정10/100밀리그램","안국약품(주)","불순물(NTTP) 초과 검출 우려에 따른 사전예방적 조치로 시중 유통품에 대해 영업자 회수",N,20240315000000,20240222,202300306,1188104188,"8806502060007,8806502060014",
"베노플러스겔(수출명:베노포르테겔,트롬보실겔)","(주)유유제약","직접 용기 불량으로 누액 발생에 따른 영업자회수",N,20240328000000,20240219,198700152,1238101790,"8806445007800,8806445007817,8806445007824,8806445007831,8806445007848",198700152
"나누당시가정10/100밀리그램","한국휴텍스제약(주)","불순물(NTTP) 초과 검출 우려에 따른 사전예방적 조치로 시중 유통품에 대해 영업자 회수",N,20240311000000,20240219,202300302,1128122382,"8806491057200,8806491057217",
"젠시가에스정10/100밀리그램(다파글리플로진,시타글립틴)","알보젠코리아(주)","안정성시험(장기, 가속)결과, 불순물(NTTP) 초과 검출에 따른 사전예방적 조치로 시중 유통품에 대해 영업자 회수",N,20240321000000,20240219,202300072,2158121950,"8806526071805,8806526071812",
"자누스틴듀오정10/100밀리그램","(주)경보제약","불순물(NTTP) 초과 검출 우려에 따른 사전예방적 조치로 시중 유통품에 대한 영업자회수",N,20240327000000,20240219,202300384,3128104567,"8806650032406,8806650032413",
"조화음양곽","(주)조화제약","정량법",Y,20240306000000,20240216,201006223,1328625049,"8800700011601,8800700011618,8800700011625,8800700011632",
"허브팜방풍","(주)허브팜","이산화황",Y,20240229000000,20240216,200505029,1328180770,"8800665005301,8800665005318,8800665005325,8800665005332",
"허브팜절패모","(주)허브팜","카드뮴",Y,20240229000000,20240216,200505078,1328180770,"8800665009606,8800665009613,8800665009620,8800665009637,8800665009644",
"허브팜천문동","(주)허브팜","이산화황",Y,20240229000000,20240216,200505043,1328180770,"8800665006506,8800665006513,8800665006520,8800665006537",
"메디카미녹시딜정(미녹시딜)","(주)메디카코리아","의약품 동등성 재평가 결과(생물학적동등성 미입증)에 따라 시중 유통품에 대한 영업자 회수",N,20240219000000,20240208,202105435,1208165228,"8806460053608,8806460053615,8806460053622",
"경동판테놀연고(덱스판테놀)","경동제약(주)","성상변화(변색)에 따른 시중 유통품에 대한 영업자 회수",N,20240307000000,20240207,202107682,1248135518,"8806481047303,8806481047310",202107682
"유니미녹시딜정","한국유니온제약(주)","‘생동시험 결과(비동등)에 대한 조치’에 따라 시중 유통품에 대한 영업자 회수",N,20240208000000,20240207,202102018,6078121765,"8806655082703,8806655082710,8806655082727",
"모모시딜정(미녹시딜)","주식회사더유제약","‘생동시험 결과(비동등)에 대한 조치’에 따라 시중 유통품에 대한 영업자 회수",N,20240305000000,20240207,202103151,1138669177,"8800570016201,8800570016218,8800570016225",
"현진반하","(주)현진제약","이산화황",Y,20240305000000,20240205,200504475,2048189192,"8800648004307,8800648004314,8800648004321,8800648004338,8800648004345,8800648004352",
"다파진에스듀오정10/100밀리그램(다파글리플로진,시타글립틴)","경동제약(주)","안정성시험(장기보존, 가속)결과, 불순물(NTTP)  초과 검출에 따른 사전예방적 조치로 시중  유통품에 대해 영업자 회수",N,20240304000000,20240201,202301844,1248135518,"8806481049109,8806481049116",
"스피리바레스피맷(티오트로퓸브롬화물수화물)","한국베링거인겔하임(주)","카트리지(다회용) 내 약물표시기 결함",N,20240228000000,20240129,200811444,1068108804,"8806535008601,8806535008618,8806535008625,8806535008632",
"녹십자-알부민주20%(사람혈청알부민)[수출명: 볼루민20%(100㎖),알부맥스20%(50㎖)-케이지씨씨,알부미나20%(50㎖),지씨피디알부민주20%(50㎖),바바이오텍-알부민20%,알부셀,휴먼알부민아이피/이피20%(100㎖),알부민주 20%-지씨씨,알부미나 세리카 휴마나 20% 50ml 솔루시옹 인엑터블,알부민 지씨씨,알부벳 20%,휴민 20,알부렌]","(주)녹십자","주사제 내용물의 응고 현상에 따른 영업자회수",N,20240208000000,20240124,200403367,3038117108,"8806436004603,8806436004610,8806436004627,8806436004702,8806436004719,8806436004726",
"제일글리시진주","제일약품(주)","성상 변화(침전물) 우려에 따른 영업자 회수",N,20240307000000,20240123,201606258,2428500620,"8806454048405,8806454048412,8806454048429,8806454048436",
"엔탭허브곡기생","(주)엔탭허브","성상",Y,20240131000000,20240123,201900501,3308101200,"8800626002400,8800626002417,8800626002424",
"다온백강잠","농업회사법인다온허브주식회사","품질부적합(성상)",Y,20240222000000,20240123,201107917,3268101725,"8800633002509,8800633002516,8800633002523,8800633002530",
"씨케이사인","씨케이(주)","품질부적합(성상)",Y,20240222000000,20240123,200612477,2048123491,"8800619008709,8800619008716,8800619008723,8800619008730,8800619008747",
"나눔수질","나눔제약주식회사","중금속(비소) 부적합",Y,20240123000000,20240118,201905198,5058176945,"8800610018608,8800610018615,8800610018622,8800610071504,8800610071511,8800610071528",
"스폴론정(메틸프레드니솔론)","경동제약(주)","타사의 제품*에 자사 포장재가 사용된 1병 발견에 따른 영업자 회수  *주성분·첨가제의 종류, 함량이 동일한 제품(제이더블유신약(주) ‘피디정’)",N,20240304000000,20240118,201403152,1248135518,"8806481034105,8806481034112,8806481034129,8806481034136",
"아세크로나정(아세클로페낙)","삼성제약(주)","제품의 용기 내 타사 제품* 혼입에 따른 영업자 회수 *주성분·첨가제의 종류, 함량이 동일한 제품 [천우신약(주)-툴스페낙정100밀리그램(아세클로페낙)]",N,20240318000000,20240118,200400225,2078100726,"8806423026106,8806423026113,8806423026120,8806423026137",
"에리스정(에페리손염산염)","미래바이오제약(주)","품질부적합(용출시험)",Y,20240219000000,20240112,201306044,1258139744,"8806575025507,8806575025514,8806575025521,8806575025538,8806575025545,8806575025552",
"다이야펜정400밀리그램(이부프로펜)","미래바이오제약(주)","품질부적합(유연물질)",Y,20240315000000,20240112,199102092,1258139744,"8806575001907,8806575001914,8806575001921,8806575001938,8806575001945,8806575001952,8806575001969,8806575001976,8806575001983,8806575001990,8806575040814",199102092
"리코리스주","대한뉴팜(주)","성상 변화(침전물) 우려에 따른 영업자 회수",N,20240226000000,20240111,200805539,2298110729,"8806699047300,8806699047317,8806699047324,8806699047331,8806699047348,8806699062808,8806699062815,8806699062822,8806699062839,8806699062846",
"태흥스왑(에탄올)","태흥메디칼","품질검사 미실",Y,20240217000000,20240110,201303593,3123298510,"",
"트로앤텍트로키(오렌지), 트로앤텍트로키(페퍼민트)","동국제약(주)","금속 이물 혼입에 따른 영업자회수",N,20240125000000,20240103,202100082,3018508241,"8806534048509,8806534048516,8806534048523",202100082
"이토정(이토프리드염산염)","(주)파마킹","허가(신고)사항과 다르게 제조한 원료 사용 완제의약품 영업자회수",N,20240202000000,20240103,200600427,1298107322,"8806523004202,8806523004219,8806523004226,8806523004233",
"카디론정(카르베딜롤)","대우제약(주)","허가사항과 다르게 제조한 원료 사용 완제의약품 영업자 회수",N,20240103000000,20240103,200400683,6038109769,"8806496019609,8806496019616,8806496019623",
"자니틴정150밀리그램(니자티딘)","경동제약(주)","안정성시험(장기보존)결과(NDMA초과검출)에 따라 사전예방적 조치로 시중 유통품에 대해 영업자 회수",N,20240110000000,20240102,200201865,1248135518,"8806481017306,8806481017313,8806481017320,8806481017337,8806481017344",
"딜라돌정25밀리그램(카르베딜롤)","부광약품(주)","허가사항과 다르게 제조한 원료 사용 완제의약품 영업자 회수",N,20240109000000,20240102,200301305,1188100450,"8806422001708,8806422001715",
"본에이드정70밀리그램(알렌드론산나트륨수화물)","(주)동구바이오제약","허가사항과 다르게 제조한 원료 사용 완제의약품 영업자 회수",N,20240307000000,20240102,200501339,1248533615,"8806573020009,8806573020016,8806573020023",
"1.메디랩드레싱(멸균반창고(1회용)), 2.메디랩드레싱베이지(멸균반창고(1회용))","(주)아텍스(Atex.co.,Ltd)","형상(패드 폭) 품질부적합",Y,20240129000000,20231229,201801711,1108175321,"",
"성십자탄력붕대에이","성십자(주)","품질부적합(성상(사수))",Y,20240217000000,20231228,201500243,3078102174,"",
"엘록테이트주[에프모록토코그알파(혈액응고인자VIII-Fc융합단백, 유전자재조합)]","(주)사노피-아벤티스코리아","자진회수",N,"",20231222,201706864,2208100544,"8806520011609,8806520011616,8806520011708,8806520011715,8806520011807,8806520011814,8806520011906,8806520011913,8806520012002,8806520012019,8806541009302,8806541009319,8806541009401,8806541009418,8806541009500,8806541009517,8806541009609,8806541009616,8806541009708,8806541009715",
"성진붕대3호","성진양행","형상(길이) 부적합",Y,20240129000000,20231222,197400555,1553300157,"",
"몰시톤정4밀리그램(몰시도민)","에리슨제약(주)","안정성시험(장기)결과 NMOR(N-니트로소몰포린) 초과검출에 따라 사전 예방적 조치로 영업자 회수",N,20240129000000,20231220,199802244,1248707538,"8806205000508,8806205000515,8806205000522,8806205000539,8806205000546,8806205000553,8806205000560,8806533001901,8806533001918",
"신라의료용산소","(주)신라충전소","유효기간 만료 및 거짓작성",Y,"",20231218,201801780,5138181769,"",
"바른종대황","(주)바른한방제약","품질부적합(회분)",Y,20240108000000,20231215,202301075,2338107882,"8800631019806,8800631019813,8800631019820,8800631019837,8800631019844,8800631019851,8800631019868",
"화림만형자","(주)화림제약","중금속(납) 시험 부적합",Y,20231218000000,20231213,199806073,6178137172,"8800661006500,8800661006517,8800661006524",
"화림국화","(주)화림제약","중금속(카드뮴) 시험 부적합",Y,20231218000000,20231213,201804083,6178137172,"8800661016004,8800661016011",
"화림오약","(주)화림제약","중금속(카드뮴) 시험 부적합",Y,20231218000000,20231213,199604484,6178137172,"8800661009600,8800661009617,8800661009624",
"한일거즈붕대-에이","한일양행(주)","품질부적합(형상시험(길이, 사수), 중량)",Y,20240304000000,20231213,201508216,3128146529,"",
"한일양행면고무탄력붕대","한일양행(주)","품질부적합(형상시험(사수), 중량 )",Y,20240304000000,20231213,200508739,3128146529,"",
"광덕제약상심자","농업회사법인(주)광덕","품질부적합(이산화황)",Y,20231227000000,20231213,201501206,3058627965,"8800609010606,8800609010613,8800609010620",
"모드나캡슐","초당약품공업(주)","성상변화(변색)에 따른 시중 유통품에 대해 영업자 회수",N,20240108000000,20231211,200902909,1138115303,"8806707013204,8806707013211,8806707013228,8806707013235",200902909
"스토제정(스트렙토키나제·스트렙토도르나제)","조아제약(주)","‘스트렙토키나제·스트렙토도르나제’ 제제에 대한 재평가 결과, 유용성이 인정되지 않음",Y,20231212000000,20231207,201502963,6088124071,"8806446031408,8806446031415",
"세라타제정(스트렙토키나제,스트렙토도르나제)","대우제약(주)","‘스트렙토키나제·스트렙토도르나제’ 제제에 대한 재평가 결과, 유용성이 인정되지 않음",Y,20231211000000,20231207,199600683,6038109769,"8806496012709,8806496012716,8806496012723,8806496012730,8806496012747,8806496012754,8806496012761,8806496012778",
"삼화알렌드론산나트륨(원료)","(주)삼화바이오팜","허가(신고)사항과 다르게 제조",Y,20240108000000,20231206,200004277,1358101508,"",
"삼화이토프리드염산염(원료)","(주)삼화바이오팜","허가(신고)사항과 다르게 제조",Y,20240108000000,20231206,201002148,1358101508,"",
