TYPE_NAME,MIX_TYPE,INGR_CODE,INGR_ENG_NAME,INGR_KOR_NAME,MIX,ORI,CLASS,MIXTURE_MIX_TYPE,MIXTURE_INGR_CODE,MIXTURE_INGR_ENG_NAME,MIXTURE_INGR_KOR_NAME,MIXTURE_MIX,MIXTURE_ORI,MIXTURE_CLASS,NOTIFICATION_DATE,PROHBT_CONTENT,REMARK,DEL_YN
"병용금기","단일",D000762,Itraconazole,"이트라코나졸","","[M083733]이트라코나졸제피과립/[M083734]이트라코나졸/[M092870]이트라코나졸고체분산체/[M201487]이트라코나졸고체분산/[M201624]제피이트라코나졸과립","[06290]기타의 화학요법제","단일",D000027,Simvastatin,"심바스타틴","","[M089710]심바스타틴","[02180]동맥경화용제",20090303,"횡문근융해증","","정상"
"병용금기","단일",D000762,Itraconazole,"이트라코나졸","","[M083733]이트라코나졸제피과립/[M083734]이트라코나졸/[M092870]이트라코나졸고체분산체/[M201487]이트라코나졸고체분산/[M201624]제피이트라코나졸과립","[06290]기타의 화학요법제","단일",D000592,Triazolam,"트리아졸람","","[I005603]트리아졸람/[M088380]트리아졸람","[01120]최면진정제",20090303,"triazolam 의 약리학적 효과 및 작용(수면유도 및 진정작용 등의 중추신경 억제 효과) 증가","","정상"
"병용금기","단일",D000353,Paroxetine,"파록세틴","","[M050607]염산파록세틴/[M102324]무수염산파록세틴/[M222896]파록세틴염산염수화물/[M234807]파록세틴염산염반수화물","[01170]정신신경용제","단일",D000139,"Selegiline Hydrochloride","셀레길린염산염","","[M222864]셀레길린염산염","[01190]기타의 중추신경용약",20090303,"세로토닌성 증후군(고혈압, 고열, 간대성 근경련, 정신상태 변화 등)","","정상"
"병용금기","단일",D000139,"Selegiline Hydrochloride","셀레길린염산염","","[M222864]셀레길린염산염","[01190]기타의 중추신경용약","단일",D000336,Sertraline,"설트랄린","","[M085340]염산설트랄린/[M251308]설트랄린염산염","[01170]정신신경용제",20090303,"세로토닌성 증후군 (고열, 간대성근경련, 정신상태 변화등)","","정상"
"병용금기","단일",D000660,Alprazolam,"알프라졸람","","[M211313]알프라졸람/[M261118]알프라졸람","[01170]정신신경용제","단일",D000762,Itraconazole,"이트라코나졸","","[M083733]이트라코나졸제피과립/[M083734]이트라코나졸/[M092870]이트라코나졸고체분산체/[M201487]이트라코나졸고체분산/[M201624]제피이트라코나졸과립","[06290]기타의 화학요법제",20090303,"alprazolam의 혈장농도 증가, 수면 및 진정작용 증강 및 연장","","정상"
"병용금기","단일",D000455,Atorvastatin,"아토르바스타틴","","[I004369]아토르바스타틴칼슘수화물/[M093499]아토르바스타틴칼슘/[M213543]무수아토르바스타틴칼슘/[M215219]아토르바스타틴칼슘삼수화물/[M218956]아토르바스타틴삼수화물/[M244955]아토르바스타틴 스트론튬/[M247057]아토르바스타틴칼슘염무수물/[M251687]아토르바스타틴칼슘/[M256664]아토르바스타틴칼슘수화물/[M263837]아토르바스타틴","[02180]동맥경화용제","단일",D000769,Ketoconazole,"케토코나졸","","[M080618]케토코나졸","[02650]기생성 피부질환용제/[06290]기타의 화학요법제/[06410]항원충제",20090303,"근육병증","","정상"
"병용금기","복합",D000747,Ergotamine,"에르고타민","[D001266]Anhydrous Caffeine(카페인무수물)","[M040398]주석산에르고타민/[M223126]에르고타민타르타르산염/[M223183]카페인무수물","[01140]해열.진통.소염제","단일",D000650,Sumatriptan,"수마트립탄","","[M089467]호박산수마트립탄/[M246956]수마트립탄숙신산염","[01140]해열.진통.소염제",20090303,"혈압상승 및 맥각독성(말초혈관수축증가) 위험","","정상"
"병용금기","단일",D000202,Dihydroergotamine,"디히드로에르고타민","","[M086240]디히드로에르고타민메실레이트","[01140]해열.진통.소염제/[02190]기타의 순환계용약","단일",D000628,Roxithromycin,"록시트로마이신","","[M082720]록시스로마이신/[M104917]록시스로마이신제피세립/[M222840]록시트로마이신/[M222994]록시트로마이신/[M243529]제피된 록시트로마이신","[06140]주로 그람양성균, 리케치아, 비루스에 작용하는 것",20090303,"맥각독성(혈관경련, 말단 및 기타조직 허혈)위험증가","","정상"
"병용금기","단일",D000762,Itraconazole,"이트라코나졸","","[M083733]이트라코나졸제피과립/[M083734]이트라코나졸/[M092870]이트라코나졸고체분산체/[M201487]이트라코나졸고체분산/[M201624]제피이트라코나졸과립","[06290]기타의 화학요법제","단일",D000419,Lovastatin,"로바스타틴","","[M083392]로바스타틴","[02180]동맥경화용제",20090303,"횡문근융해증","","정상"
"병용금기","단일",D000769,Ketoconazole,"케토코나졸","","[M080618]케토코나졸","[06290]기타의 화학요법제/[06410]항원충제","단일",D000419,Lovastatin,"로바스타틴","","[M083392]로바스타틴","[02180]동맥경화용제",20090303,"횡문근융해증을 비롯한 근육질환 등 중증 이상반응","","정상"
"병용금기","단일",D000019,Acitretin,"아시트레틴","","[M086538]분무건조아시트레틴25%","[03110]비타민 A 및 D제","단일",D000716,Methotrexate,"메토트렉세이트","","[M040168]메토트렉세이트","[01140]해열.진통.소염제/[04210]항악성종양제",20090303,"간 독성","","정상"
"병용금기","단일",D000660,Alprazolam,"알프라졸람","","[M211313]알프라졸람/[M261118]알프라졸람","[01170]정신신경용제","단일",D000769,Ketoconazole,"케토코나졸","","[M080618]케토코나졸","[02650]기생성 피부질환용제/[06290]기타의 화학요법제/[06410]항원충제",20090303,"alprazolam의 혈장농도 증가, 수면 및 진정작용 증강 및 연장","","정상"
"병용금기","단일",D000540,Buspirone,"부스피론","","[M081980]염산부스피론/[M222852]부스피론염산염","[01170]정신신경용제","단일",D000139,"Selegiline Hydrochloride","셀레길린염산염","","[M222864]셀레길린염산염","[01190]기타의 중추신경용약",20090303,"혈압상승","","정상"
"병용금기","단일",D000373,Clarithromycin,"클래리트로마이신","","[M085725]클래리스로마이신/[M087123]클래리스로마이신코팅입자/[M102127]클래리스로마이신제피과립/[M222887]클래리트로마이신/[M223198]클래리트로마이신/[M245961]클래리트로마이신제피과립/[M256483]클래리트로마이신제피과립(42%)","[06180]주로 그람양성, 음성균에 작용하는 것/[06190]기타의 항생물질제제(복합항생물질제제를 포함)","단일",D000719,Mizolastine,"미졸라스틴","","[M089840]미졸라스틴","[01410]항히스타민제",20090303,"심실부정맥(Torsade de pointes)","","정상"
"병용금기","단일",D000202,Dihydroergotamine,"디히드로에르고타민","","[M086240]디히드로에르고타민메실레이트","[01140]해열.진통.소염제/[02190]기타의 순환계용약","단일",D000650,Sumatriptan,"수마트립탄","","[M089467]호박산수마트립탄/[M246956]수마트립탄숙신산염","[01140]해열.진통.소염제",20090303,"혈압 상승 및 에르고티즘(말초혈관수축 증가, 경련, 사지허혈) 위험 증가","","정상"
"병용금기","단일",D000503,Doxycycline,"독시사이클린","","[M020026]독시사이클린/[M020027]독시사이클린하이클레이트/[M084576]독시사이클린/[M222836]독시사이클린수화물/[M222960]독시사이클린하이클레이트수화물","[02310]치과구강용약/[06150]주로 그람양성, 음성균, 리케치아, 비루스에 작용하는 것","단일",D000758,Isotretinoin,"이소트레티노인","","[M088250]이소트레티노인","[02650]기생성 피부질환용제/[03110]비타민 A 및 D제",20090303,"두개내 고혈압","","정상"
"병용금기","단일",D000255,Altretamine,"알트레타민","","[M094184]알트레타민","[04210]항악성종양제","단일",D000413,Pyridoxine,"피리독신","","[M080913]로코트염산피리독신/[M081199]로코트염산피리독신331/3%/[M084231]염산피리독신33 1/3%/[M092263]염산피리독신98%과립/[M099035]염산피리독신3배산/[M204304]피리독신염산염/[M225043]염산 피리독신/[M227508]피리독신염산염97%과립/[M232652]제피피리독신염산염/[M240075]염산피리독신/[M240090]피리독신염산염 98% 과립/[M241190]피리독신염산염3배산/[M243281]피리독신염산염3배산/[M244825]피리독신염산염3배산/[M251501]피리독신염산염33·1/3%","[03130]비타민 B제(비타민 B1을 제외)",20090303,"피리독신은 신경독성을 현저하게 감소시켰으나 반응기간에는 역효과, 알트레타민의 치료효과 감소","","정상"
"병용금기","단일",D000256,Erythromycin,"에리트로마이신","","[M020095]에리스로마이신/[M020096]락토비온산에리스로마이신/[M020099]에리스로마이신에스톨레이트/[M020201]프로피온산에리스로마이신/[M223129]에리트로마이신/[M223130]에리트로마이신스테아르산염/[M223131]에리트로마이신에스톨산염/[M223132]에리트로마이신에틸숙시네이트/[M251863]에리트로마이신락토비온산염/[M256206]에리트로마이신 장용피입자/[M257644]에리트로마이신스티노프레이트","[06110]주로 그람양성균에 작용하는 것/[06140]주로 그람양성균, 리케치아, 비루스에 작용하는 것/[06150]주로 그람양성, 음성균, 리케치아, 비루스에 작용하는 것","단일",D000719,Mizolastine,"미졸라스틴","","[M089840]미졸라스틴","[01410]항히스타민제",20090303,"QT연장 등","","정상"
"병용금기","단일",D000758,Isotretinoin,"이소트레티노인","","[M088250]이소트레티노인","[02650]기생성 피부질환용제/[03110]비타민 A 및 D제","단일",D000127,Minocycline,"미노사이클린","","[M223036]미노사이클린염산염","[06150]주로 그람양성, 음성균, 리케치아, 비루스에 작용하는 것",20090303,"테트라사이클린 가성뇌종양 보고","","정상"
"병용금기","단일",D000758,Isotretinoin,"이소트레티노인","","[M088250]이소트레티노인","[02650]기생성 피부질환용제/[03110]비타민 A 및 D제","단일",D000064,Tetracycline,"테트라사이클린","","[M223235]테트라사이클린염산염","[02630]화농성질환용제/[06150]주로 그람양성, 음성균, 리케치아, 비루스에 작용하는 것",20090303,"테트라사이클린 가성뇌종양 보고","","정상"
"병용금기","단일",D000758,Isotretinoin,"이소트레티노인","","[M088250]이소트레티노인","[02650]기생성 피부질환용제/[03110]비타민 A 및 D제","단일",D000754,Oxytetracycline,"옥시테트라사이클린","","[M223166]옥시테트라사이클린염산염","[06150]주로 그람양성, 음성균, 리케치아, 비루스에 작용하는 것",20090303,"테트라사이클린 가성뇌종양 보고","","정상"
"병용금기","복합",D000426,Metronidazole,"메트로니다졸","[D000338]Spiramycin(스피라마이신)","[M040170]메트로니다졸/[M020072]스피라마이신","[06190]기타의 항생물질제제(복합항생물질제제를 포함)","단일",D000719,Mizolastine,"미졸라스틴","","[M089840]미졸라스틴","[01410]항히스타민제",20090303,"심실부정맥(Torsade de pointes)","","정상"
"병용금기","단일",D000323,Mirtazapine,"미르타자핀","","[M088893]미르타자핀/[M260571]제피미르타자핀","[01170]정신신경용제","단일",D000139,"Selegiline Hydrochloride","셀레길린염산염","","[M222864]셀레길린염산염","[01190]기타의 중추신경용약",20090303,"구역, 구토, 안면홍조, 어지러움, 진전, 산동, 강직, 발한, 고온증, 심장지표의 빠른 변화, 자율신경계의 불안정, 정신상태의 변화","","정상"
"병용금기","단일",D000719,Mizolastine,"미졸라스틴","","[M089840]미졸라스틴","[01410]항히스타민제","단일",D000628,Roxithromycin,"록시트로마이신","","[M082720]록시스로마이신/[M104917]록시스로마이신제피세립/[M222840]록시트로마이신/[M222994]록시트로마이신/[M243529]제피된 록시트로마이신","[06140]주로 그람양성균, 리케치아, 비루스에 작용하는 것",20090303,"말초혈관경련, 사지허혈, 감각이상등","","정상"
"병용금기","단일",D000259,Amiodarone,"아미오다론","","[A005259]아미오다론","[02120]부정맥용제","단일",D000022,Sotalol,"소타롤","","[A005022]소타롤","[02120]부정맥용제",20090303,"심실부정맥(Torsade de pointes) 위험 증가","","정상"
"병용금기","단일",D000259,Amiodarone,"아미오다론","","[A005259]아미오다론","[02120]부정맥용제","단일",D000256,Erythromycin,"에리트로마이신","","[M020095]에리스로마이신/[M020096]락토비온산에리스로마이신/[M020099]에리스로마이신에스톨레이트/[M020201]프로피온산에리스로마이신/[M223129]에리트로마이신/[M223130]에리트로마이신스테아르산염/[M223131]에리트로마이신에스톨산염/[M223132]에리트로마이신에틸숙시네이트/[M251863]에리트로마이신락토비온산염/[M256206]에리트로마이신 장용피입자/[M257644]에리트로마이신스티노프레이트","[06110]주로 그람양성균에 작용하는 것/[06140]주로 그람양성균, 리케치아, 비루스에 작용하는 것/[06150]주로 그람양성, 음성균, 리케치아, 비루스에 작용하는 것",20090303,"심실부정맥(Torsade de pointes) 위험 증가","","정상"
"병용금기","단일",D000259,Amiodarone,"아미오다론","","[A005259]아미오다론","[02120]부정맥용제","단일",D000513,Pentamidin,"펜타미딘","","[M261497]펜타미딘이세티온산염","[06160]주로 곰팡이, 원충에 작용하는 것",20090303,"심실부정맥(Torsade de pointes) 위험 증가","","정상"
"병용금기","단일",D000452,Aspirin,"아스피린","","[M040355]아스피린/[M040356]아스피린알루미늄/[M071842]아스피린리신/[M081776]아스피린장용과립/[M082548]아스피린제피세립(아세틸살리실산제피세립)/[M084664]아스피린장용피입자/[M089224]주사용아스피린리신90%/[M246086]아스피린제피세립/[M253914]아스피린장용펠렛/[M264065]아스피린과립","[01140]해열.진통.소염제/[02190]기타의 순환계용약","단일",D000716,Methotrexate,"메토트렉세이트","","[M040168]메토트렉세이트","[01140]해열.진통.소염제/[04210]항악성종양제",20090303,"혈액학적 독성","methotrexate (1週에 15mg 이상 투여시)","정상"
"병용금기","단일",D000373,Clarithromycin,"클래리트로마이신","","[M085725]클래리스로마이신/[M087123]클래리스로마이신코팅입자/[M102127]클래리스로마이신제피과립/[M222887]클래리트로마이신/[M223198]클래리트로마이신/[M245961]클래리트로마이신제피과립/[M256483]클래리트로마이신제피과립(42%)","[06180]주로 그람양성, 음성균에 작용하는 것/[06190]기타의 항생물질제제(복합항생물질제제를 포함)","단일",D000213,Pimozide,"피모짓","","[M071691]피모짓","[01170]정신신경용제",20090303,"pimozide의 혈중농도 상승, QT연장","","정상"
"병용금기","단일",D000256,Erythromycin,"에리트로마이신","","[M020095]에리스로마이신/[M020096]락토비온산에리스로마이신/[M020099]에리스로마이신에스톨레이트/[M020201]프로피온산에리스로마이신/[M223129]에리트로마이신/[M223130]에리트로마이신스테아르산염/[M223131]에리트로마이신에스톨산염/[M223132]에리트로마이신에틸숙시네이트/[M251863]에리트로마이신락토비온산염/[M256206]에리트로마이신 장용피입자/[M257644]에리트로마이신스티노프레이트","[06110]주로 그람양성균에 작용하는 것/[06140]주로 그람양성균, 리케치아, 비루스에 작용하는 것/[06150]주로 그람양성, 음성균, 리케치아, 비루스에 작용하는 것","단일",D000213,Pimozide,"피모짓","","[M071691]피모짓","[01170]정신신경용제",20090303,"QT연장 등","","정상"
"병용금기","단일",D000256,Erythromycin,"에리트로마이신","","[M020095]에리스로마이신/[M020096]락토비온산에리스로마이신/[M020099]에리스로마이신에스톨레이트/[M020201]프로피온산에리스로마이신/[M223129]에리트로마이신/[M223130]에리트로마이신스테아르산염/[M223131]에리트로마이신에스톨산염/[M223132]에리트로마이신에틸숙시네이트/[M251863]에리트로마이신락토비온산염/[M256206]에리트로마이신 장용피입자/[M257644]에리트로마이신스티노프레이트","[06110]주로 그람양성균에 작용하는 것/[06140]주로 그람양성균, 리케치아, 비루스에 작용하는 것/[06150]주로 그람양성, 음성균, 리케치아, 비루스에 작용하는 것","단일",D000770,Chloramphenicol,"클로람페니콜","","[M020122]클로람페니콜/[M223202]클로람페니콜나트륨숙시네이트","[06150]주로 그람양성, 음성균, 리케치아, 비루스에 작용하는 것",20090303,"병용을 하여도 항균작용이 증가되지 않음","","정상"
"병용금기","단일",D000256,Erythromycin,"에리트로마이신","","[M020095]에리스로마이신/[M020096]락토비온산에리스로마이신/[M020099]에리스로마이신에스톨레이트/[M020201]프로피온산에리스로마이신/[M223129]에리트로마이신/[M223130]에리트로마이신스테아르산염/[M223131]에리트로마이신에스톨산염/[M223132]에리트로마이신에틸숙시네이트/[M251863]에리트로마이신락토비온산염/[M256206]에리트로마이신 장용피입자/[M257644]에리트로마이신스티노프레이트","[06110]주로 그람양성균에 작용하는 것/[06140]주로 그람양성균, 리케치아, 비루스에 작용하는 것/[06150]주로 그람양성, 음성균, 리케치아, 비루스에 작용하는 것","단일",D000678,Clindamycin,"클린다마이신","","[M223227]클린다마이신염산염","[02550]비뇨생식기관용제(성병예방제포함)/[06190]기타의 항생물질제제(복합항생물질제제를 포함)",20090303,"병용을 하여도 항균작용이 증가되지 않음","","정상"
"병용금기","단일",D000256,Erythromycin,"에리트로마이신","","[M020095]에리스로마이신/[M020096]락토비온산에리스로마이신/[M020099]에리스로마이신에스톨레이트/[M020201]프로피온산에리스로마이신/[M223129]에리트로마이신/[M223130]에리트로마이신스테아르산염/[M223131]에리트로마이신에스톨산염/[M223132]에리트로마이신에틸숙시네이트/[M251863]에리트로마이신락토비온산염/[M256206]에리트로마이신 장용피입자/[M257644]에리트로마이신스티노프레이트","[06110]주로 그람양성균에 작용하는 것/[06140]주로 그람양성균, 리케치아, 비루스에 작용하는 것/[06150]주로 그람양성, 음성균, 리케치아, 비루스에 작용하는 것","단일",D000713,Lincomycin,"린코마이신","","[M020043]염산린코마이신/[M223001]린코마이신염산염수화물/[M248008]린코마이신염산염","[06110]주로 그람양성균에 작용하는 것",20090303,"병용을 하여도 항균작용이 증가되지 않음","","정상"
"병용금기","단일",D000517,Fluconazole,"플루코나졸","","[M084154]플루코나졸","[02650]기생성 피부질환용제/[06290]기타의 화학요법제","단일",D000592,Triazolam,"트리아졸람","","[I005603]트리아졸람/[M088380]트리아졸람","[01120]최면진정제",20090303,"triazolam 의 약리학적 효과 및 작용증가","","정상"
"병용금기","단일",D000113,Haloperidol,"할로페리돌","","[M040766]할로페리돌/[M089302]할로페리돌데카노에이트","[01170]정신신경용제","단일",D000560,Epinephrine,"에피네프린","","[M040421]에피네프린/[M040581]중주석산에피네프린/[M094252]주석산에피네프린/[M251244]에피네프린타르타르산염","[02450]부신호르몬제",20090303,"혈압강하효과","","정상"
"병용금기","단일",D000363,Ibuprofen,"이부프로펜","","[M051259]이부프로펜/[M071015]이부프로펜리신/[M086772]이부프로펜제피세립/[M209277]이부프로펜아르기닌/[M246943]이부프로펜나트륨이수화물","[01140]해열.진통.소염제/[02190]기타의 순환계용약/[02640]진통.진양.수렴.소염제","단일",D000716,Methotrexate,"메토트렉세이트","","[M040168]메토트렉세이트","[01140]해열.진통.소염제/[04210]항악성종양제",20090303,"혈액학적 독성","methotrexate(1週에 20mg 이상 투여시)","정상"
"병용금기","단일",D000762,Itraconazole,"이트라코나졸","","[M083733]이트라코나졸제피과립/[M083734]이트라코나졸/[M092870]이트라코나졸고체분산체/[M201487]이트라코나졸고체분산/[M201624]제피이트라코나졸과립","[06290]기타의 화학요법제","단일",D000007,Midazolam,"미다졸람","","[M088434]미다졸람/[M222760]미다졸람","[01120]최면진정제",20090303,"midazolam 의 약리학적 효과 및 작용(수면유도 및 진정작용 등의 중추신경 억제 효과) 증가","","정상"
"병용금기","단일",D000762,Itraconazole,"이트라코나졸","","[M083733]이트라코나졸제피과립/[M083734]이트라코나졸/[M092870]이트라코나졸고체분산체/[M201487]이트라코나졸고체분산/[M201624]제피이트라코나졸과립","[06290]기타의 화학요법제","단일",D000213,Pimozide,"피모짓","","[M071691]피모짓","[01170]정신신경용제",20090303,"QT 간격 연장 및 심실부정맥(Torsade de pointes) 위험 증가","","정상"
"병용금기","단일",D000769,Ketoconazole,"케토코나졸","","[M080618]케토코나졸","[06290]기타의 화학요법제/[06410]항원충제","단일",D000007,Midazolam,"미다졸람","","[M088434]미다졸람/[M222760]미다졸람","[01120]최면진정제",20090303,"midazolam 의 약리학적 효과 및 작용증가","","정상"
"병용금기","단일",D000769,Ketoconazole,"케토코나졸","","[M080618]케토코나졸","[06290]기타의 화학요법제/[06410]항원충제","단일",D000592,Triazolam,"트리아졸람","","[I005603]트리아졸람/[M088380]트리아졸람","[01120]최면진정제",20090303,"triazolam 의 약리학적 효과 및 작용증가","","정상"
"병용금기","단일",D000429,Moclobemide,"모클로베미드","","[M085249]모클로베미드","[01170]정신신경용제","단일",D000139,"Selegiline Hydrochloride","셀레길린염산염","","[M222864]셀레길린염산염","[01190]기타의 중추신경용약",20090303,"심각한 혈압저하 위험 증가","","정상"
"병용금기","단일",D000414,Hydrochlorothiazide,"히드로클로로티아지드","","[M080768]히드로클로르치아지드/[M089923]히드로클로로치아짓/[M097694]히드로클로로치아지드/[M223356]히드로클로로티아지드","[02130]이뇨제","단일",D000256,Erythromycin,"에리트로마이신","","[M020095]에리스로마이신/[M020096]락토비온산에리스로마이신/[M020099]에리스로마이신에스톨레이트/[M020201]프로피온산에리스로마이신/[M223129]에리트로마이신/[M223130]에리트로마이신스테아르산염/[M223131]에리트로마이신에스톨산염/[M223132]에리트로마이신에틸숙시네이트/[M251863]에리트로마이신락토비온산염/[M256206]에리트로마이신 장용피입자/[M257644]에리트로마이신스티노프레이트","[06110]주로 그람양성균에 작용하는 것/[06140]주로 그람양성균, 리케치아, 비루스에 작용하는 것/[06150]주로 그람양성, 음성균, 리케치아, 비루스에 작용하는 것",20090303,"심실성빈맥(Torsade de pointes)","","정상"
"병용금기","단일",D000429,Moclobemide,"모클로베미드","","[M085249]모클로베미드","[01170]정신신경용제","단일",D000650,Sumatriptan,"수마트립탄","","[M089467]호박산수마트립탄/[M246956]수마트립탄숙신산염","[01140]해열.진통.소염제",20090303,"수마트립탄의 혈장농도 증가","","정상"
"병용금기","단일",D000781,Perphenazine,"페르페나진","","[M091367]페르페나진/[M232514]페르페나진염산염","[01170]정신신경용제","단일",D000560,Epinephrine,"에피네프린","","[M040421]에피네프린/[M040581]중주석산에피네프린/[M094252]주석산에피네프린/[M251244]에피네프린타르타르산염","[02450]부신호르몬제",20090303,"혈압강하효과","","정상"
"병용금기","단일",D000139,"Selegiline Hydrochloride","셀레길린염산염","","[M222864]셀레길린염산염","[01190]기타의 중추신경용약","단일",D000516,Fluoxetine,"플루옥세틴","","[M083718]염산플루옥세틴/[M098986]염산플루옥세틴/[M222903]플루옥세틴염산염","[01170]정신신경용제",20090303,"세로토닌성 증후군 (고혈압, 고열, 경련, 정신상태 변화등)","","정상"
"병용금기","단일",D000027,Simvastatin,"심바스타틴","","[M089710]심바스타틴","[02180]동맥경화용제","단일",D000769,Ketoconazole,"케토코나졸","","[M080618]케토코나졸","[02650]기생성 피부질환용제/[06290]기타의 화학요법제/[06410]항원충제",20090303,"근병증, 횡문근융해의 위험증가","","정상"
"병용금기","단일",D000027,Simvastatin,"심바스타틴","","[M089710]심바스타틴","[02180]동맥경화용제","단일",D000256,Erythromycin,"에리트로마이신","","[M020095]에리스로마이신/[M020096]락토비온산에리스로마이신/[M020099]에리스로마이신에스톨레이트/[M020201]프로피온산에리스로마이신/[M223129]에리트로마이신/[M223130]에리트로마이신스테아르산염/[M223131]에리트로마이신에스톨산염/[M223132]에리트로마이신에틸숙시네이트/[M251863]에리트로마이신락토비온산염/[M256206]에리트로마이신 장용피입자/[M257644]에리트로마이신스티노프레이트","[06110]주로 그람양성균에 작용하는 것/[06140]주로 그람양성균, 리케치아, 비루스에 작용하는 것/[06150]주로 그람양성, 음성균, 리케치아, 비루스에 작용하는 것",20090303,"근병증, 횡문근융해의 위험증가","","정상"
"병용금기","단일",D000027,Simvastatin,"심바스타틴","","[M089710]심바스타틴","[02180]동맥경화용제","단일",D000373,Clarithromycin,"클래리트로마이신","","[M085725]클래리스로마이신/[M087123]클래리스로마이신코팅입자/[M102127]클래리스로마이신제피과립/[M222887]클래리트로마이신/[M223198]클래리트로마이신/[M245961]클래리트로마이신제피과립/[M256483]클래리트로마이신제피과립(42%)","[06180]주로 그람양성, 음성균에 작용하는 것/[06190]기타의 항생물질제제(복합항생물질제제를 포함)",20090303,"근병증, 횡문근융해의 위험증가","","정상"
"병용금기","단일",D000060,Tenoxicam,"테녹시캄","","[M082086]테녹시캄","[01140]해열.진통.소염제","단일",D000716,Methotrexate,"메토트렉세이트","","[M040168]메토트렉세이트","[01140]해열.진통.소염제/[04210]항악성종양제",20090303,"혈액학적 독성","methotrexate(1週에 20mg 이상 투여시)","정상"
"병용금기","단일",D000592,Triazolam,"트리아졸람","","[I005603]트리아졸람/[M088380]트리아졸람","[01120]최면진정제","단일",D000256,Erythromycin,"에리트로마이신","","[M020095]에리스로마이신/[M020096]락토비온산에리스로마이신/[M020099]에리스로마이신에스톨레이트/[M020201]프로피온산에리스로마이신/[M223129]에리트로마이신/[M223130]에리트로마이신스테아르산염/[M223131]에리트로마이신에스톨산염/[M223132]에리트로마이신에틸숙시네이트/[M251863]에리트로마이신락토비온산염/[M256206]에리트로마이신 장용피입자/[M257644]에리트로마이신스티노프레이트","[06110]주로 그람양성균에 작용하는 것/[06140]주로 그람양성균, 리케치아, 비루스에 작용하는 것/[06150]주로 그람양성, 음성균, 리케치아, 비루스에 작용하는 것",20090303,"triazolam 의 약리학적 효과 및 작용증가","","삭제"
"병용금기","단일",D000249,Acetazolamide,"아세타졸아미드","","[M040351]아세타졸아미드","[02130]이뇨제","단일",D000065,Topiramate,"토피라메이트","","[M087104]토피라메이트","[01130]항전간제/[01140]해열.진통.소염제",20090303,"신결석","","정상"
"병용금기","단일",D000274,Ketorolac,"케토롤락","","[M084703]케토롤락트로메타민/[M222885]케토롤락트로메타민염","[01140]해열.진통.소염제/[01310]안과용제","단일",D000739,Aceclofenac,"아세클로페낙","","[M040359]아세클로페낙","[01140]해열.진통.소염제",20090303,"중증의 위장관계 이상반응","","정상"
"병용금기","단일",D000274,Ketorolac,"케토롤락","","[M084703]케토롤락트로메타민/[M222885]케토롤락트로메타민염","[01140]해열.진통.소염제/[01310]안과용제","단일",D000138,Celecoxib,"세레콕시브","","[M089149]세레콕시브","[01140]해열.진통.소염제",20090303,"중증의 위장관계 이상반응","","정상"
"병용금기","단일",D000274,Ketorolac,"케토롤락","","[M084703]케토롤락트로메타민/[M222885]케토롤락트로메타민염","[01140]해열.진통.소염제/[01310]안과용제","단일",D000086,Dexibuprofen,"덱시부프로펜","","[M088349]덱시부프로펜디ㆍ씨/[M092057]덱시부프로펜/[M212364]덱시부프로펜디씨/[M214134]덱시부프로펜 디.씨/[M215523]덱시부프로펜 디.씨./[M240099]덱시부프로펜디.씨/[M254719]덱시부프로펜","[01140]해열.진통.소염제",20090303,"중증의 위장관계 이상반응","","정상"
"병용금기","단일",D000274,Ketorolac,"케토롤락","","[M084703]케토롤락트로메타민/[M222885]케토롤락트로메타민염","[01140]해열.진통.소염제/[01310]안과용제","단일",D000463,Etodolac,"에토돌락","","[M081813]미결정에토돌락/[M083240]에토돌락/[M257127]미분화에토돌락","[01140]해열.진통.소염제",20090303,"중증의 위장관계 이상반응","","정상"
"병용금기","단일",D000455,Atorvastatin,"아토르바스타틴","","[I004369]아토르바스타틴칼슘수화물/[M093499]아토르바스타틴칼슘/[M213543]무수아토르바스타틴칼슘/[M215219]아토르바스타틴칼슘삼수화물/[M218956]아토르바스타틴삼수화물/[M244955]아토르바스타틴 스트론튬/[M247057]아토르바스타틴칼슘염무수물/[M251687]아토르바스타틴칼슘/[M256664]아토르바스타틴칼슘수화물/[M263837]아토르바스타틴","[02180]동맥경화용제","단일",D000762,Itraconazole,"이트라코나졸","","[M083733]이트라코나졸제피과립/[M083734]이트라코나졸/[M092870]이트라코나졸고체분산체/[M201487]이트라코나졸고체분산/[M201624]제피이트라코나졸과립","[06290]기타의 화학요법제",20090303,"근육병증","","정상"
