DUR_SEQ,TYPE_NAME,MIX_TYPE,INGR_CODE,INGR_ENG_NAME,INGR_NAME,MIX_INGR,ORI_INGR,CLASS_NAME,FORM_NAME,NOTIFICATION_DATE,PROHBT_CONTENT,REMARK,DEL_YN,AGE_BASE
491,"특정연령대금기","단일",D000584,Chlorpromazine,"클로르프로마진","","[M040618]염산클로르프로마진/[M223216]클로르프로마진염산염","[01170]정신신경용제","정제",20140109,"추체외로증상 특히 운동장애가 나타나기 쉬움","","정상","1세 미만"
492,"특정연령대금기","단일",D000276,Chlorprothixene,"클로르프로틱센","","[M051534]클로르프로칙센","[01170]정신신경용제","정제",20140109,"- 안전성 및 유효성 미확립
- 페노치아진계 약물을 소아에 투여한 경우 추체외로증상 특히 운동장애가 나타나기 쉬움","","정상","6세 미만"
493,"특정연령대금기","단일",D000142,Ciprofloxacin,"시프로플록사신","","[M082454]염산시프로프록사신/[M091139]시프로플록사신/[M095543]염산시프로플록사신/[M223091]시프로플록사신염산염수화물/[M242850]시프로플록사신염산염","[06290]기타의 화학요법제","정제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제/용액주사제",20140109,"- 안전성 및 유효성 미확립
- 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함","","정상","18세 미만"
494,"특정연령대금기","단일",D000374,Clemastine,"클레마스틴","","[M051505]푸마르산클레마스틴/[M223199]클레마스틴푸마르산염","[01410]항히스타민제","정제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제/용액주사제",20140109,"진정 또는 수면 무호흡증, 경련, 흥분 등 중추신경증상을 일으킬 수 있음","","정상","1세 이하"
495,"특정연령대금기","단일",D000479,"Clobetasol Propionate","클로베타솔 프로피오네이트","","[M051539]프로피온산클로베타솔/[M223224]클로베타솔프로피오네이트","[02690]기타의 외피용약/[02640]진통.진양.수렴.소염제","경구용현탁액제/점이제, 현탁액용산제/현탁액제용주사용용제/직장용현탁액제/일반현탁분무제/정량현탁분무제/이식용현탁액제/점이현탁액제/유제/틴크제/전제/침제/레모네이드제/방향수제/주정제/피부액제/피부리니멘트제/도료/샴푸/경구용액제/질세정액/관류제/점이액제/혈액항응고보존액제/밀폐제용용액제/장기보존용액제/주사/피부단자시험용용액/방광내적용용액/연고/크림",20140109,"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움","","정상","1세 이하"
496,"특정연령대금기","단일",D000025,Cyclopentolate,"시클로펜톨레이트","","[M050612]염산시클로펜톨레이트/[M223084]시클로펜톨레이트염산염","[01310]안과용제","점안용액제/용액용점안분말제/현탁액점안제/안연고제/안겔/점안주사제",20140109,"- 영아, 유아, 경련성 마비 또는 뇌손상이 있는 소아에서 이 약의 감수성 증가가 보고됨
- 신생아에 투여 시 음식섭취 과민증(feeding intolerance)이 뒤따를 수 있으므로 투여 후 4시간 동안 음식섭취 억제 필요","","정상","1세 미만"
497,"특정연령대금기","단일",D000026,Cyproheptadine,"시프로헵타딘","","[M040335]염산시프로헵타딘/[M081195]오로트산시프로헵타딘/[M094432]시프로헵타딘/[M223093]시프로헵타딘염산염수화물/[M254960]시프로헵타딘오로트산염수화물","[01410]항히스타민제","정제",20140109,"안전성 및 유효성 미확립","","정상","2세 이하"
498,"특정연령대금기","단일",D000293,Dactinomycin,"닥티노마이신","","[M085416]닥티노마이신","[06170]주로 악성종양에 작용하는 것","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제",20140109,"영아에 대해 독성이 빈번하게 발생","","정상","1세 미만"
499,"특정연령대금기","단일",D000696,Dexketoprofen,"덱스케토프로펜","","[M213126]덱스케토프로펜트로메타몰","[01140]해열.진통.소염제","정제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제/용액주사제",20140109,"안전성 및 유효성 미확립","","정상","12세 이하"
500,"특정연령대금기","단일",D000090,Diazepam,"디아제팜","","[M040102]디아제팜","[01170]정신신경용제","정제",20140109,"안전성 유효성 미확립","","정상","6개월 이하"
501,"특정연령대금기","단일",D000090,Diazepam,"디아제팜","","[M040102]디아제팜","[01170]정신신경용제","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제",20140109,"(벤질알코올 함유 제품에 한함) 벤질알코올은 조숙아에서 치명적인 가쁜 호흡증상과 연관이 있는 것으로 보고됨","","정상","4주 미만"
503,"특정연령대금기","단일",D000089,Dicyclomine,"디시클로민","","[M101239]염산디싸이클로민/[M222968]디싸이클로민염산염/[M256709]디시클로민염산염/[M258931]디사이클로민염산염","[01240]진경제","정제/캡슐",20140109,"안전성 및 유효성 미확립","","정상","6개월 이하"
502,"특정연령대금기","단일",D000506,Diclofenac,"디클로페낙","","[M050288]디클로페낙나트륨/[M083248]디클로페낙/[M083349]디클로페낙베타디메칠아미노에탄올/[M084600]디클로페낙칼륨/[M086205]디클로페낙디에칠암모늄/[M102665]디클로페낙에폴아민/[M230206]디클로페낙 β-디메칠아미노에탄올/[M249599]디클로페낙디에틸암모늄/[M251996]디클로페낙베타디메틸아미노에탄올/[M252249]디클로페낙β-디메틸아미노에탄올/[M255472]디클로페낙디에틸아민염/[M256203]디클로페낙디에틸아민","[01140]해열.진통.소염제","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제",20140109,"벤질알코올은 조숙아에서 치명적인 가쁜 호흡증상과 연관이 있는 것으로 보고됨","","정상","4주 미만"
504,"특정연령대금기","단일",D000505,Diethylpropion,"디에틸프로피온","","[M215226]염산디에칠프로피온/[M230781]디에틸프로피온염산염","[01230]자율신경제","정제",20140109,"안전성 및 유효성 미확립","","정상","16세 이하"
505,"특정연령대금기","단일",D000182,Tigecycline,"타이제사이클린","","[M215175]타이제사이클린","[06180]주로 그람양성, 음성균에 작용하는 것","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제",20140109,"치아발달기의 환자(임신 후반기, 영아 및 8세 이하의 소아)에게 이 약을 사용할 경우 영구적인 치아 변색을 유발할 수 있음","","정상","8세 이하"
506,"특정연령대금기","단일",D000805,Timonacic,"티모나식","","[M051587]티모나식","[03910]간장질환용제","정제/캡슐",20140109,_,"","정상","12세 미만"
507,"특정연령대금기","단일",D000065,Topiramate,"토피라메이트","","[M087104]토피라메이트","[01130]항전간제","정제/캡슐",20140109,"안전성 및 유효성 미확립","","정상","2세 미만"
508,"특정연령대금기","단일",D000806,Trometamol,"트로메타몰","","[I006713]티아프로펜산트로메타몰/[M082380]트로메타몰티아프로페닌산/[M092522]트로메타몰티아프로페닌산","[01140]해열.진통.소염제","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제",20140109,_,"","정상","2세 이하"
509,"특정연령대금기","단일",D000569,Udenafil,"유데나필","","[M102602]유데나필","[02590]기타의 비뇨생식기관 및 항문용약","정제",20140109,_,"","정상","18세 이하"
510,"특정연령대금기","단일",D000434,Vardenafil,"바데나필","","[M252262]바데나필염산염(미분화)","[02590]기타의 비뇨생식기관 및 항문용약","정제",20140109,_,"","정상","18세 미만"
511,"특정연령대금기","단일",D000638,Venlafaxine,"벤라팍신","","[M088219]염산벤라팍신/[M091246]염산벤라팍신서방성과립/[M207949]염산벤라팍신펠렛/[M241528]벤라팍신염산염/[M241640]벤라팍신염산염서방성과립/[M241643]벤라팍신염산염서방과립/[M242800]벤라팍신염산염펠렛","[01170]정신신경용제","정제/캡슐",20140109,"- 안전성 및 유효성 미확립
- 소아 임상 시험에서 자살생각(suicidal ideation)의 이상반응이 관찰됨. 적개심 및 특히 주요 우울 장애의 경우, 자해(self-harm)의 보고 증가","","정상","18세 미만"
512,"특정연령대금기","단일",D000271,"Zolpidem tartrate","졸피뎀타르타르산염","","[M088392]주석산졸피뎀/[M222883]졸피뎀타르타르산/[M239566]졸피뎀타르타르산염/[M261178]졸피뎀타르타르산염","[01120]최면진정제","정제",20140109,"- 안전성 및 유효성 미확립
- 현기증, 두통, 환각을 포함한 정신 신경계 이상반응이 위약군에 비해 흔하게 나타남","","정상","18세 미만"
513,"특정연령대금기","단일",D000598,"6Beta-Iodomethyl-19-Norcholest-5(10)-en-3Beta-ol (131I)","6베타-요오도메틸-19-노르코레스트-5(10)-엔-3베타-올(131I)","","[M093573]6β-요오드메칠-19-노르-코레스트-5(10)-엔3β-올(131 I)","[04310]방사성 의약품","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제",20140109,"- 안전성 및 유효성 미확립
- 18세 미만의 환자에는 성선(性腺), 특히 난소에의 피폭이 많으므로 투여하지 않는 것이 원칙임","","정상","18세 미만"
514,"특정연령대금기","단일",D000534,Balofloxacin,"발로플록사신","","[M081620]발로플록사신","[06290]기타의 화학요법제","정제",20141104,"- 안전성 및 유효성 미확립
- 다른 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뼈연골증을 유발함","","정상","18세 미만"
515,"특정연령대금기","단일",D000430,Moxifloxacin,"목시플록사신","","[M090822]염산목시플록사신/[M247915]목시플록사신염산염/[M247929]목시플록사신","[06290]기타의 화학요법제","정제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제/용액주사제",20141104,"안전성 및 유효성 미확립","","정상","18세 미만"
516,"특정연령대금기","단일",D000589,Tosufloxacine,"토수플록사신","","[M085017]토실산토수플록사신/[M252750]토수플록사신토실산염수화물","[06290]기타의 화학요법제","정제",20141104,"안전성 및 유효성 미확립","","정상","18세 미만"
517,"특정연령대금기","단일",D000177,Codeine,"코데인","","[M206948]인산코데인/[M223188]코데인인산염수화물","[08110]아편알카로이드계 제제","정제",20141104,"코데인이 모르핀으로 대사되는 과정이 다양하고 예측 불가능하여 모르핀으로 인한 독성이 나타날 위험이 있음","","정상","12세 이하"
518,"특정연령대금기","복합",D000177,Codeine,"코데인","[D000147]Acetaminophen(아세트아미노펜)","[M206948]인산코데인/[M223188]코데인인산염수화물/[M040353]아세트아미노펜/[M082309]아세트아미노펜제피세립/[M233006]아세트아미노펜 DC 500/600/[M246556]아세트아미노펜 (미분화)/[M262287]아세트아미노펜 과립","[08110]아편알카로이드계 제제","정제",20141104,"코데인이 모르핀으로 대사되는 과정이 다양하고 예측 불가능하여 모르핀으로 인한 독성이 나타날 위험이 있음","","정상","12세 이하"
519,"특정연령대금기","복합",D000177,Codeine,"코데인","[D000147]Acetaminophen(아세트아미노펜)/[D000363]Ibuprofen(이부프로펜)","[M206948]인산코데인/[M223188]코데인인산염수화물/[M040353]아세트아미노펜/[M082309]아세트아미노펜제피세립/[M233006]아세트아미노펜 DC 500/600/[M246556]아세트아미노펜 (미분화)/[M262287]아세트아미노펜 과립/[M051259]이부프로펜/[M071015]이부프로펜리신/[M086772]이부프로펜제피세립/[M209277]이부프로펜아르기닌/[M246943]이부프로펜나트륨이수화물","[08110]아편알카로이드계 제제","캡슐",20141104,"코데인이 모르핀으로 대사되는 과정이 다양하고 예측 불가능하여 모르핀으로 인한 독성이 나타날 위험이 있음","","정상","12세 이하"
520,"특정연령대금기","단일",D000489,Thiocolchicoside,"티오콜키코시드","","[M095614]치오콜치코시드/[M251172]티오콜키코시드","[01220]골격근이완제","캡슐/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제/용액주사제",20141104,"염색체 이수성(염색체 수 또는 배열이상) 초래 가능성 보고(식약처 안전성서한2013-11-27)","","정상","16세 미만"
521,"특정연령대금기","복합",D000489,Thiocolchicoside,"티오콜키코시드","[D000232]Aescin(에스신)","[M095614]치오콜치코시드/[M251172]티오콜키코시드/[M080565]무정형에스신","[01220]골격근이완제","정제",20141104,"염색체 이수성(염색체 수 또는 배열이상) 초래 가능성 보고(식약처 안전성서한2013-11-27)","","정상","16세 미만"
522,"특정연령대금기","단일",D000737,Avanafil,"아바나필","","[M252563]아바나필","[02590]기타의 비뇨생식기관 및 항문용약","정제",20150423,_,"","정상","18세 이하"
523,"특정연령대금기","단일",D000395,Darunavir,"다루나비르","","[M258751]다루나비르에탄올레이트","[06290]기타의 화학요법제","정제",20150423,"안전성 및 유효성 미확립","","정상","3세 미만"
524,"특정연령대금기","복합",D000576,"Sodium dihydrogen Phosphate","인산이수소나트륨","[D000764]Sodium Phosphate Dibasic Dihydrate(인산일수소나트륨)","[M051286]인산이수소나트륨/[M083252]인산이수소나트륨일수화물/[M232835]인산이수소나트륨수화물/[M040513]인산일수소나트륨/[M089733]인산수소나트륨칠수화물/[M228832]인산수소나트륨무수물/[M249575]인산일수소나트륨수화물","[02380]하제, 완장제","관장제",20150423,"신장 및 심장에 심각한 손상 가능성 보고(FDA 안전성 정보 (FDA Drug Safety Communication)(‘14.1.8) )","","정상","3세 미만"
525,"특정연령대금기","복합",D000764,"Sodium Phosphate Dibasic Dihydrate","인산일수소나트륨","[D000576]Sodium dihydrogen Phosphate(인산이수소나트륨)","[M040513]인산일수소나트륨/[M089733]인산수소나트륨칠수화물/[M228832]인산수소나트륨무수물/[M249575]인산일수소나트륨수화물/[M051286]인산이수소나트륨/[M083252]인산이수소나트륨일수화물/[M232835]인산이수소나트륨수화물","[02380]하제, 완장제/[07210]X선조영제","경구용현탁액제/점이제, 현탁액용산제/현탁액제용주사용용제/직장용현탁액제/일반현탁분무제/정량현탁분무제/이식용현탁액제/점이현탁액제/유제/틴크제/전제/침제/레모네이드제/방향수제/주정제/피부액제/피부리니멘트제/도료/샴푸/경구용액제/질세정액/관류제/점이액제/혈액항응고보존액제/밀폐제용용액제/장기보존용액제/주사/피부단자시험용용액/방광내적용용액",20150423,"신장 및 심장에 심각한 손상 가능성 보고(FDA 안전성 정보 (FDA Drug Safety Communication)(‘14.1.8) )","","정상","5세 이하"
526,"특정연령대금기","단일",D000558,Efavirenz,"에파비렌즈","","[M088675]에파비렌즈","[06290]기타의 화학요법제","정제",20150423,"- 안전성 및 유효성 미확립
- 소아에서 성인에 비해 발진(Grade 3 또는 4 포함)이 더 높은 빈도로 보고됨","","정상","3개월 미만"
527,"특정연령대금기","단일",D000490,Pazopanib,"파조파닙","","[M250589]파조파닙염산염","[04210]항악성종양제","정제",20150423,"- 안전성 및 유효성 미확립
- 생후 초기 발달 동안 기관 성장 및 성숙에 중대한 영향을 미침","","정상","2세 미만"
528,"특정연령대금기","단일",D000808,Pazufloxacin,"파주플록사신","","[M247526]파주플록사신메실산염","[06290]기타의 화학요법제","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제",20150423,"- 안전성 및 유효성 미확립
- 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뼈연골증을 유발함","","정상","18세 이하"
529,"특정연령대금기","단일",D000663,"Live, attenuated, Yellow Fever virus 17D","약독 황열 생바이러스 17D(AB237주)","","[M252482]약독 황열 생바이러스 17D(AB237주)","[06310]백신류","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제",20150423,_,"","정상","6개월 미만"
530,"특정연령대금기","단일",D000564,Xylometazoline,"키실로메타졸린","","[M051554]염산키실로메타졸린","[01320]이비과용제","일반액상분무제/정량액상분무제/일반분말분무제/정량분말분무제",20221215,_,"","정상","12세 미만"
531,"특정연령대금기","단일",D000564,Xylometazoline,"키실로메타졸린","","[M051554]염산키실로메타졸린","[01320]이비과용제","일반액상분무제/정량액상분무제/일반분말분무제/정량분말분무제",20151130,_,"","정상","2세 미만"
535,"특정연령대금기","단일",D000092,Dihydrocodeine,"디히드로코데인","","[M051341]주석산수소디히드로코데인/[M247988]디히드로코데인주석산염/[M249060]디히드로코데인타르타르산염/[M261072]디히드로코데인타르타르산염","[08110]아편알카로이드계 제제","정제",20140109,"코데인이 모르핀으로 대사되는 과정이 다양하고 예측불가능하여 모르핀으로 인한 독성이 나타날 위험이 있음","","정상","12세 이하"
536,"특정연령대금기","단일",D000319,Dolasetron,"돌라세트론","","[M102047]메실산돌라세트론","[02350]최토제, 진토제","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제",20140109,"소아 및 청소년에게 이 약을 투여 시 급격한 심전도 변화가 흔하게 나타나고, QTc 간격의 급격한 변화가 성인보다 소아에서 더 크게 나타남","","정상","18세 이하"
537,"특정연령대금기","단일",D000088,Doxazosin,"독사조신","","[M083467]메실산독사조신/[M252421]독사조신메실산염","[02140]혈압강하제","나정",20140109,"안전성 및 유효성 미확립","","정상","12세 이하"
538,"특정연령대금기","단일",D000503,Doxycycline,"독시사이클린","","[M020026]독시사이클린/[M020027]독시사이클린하이클레이트/[M084576]독시사이클린/[M222836]독시사이클린수화물/[M222960]독시사이클린하이클레이트수화물","[06150]주로 그람양성, 음성균, 리케치아, 비루스에 작용하는 것/[02310]치과구강용약","정제/캡슐",20140109,"소아 등 (특히 치아 형성기인 12세 미만의 소아)에 투여 시, 치아의 착색？법랑질 형성 부전, 또는 일과성 골발육 부전을 일으킬 수 있음","다만, 다른 약을 사용할 수 없거나 효과가 없는 경우에만 8세 이상 신중투여","정상","12세 미만"
539,"특정연령대금기","단일",D000296,Doxylamine,"독시라민","","[M226319]독시라민석시네이트/[M250452]독시라민숙신산염","[01120]최면진정제","정제/산제",20140109,"소아에 항히스타민제 투여 시 paradoxical excitation 유발 가능","","정상","15세 이하"
540,"특정연령대금기","단일",D000610,Dutasteride,"두타스테리드","","[M102694]두타스테리드","[02590]기타의 비뇨생식기관 및 항문용약","캡슐/정제",20140109,"안전성 및 유효성 미확립","","정상","18세 미만"
541,"특정연령대금기","단일",D000347,Enoxacin,"에녹사신","","[M081589]에녹사신/[M223120]에녹사신수화물","[06290]기타의 화학요법제","정제",20140109,"- 안전성 및 유효성 미확립
- 몇몇 동물종의 동물실험결과 관절이상이 보고됨","","정상","18세 이하"
542,"특정연령대금기","단일",D000612,Etidronate,"에티드로네이트","","[M082306]디소디움에티드로네이트","[03990]따로 분류되지 않는 대사성 의약품","정제",20140109,"- 안전성 및 유효성 미확립
- 소아에 투여 시 골 성장에 영향을 미칠 가능성이 있고 장기 투여에 의해 구루병양 증상이 일어난다는 보고가 있음","","정상","12세 미만"
543,"특정연령대금기","단일",D000557,Etomidate,"에토미데이트","","[M088929]에토미데이트","[01110]전신마취제","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제",20140109,_,"","정상","2세 미만"
544,"특정연령대금기","단일",D000097,Fentanyl,"펜타닐","","[M210478]구연산펜타닐/[M223286]펜타닐시트르산염/[M230151]펜타닐/[M259588]펜타닐시트르산염(미분화)/[M261073]펜타닐","[08210]합성마약","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제",20140109,"- 안전성 및 유효성 미확립
- 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨","","정상","2세 미만"
545,"특정연령대금기","단일",D000492,Ferumoxides,"페럼옥시드","","[M090247]페럼옥시드","[07210]X선조영제","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제",20140109,"안전성 및 유효성 미확립","","정상","18세 미만"
546,"특정연령대금기","단일",D000106,Flurazepam,"플루라제팜","","[M223321]플루라제팜염산염","[01120]최면진정제","정제",20140109,"안전성 및 유효성 미확립","","정상","15세 이하"
547,"특정연령대금기","단일",D000707,Fluticasone,"플루티카손","","[M070463]프로피온산플루티카손/[M222904]플루티카손프로피오네이트/[M233016]미분화플루티카손푸로에이트/[M241930]플루티카손프로피오네이트(미분화)/[M243509]플루티카손프로피오네이트(미분화)/[M259812]플루티카손푸로에이트(미분화)","[02640]진통.진양.수렴.소염제","크림",20140109,"- 안전성 및 유효성 미확립
- 소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애 등이 나타나기 쉬우며, 치료 중 또는 치료중단 후 부신부전이 나타날 위험이 높음","","정상","3개월 미만"
548,"특정연령대금기","단일",D000170,Gemifloxacin,"제미플록사신","","[A005170]제미플록사신","[06290]기타의 화학요법제","정제/용액용동결건조분말주사제",20140109,"- 안전성 및 유효성 미확립
- 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뼈연골증을 유발","","정상","18세 이하"
549,"특정연령대금기","단일",D000415,Hydroxocobalamin,"히드록소코발라민","","[M223357]히드록소코발라민아세트산염","[01140]해열.진통.소염제","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제",20140109,"벤질알코올은 조숙아에서 치명적인 가쁜 호흡증상과 연관이 있는 것으로 보고됨","","정상","4주 미만"
550,"특정연령대금기","단일",D000668,"Ibandronic acid","이반드론산","","[M102556]이반드론산나트륨일수화물/[M256854]이반드론산나트륨수화물","[03990]따로 분류되지 않는 대사성 의약품","정제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제/용액주사제",20140109,"안전성 및 유효성 미확립","","정상","18세 이하"
551,"특정연령대금기","단일",D000573,Isopropylantipyrine,"이소프로필안티피린","","[M040499]이소프로필안티피린","[01140]해열.진통.소염제","정제",20140109,"이소프로필안티피린 함유제제(단일제, 복합제)","","정상","15세 미만"
552,"특정연령대금기","단일",D000672,Ketoprofen,"케토프로펜","","[M051464]케토프로펜/[M081361]케토프로펜리신","[02310]치과구강용약","경구용현탁액제/점이제, 현탁액용산제/현탁액제용주사용용제/직장용현탁액제/일반현탁분무제/정량현탁분무제/이식용현탁액제/점이현탁액제/유제/틴크제/전제/침제/레모네이드제/방향수제/주정제/피부액제/피부리니멘트제/도료/샴푸/경구용액제/질세정액/관류제/점이액제/혈액항응고보존액제/밀폐제용용액제/장기보존용액제/주사/피부단자시험용용액/방광내적용용액/가글제",20140109,"안전성 및 유효성 미확립","","정상","6세 미만"
553,"특정연령대금기","단일",D000672,Ketoprofen,"케토프로펜","","[M051464]케토프로펜/[M081361]케토프로펜리신","[02640]진통.진양.수렴.소염제","경피흡수제/서방성경피흡수제/지지체가있는첩부제/지지체가없는첩부제/카타플라스마제/전류조절형서방성경피흡수제/연고/겔",20140109,_,"","정상","15세 미만"
554,"특정연령대금기","단일",D000672,Ketoprofen,"케토프로펜","","[M051464]케토프로펜/[M081361]케토프로펜리신","[01140]해열.진통.소염제","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제",20140109,"- 안전성 및 유효성 미확립
- 벤질알코올은 조숙아에서 치명적인 가쁜 호흡증상과 연관이 있는 것으로 보고됨","","정상","4주 미만"
555,"특정연령대금기","단일",D000274,Ketorolac,"케토롤락","","[M084703]케토롤락트로메타민/[M222885]케토롤락트로메타민염","[01140]해열.진통.소염제","정제",20140109,"안전성 및 유효성 미확립","","정상","16세 이하"
556,"특정연령대금기","단일",D000274,Ketorolac,"케토롤락","","[M084703]케토롤락트로메타민/[M222885]케토롤락트로메타민염","[01140]해열.진통.소염제","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제",20140109,"안전성 및 유효성 미확립","","정상","2세 미만"
557,"특정연령대금기","복합",D000302,Levodopa,"레보도파","[D000563]Benserazide(벤세라지드)","[M040122]레보도파/[A005563]벤세라지드","[01190]기타의 중추신경용약","정제/캡슐",20140109,"- 안전성 및 유효성 미확립
- 동물실험에서 벤세라지드에 의해 골격기형이 나타남","","정상","25세 미만"
558,"특정연령대금기","단일",D000793,Levofloxacin,"레보플록사신","","[M085584]레보플록사신/[M088567]레보플록사신수화물/[M251128]레보플록사신수화물","[06290]기타의 화학요법제","정제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제/용액주사제",20140109,"- 안전성 및 유효성 미확립
- 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뼈연골증을 유발","","정상","18세 이하"
559,"특정연령대금기","복합",D000709,Lidocaine,"리도카인","[D000622]Prilocaine(프릴로카인)","[M040131]리도카인/[M050364]염산리도카인/[M203064]리도카인염산염일수화물/[M222842]리도카인염산염수화물/[M241764]리도카인염산염/[M087237]프릴로카인","[01210]국소마취제","크림/겔",20140109,"- 흡수에 대한 자료가 불완전하므로 소아의 생식기 점막에는 적용하지 말 것
- 메트헤모글로빈의 일시적 증가 보고","","정상","3개월 이하"
