TYPE_NAME,MIX_TYPE,INGR_CODE,INGR_ENG_NAME,INGR_NAME,MIX_INGR,FORM_NAME,ITEM_SEQ,ITEM_NAME,ITEM_PERMIT_DATE,ENTP_NAME,CHART,CLASS_CODE,CLASS_NAME,ETC_OTC_NAME,MAIN_INGR,NOTIFICATION_DATE,PROHBT_CONTENT,REMARK,INGR_ENG_NAME_FULL,CHANGE_DATE
"용량주의","단일",D000709,Lidocaine,"리도카인","","피부크림제",201901375,"타카인크림10.56%(리도카인)(수출용)",20190307,"(주)시어스제약","흰색 내지 미황색의 크림제",01210,"국소마취제","일반의약품","[M040131]리도카인",20221028,"크림제(4%) 리도카인 해당 제형으로 25g","","Lidocaine(리도카인)",""
"용량주의","단일",D000709,Lidocaine,"리도카인","","피부크림제",201902587,"리도케인크림(리도카인)",20190425,"(주)아이월드제약","흰색~엷은 황색의 크림제",01210,"국소마취제","일반의약품","[M040131]리도카인",20221028,"크림제(4%) 리도카인 해당 제형으로 25g","","Lidocaine(리도카인)",""
"용량주의","단일",D000709,Lidocaine,"리도카인","","피부크림제",201903218,"에스엠리도크림10.56%(리도카인)(수출용)",20190517,"오스틴제약(주)","흰색 내지 미황색의 크림제",01210,"국소마취제","일반의약품","[M040131]리도카인",20221028,"크림제(4%) 리도카인 해당 제형으로 25g","","Lidocaine(리도카인)",""
"용량주의","단일",D000709,Lidocaine,"리도카인","","피부크림제",201905372,"비카인크림(리도카인)",20190730,"알파제약(주)","흰색-미황색의 크림제",01210,"국소마취제","일반의약품","[M040131]리도카인",20221028,"크림제(4%) 리도카인 해당 제형으로 25g","","Lidocaine(리도카인)",""
"용량주의","단일",D000709,Lidocaine,"리도카인","","피부크림제",202004912,"에이엠카인크림10.56%(리도카인)(수출용)",20200707,"(주)시어스제약","흰색 내지 미황색의 크림제",01210,"국소마취제","일반의약품","[M040131]리도카인",20221028,"크림제(4%) 리도카인 해당 제형으로 25g","","Lidocaine(리도카인)",""
"용량주의","단일",D000709,Lidocaine,"리도카인","","피부크림제",202103772,"리드프로스트크림5%(리도카인)(수출용)",20210511,"오스틴제약(주)","흰색 내지 미황색의 크림제",01210,"국소마취제","일반의약품","[M040131]리도카인",20221028,"크림제(4%) 리도카인 해당 제형으로 25g","","Lidocaine(리도카인)",""
"용량주의","단일",D000709,Lidocaine,"리도카인","","피부크림제",202300991,"알리코리도카인크림10.56%(리도카인)(수출용)",20230321,"알리코제약(주)","흰색 내지 엷은 황색의 크림제",01210,"국소마취제","일반의약품","[M040131]리도카인",20221028,"크림제(4%) 리도카인 해당 제형으로 25g","","Lidocaine(리도카인)",""
"용량주의","단일",D000709,Lidocaine,"리도카인","","피부용겔제",201308592,"사노바겔(리도카인)",20130731,"명문제약(주)","무색투명의 전질균등한 겔제",01210,"국소마취제","일반의약품","[M040131]리도카인",20221028,"구강용겔제(5%) 리도카인 해당 제형으로 4g","","Lidocaine(리도카인)",""
"용량주의","단일",D000709,Lidocaine,"리도카인","","피부용겔제",201605134,"베라카인겔10.56%(리도카인)(수출용)",20160826,"(주)퍼슨","바나나향이 있는 무색 또는 미백색의 투명한 겔제",01210,"국소마취제","일반의약품","[M040131]리도카인",20221028,"구강용겔제(5%) 리도카인 해당 제형으로 4g","","Lidocaine(리도카인)",""
"용량주의","단일",D000709,Lidocaine,"리도카인","","피부용겔제",201803752,"아케인겔(리도카인)(수출용)",20180917,"시믹씨엠오코리아주식회사","흰색 또는 연한 노란색의 겔제",01210,"국소마취제","일반의약품","[M040131]리도카인",20221028,"구강용겔제(5%) 리도카인 해당 제형으로 4g","","Lidocaine(리도카인)",""
"용량주의","단일",D000709,Lidocaine,"리도카인","","피부용겔제",202004278,"시어스테그프리미움겔9.6%(리도카인)",20200608,"(주)시어스제약","무색투명한 전질균등한 겔제",01210,"국소마취제","일반의약품","[M040131]리도카인",20221028,"구강용겔제(5%) 리도카인 해당 제형으로 4g","","Lidocaine(리도카인)",""
"용량주의","단일",D000709,Lidocaine,"리도카인","","피부용겔제",202303303,"제이카인겔10.56%(리도카인)(수출용)",20231207,"(주)비보존제약","무색의 투명한 수용성 겔제",01210,"국소마취제","일반의약품","[M040131]리도카인",20221028,"구강용겔제(5%) 리도카인 해당 제형으로 4g","","Lidocaine(리도카인)",""
"용량주의","단일",D001649,"latanoprostene bunod","라타노프로스틴부노드","","점안용액제",202101149,"비줄타점안액0.024%(라타노프로스틴부노드)",20210205,"(주)바슈헬스코리아","(2.5mL) 맑은 무색-옅은 노란색 용액이 흰색 플라스틱 용기에 든 점안제(5mL) 맑은 무색-옅은 노란색 용액이 반투명 플라스틱 용기에 든 점안제",01310,"안과용제","전문의약품","[M280415]라타노프로스틴부노드",20230531,"","","latanoprostene bunod(라타노프로스틴부노드)",""
"용량주의","단일",D001743,Finerenone,"피네레논","","필름코팅정",202201902,"케렌디아정20밀리그램(피네레논)",20220510,"바이엘코리아(주)","연한 노란색의 장타원형 필름코팅정",02190,"기타의 순환계용약","전문의약품","[M282670]피네레논",20240501,"","","Finerenone(피네레논)",""
"용량주의","단일",D001743,"Finerenone Micronized","피네레논(미분화)","","필름코팅정",202201903,"케렌디아정10밀리그램(피네레논)",20220510,"바이엘코리아(주)","분홍색의 장타원형 필름코팅정",02190,"기타의 순환계용약","전문의약품","[M282671]피네레논(미분화)",20240501,"","","Finerenone Micronized(피네레논(미분화))",""
"용량주의","단일",D001743,"Finerenone Micronized","피네레논(미분화)","","필름코팅정",202601915,"케렌디아정40밀리그램(피네레논)",20260630,"바이엘코리아(주)","윗면에는 '40', 아랫면에는 'FI' 가 표시된 회 주황색의 장타원형 필름코팅정",02190,"기타의 순환계용약","전문의약품","[M282671]피네레논(미분화)",20240501,"","","Finerenone Micronized(피네레논(미분화))",""
"용량주의","단일",D001744,"Enarodustat Micronized","에나로두스타트(미분화)","","필름코팅정",202204160,"에나로이정1밀리그램(에나로두스타트)",20221117,"제이더블유중외제약(주)","흰색의 원형 필름코팅정",03390,"기타의 혈액 및 체액용약","전문의약품","[M283305]에나로두스타트(미분화)",20240501,"","","Enarodustat Micronized(에나로두스타트(미분화))",""
