DUR_SEQ,TYPE_NAME,MIX_TYPE,INGR_CODE,INGR_ENG_NAME,INGR_NAME,MIX_INGR,ORI_INGR,CLASS_NAME,FORM_NAME,MAX_QTY,NOTIFICATION_DATE,PROHBT_CONTENT,REMARK,DEL_YN
636,"용량주의","단일",D000592,Triazolam,"트리아졸람","","[I005603]트리아졸람/[M088380]트리아졸람","[01120]최면진정제","정제","0.25밀리그램",20130703,"","","정상"
809,"용량주의","단일",D000456,Alacepril,"알라세프릴","","[M091774]알라세프릴","[02140]혈압강하제","정제","알라세프릴 100밀리그램",20130703,"","","정상"
812,"용량주의","단일",D000176,Captopril,"캅토프릴","","[M081550]캅토프릴","[02140]혈압강하제","정제","400밀리그램",20130703,"","","정상"
1734,"용량주의","복합",D000176,Captopril,"캅토프릴","[D000414]Hydrochlorothiazide(히드로클로로티아지드)","[M081550]캅토프릴/[M080768]히드로클로르치아지드/[M089923]히드로클로로치아짓/[M097694]히드로클로로치아지드/[M223356]히드로클로로티아지드","[02140]혈압강하제","정제","100밀리그램",20130703,"캅토프릴 100mg/히드로클로로티아지드 50mg","","정상"
1735,"용량주의","단일",D000796,Fosinopril,"포시노프릴","","[M085058]포시노프릴나트륨","[02140]혈압강하제","정제","40밀리그램",20130703,"","","정상"
1736,"용량주의","단일",D000529,Mexazolam,"멕사졸람","","[M220309]멕사졸람","[01170]정신신경용제","정제","(고령자)멕사졸람 1.5밀리그램",20130703,"(고령자) 멜록시캄 1.5mg","","정상"
1737,"용량주의","단일",D000784,Nalbuphine,"날부핀","","[M082036]염산날부핀/[M257272]날부핀염산염","[01140]해열.진통.소염제","용액주사제","날부핀염산염 160밀리그램",20130703,"","","정상"
1738,"용량주의","단일",D000794,Pentazocine,"펜타조신","","[M051738]펜타조신/[M093557]염산펜타조신","[01140]해열.진통.소염제","정제/용액주사제","360밀리그램",20130703,"","","정상"
1739,"용량주의","단일",D000398,Ramipril,"라미프릴","","[M083172]라미프릴/[M255729]히드록시프로필메틸셀룰로오스로제피한라미프릴과립","[02140]혈압강하제","정제/캡슐","라미프릴 10밀리그램",20130703,"","","정상"
1740,"용량주의","단일",D000152,Amlodipine,"암로디핀","","[M083437]베실산암로디핀/[M100608]말레인산암로디핀/[M100610]캄실산암로디핀/[M101934]암로디핀/[M102166]메실산암로디핀일수화물/[M102534]암로디핀오로트산염/[M222875]암로디핀베실산염/[M246033]암로디핀캄실산염/[M250821]암로디핀아디핀산염/[M250983]암로디핀말레산염/[M251079]암로디핀니코틴산염/[M254832]암로디핀메실산염일수화물/[M257408]암로디핀아디프산염","[02140]혈압강하제","정제/캡슐","암로디핀 10밀리그램",20131128,"","","정상"
1741,"용량주의","단일",D000220,Losartan,"로사르탄","","[M086307]로자탄칼륨/[M201944]포타슘로사탄/[M248335]로자탄칼륨/[M249673]로사르탄칼륨/[M255575]로사르탄칼륨(로자탄으로서 45.8mg)/[M257973]로사르탄칼슘/[M259810]로자르탄칼륨/[M260076]로사르탄칼륨(로사르탄으로서45.8mg)","[02140]혈압강하제","정제","로사르탄칼륨 100밀리그램",20131128,"","","정상"
1742,"용량주의","단일",D000358,"Olmesartan Medoxomil","올메사르탄메독소밀","","[I002674]올메사르탄메독소밀/[M102509]올메사탄메독소밀/[M257074]올메사르탄메독소밀","[02140]혈압강하제","정제","올메사르탄메독소밀 40밀리그램",20131128,"","","정상"
1743,"용량주의","단일",D000540,Buspirone,"부스피론","","[M081980]염산부스피론/[M222852]부스피론염산염","[01170]정신신경용제","정제","부스피론염산염 60밀리그램",20131128,"","","정상"
1744,"용량주의","단일",D000427,Meloxicam,"멜록시캄","","[M086439]멜록시캄","[01140]해열.진통.소염제","정제/캡슐/구강붕해정","멜록시캄 15밀리그램",20131128,"","","정상"
1745,"용량주의","단일",D000621,Pranlukast,"프란루카스트","","[M087212]프란루카스트수화물","[01490]기타의 알레르기용약","정제/캡슐/용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제/액상시럽제/건조시럽용 과립제","450밀리그램",20131128,"","","정상"
1746,"용량주의","단일",D000086,Dexibuprofen,"덱시부프로펜","","[M088349]덱시부프로펜디ㆍ씨/[M092057]덱시부프로펜/[M212364]덱시부프로펜디씨/[M214134]덱시부프로펜 디.씨/[M215523]덱시부프로펜 디.씨./[M240099]덱시부프로펜디.씨/[M254719]덱시부프로펜","[01140]해열.진통.소염제","정제/캡슐","덱시부프로펜 1,200밀리그램",20131227,"","","정상"
1747,"용량주의","단일",D000363,Ibuprofen,"이부프로펜","","[M051259]이부프로펜/[M071015]이부프로펜리신/[M086772]이부프로펜제피세립/[M209277]이부프로펜아르기닌/[M246943]이부프로펜나트륨이수화물","[01140]해열.진통.소염제","정제/캡슐/용액주사제/액상시럽제/서방정/서방성필름코팅정","이부프로펜 3,200밀리그램",20131227,"","","정상"
1748,"용량주의","단일",D000714,Mazindol,"마진돌","","[M092419]마진돌","[01230]자율신경제","정제","마진돌 1.5밀리그램",20131227,"","","정상"
1749,"용량주의","단일",D000701,"Phendimetrazine tartrate","펜디메트라진타르타르산염","","[M088437]주석산펜디메트라진/[M214394]주석산펜디메트라진/[M230784]펜디메트라진타르타르산염","[01230]자율신경제","정제","210밀리그램",20131227,"","","정상"
1750,"용량주의","단일",D000178,Quazepam,"쿠아제팜","","[M102600]쿠아제팜","[01120]최면진정제","정제","30밀리그램",20131227,"","","정상"
1751,"용량주의","단일",D000062,Temocapril,"테모카프릴","","[M252702]테모카프릴염산염","[02140]혈압강하제","정제","4밀리그램",20131227,"","","정상"
1752,"용량주의","단일",D000526,Lidamidine,"리다미딘","","[M257561]리다미딘염산염","[02390]기타의 소화기관용약","캡슐","리다미딘염산염 20밀리그램",20131227,"","","정상"
1753,"용량주의","단일",D000259,Amiodarone,"아미오다론","","[A005259]아미오다론","[02120]부정맥용제","용액주사제","아미오다론염산염 1,200밀리그램",20141024,"","","정상"
1754,"용량주의","단일",D000212,"Flecainide Acetate","플레카이니드아세테이트","","[M201704]초산플레카이니드/[M239215]플레카이니드아세테이트/[M257171]플레카이니드아세트산염","[02120]부정맥용제","정제","400밀리그램",20141024,"","","정상"
1755,"용량주의","단일",D000212,"Flecainide Acetate","플레카이니드아세테이트","","[M201704]초산플레카이니드/[M239215]플레카이니드아세테이트/[M257171]플레카이니드아세트산염","[02120]부정맥용제","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제","600밀리그램",20141024,"","","정상"
1756,"용량주의","단일",D000829,Triamterene,"트리암테렌","","[M040663]트리암테렌","[02130]이뇨제","정제","300밀리그램",20141024,"","","정상"
1757,"용량주의","단일",D000454,Atenolol,"아테놀롤","","[M080475]아테놀올/[M201140]아테놀롤","[02140]혈압강하제","정제","아테놀롤 100밀리그램",20141024,"","","정상"
1758,"용량주의","단일",D000436,Betaxolol,"베탁솔롤","","[M081704]염산베탁솔롤/[M222850]베탁솔롤염산염/[M230045]베탁소롤염산염","[02140]혈압강하제","정제","베탁솔롤염산염 20밀리그램",20141024,"","","정상"
1759,"용량주의","단일",D000370,Carvedilol,"카르베딜롤","","[M085731]카르베딜롤/[M116008]카르베딜롤 과립/[M259204]카르베딜롤과립","[02140]혈압강하제","정제/필름코팅정","카르베딜롤 100밀리그램",20141024,"","","정상"
1760,"용량주의","단일",D000370,Carvedilol,"카르베딜롤","","[M085731]카르베딜롤/[M116008]카르베딜롤 과립/[M259204]카르베딜롤과립","[02140]혈압강하제","서방성캡슐제, 펠렛/서방정","카르베딜롤 128밀리그램",20141024,"","","정상"
1761,"용량주의","단일",D000785,Nebivolol,"네비보롤","","[M246568]네비보롤염산염/[M254774]네비보롤염산염","[02140]혈압강하제","정제","네비보롤 10밀리그램",20141024,"","","정상"
1762,"용량주의","단일",D000607,Nipradilol,"니프라딜롤","","[M083116]니프라딜롤","[02140]혈압강하제","정제","니프라딜롤 18밀리그램",20141024,"","","정상"
1763,"용량주의","단일",D000554,Enalapril,"에날라프릴","","[M082059]말레인산에날라프릴/[M099977]말레인산에날프릴/[M223118]에날라프릴말레산염/[M223119]에날라프릴말레산염 정/[M249863]에날라프릴말레인산염","[02140]혈압강하제","정제","에날라프릴말레산염 40밀리그램",20141024,"","","정상"
1764,"용량주의","단일",D000273,"Candesartan cilexetil","칸데사르탄실렉세틸","","[M089055]칸데사르탄실렉세틸","[02140]혈압강하제","정제","칸데사르탄실렉세틸 32밀리그램",20141024,"","","정상"
1765,"용량주의","단일",D000756,"Olmesartan Cilexetil","올메사르탄실렉세틸","","[M256141]올메사탄실렉세틸","[02140]혈압강하제","정제","44.16밀리그램",20141024,"","","삭제"
1766,"용량주의","단일",D000011,Valsartan,"발사르탄","","[M090403]발사르탄","[02140]혈압강하제","정제","발사르탄 320밀리그램",20141024,"","","정상"
1767,"용량주의","단일",D000404,Felodipine,"펠로디핀","","[M081580]펠로디핀과립4ㆍ79%/[M084735]펠로디핀","[02140]혈압강하제","정제","20밀리그램",20141024,"","","정상"
1768,"용량주의","단일",D000543,Bisoprolol,"비소프롤롤","","[M102058]푸마르산비소프롤롤/[M222856]비소프롤롤푸마르산염","[02190]기타의 순환계용약","정제","비소프롤롤푸마르산염 20밀리그램",20141024,"","","정상"
1769,"용량주의","단일",D000433,Minoxidil,"미녹시딜","","[M081480]미녹시딜","[02140]혈압강하제","정제","미녹시딜 100밀리그램",20141024,"","","정상"
1770,"용량주의","단일",D000231,Moxonidine,"목소니딘","","[M085598]목소니딘","[02140]혈압강하제","정제","목소니딘 0.6밀리그램",20141024,"","","정상"
1771,"용량주의","단일",D000752,Efonidipine,"에포니디핀","","[M257938]에포니디핀염산염","[02170]혈관확장제","정제","에포니디핀염산염 60밀리그램",20141024,"","","정상"
1773,"용량주의","단일",D000197,Nifedipine,"니페디핀","","[M050164]니페디핀/[M260164]니페디핀(미분화)","[02170]혈관확장제","정제/서방성필름코팅정","니페디핀 120밀리그램",20141024,"","","정상"
1774,"용량주의","단일",D000196,Nisoldipine,"니솔디핀","","[M089893]니솔디핀","[02170]혈관확장제","정제/서방정","니솔디핀 40밀리그램",20141024,"","","정상"
1775,"용량주의","단일",D000329,Verapamil,"베라파밀","","[M080637]염산베라파밀/[M203207]베라파밀염산염","[02170]혈관확장제","서방성필름코팅정","베라파밀염산염 480밀리그램",20141024,"","","정상"
1776,"용량주의","단일",D000306,Fluvastatin,"플루바스타틴","","[M214128]플루바스타틴나트륨","[02180]동맥경화용제","서방정/서방성필름코팅정/서방성당의정/서방성다층정/서방성장용필름코팅정/캡슐","80밀리그램",20141024,"","","정상"
1777,"용량주의","단일",D000419,Lovastatin,"로바스타틴","","[M083392]로바스타틴","[02180]동맥경화용제","정제","로바스타틴 80밀리그램",20141024,"","","정상"
1778,"용량주의","단일",D000518,Pitavastatin,"피타바스타틴","","[M102119]피타바스타틴칼슘/[M259724]피타바스타틸칼슘","[02180]동맥경화용제","정제","4밀리그램",20141024,"","","정상"
1779,"용량주의","단일",D000219,Rosuvastatin,"로수바스타틴","","[M095744]로수바스타틴칼슘/[M258559]로수바스타틴칼슘염/[M270546]로수바스타틴칼슘(미분화)","[02180]동맥경화용제","정제","로수바스타틴 20밀리그램",20141024,"","","정상"
1780,"용량주의","단일",D000740,Acipimox,"아시피목스","","[M085111]아시피목스","[02180]동맥경화용제","캡슐","아시피목스 1,200밀리그램",20141024,"","","정상"
1781,"용량주의","단일",D000290,"Nicotinic acid","니코틴산","","[A005290]니코틴산/[M040063]니코틴산","[02180]동맥경화용제","서방정","니코틴산 2,000밀리그램",20141024,"","","정상"
1782,"용량주의","단일",D000271,"Zolpidem tartrate","졸피뎀타르타르산염","","[M088392]주석산졸피뎀/[M222883]졸피뎀타르타르산/[M239566]졸피뎀타르타르산염/[M261178]졸피뎀타르타르산염","[01120]최면진정제","나정/필름코팅정","졸피뎀타르타르산염 10밀리그램",20141230,"","","정상"
1783,"용량주의","단일",D000501,Doxepin,"독세핀","","[M258572]독세핀염산염","[01120]최면진정제","정제","독세핀 6밀리그램",20141230,"","","정상"
1784,"용량주의","단일",D000271,"Zolpidem tartrate","졸피뎀타르타르산염","","[M088392]주석산졸피뎀/[M222883]졸피뎀타르타르산/[M239566]졸피뎀타르타르산염/[M261178]졸피뎀타르타르산염","[01120]최면진정제","서방성필름코팅정","졸피뎀타르타르산염 12.5밀리그램",20141230,"","","정상"
1785,"용량주의","단일",D000056,Chlordiazepoxide,"클로르디아제폭시드","","[M088403]클로르디아제폭시드/[M223206]클로르디아제폭시드염산염","[01170]정신신경용제","정제","300밀리그램",20141230,"","","정상"
1786,"용량주의","단일",D000103,Primidone,"프리미돈","","[M040736]프리미돈","[01130]항전간제","정제","2000밀리그램",20141230,"","","정상"
1787,"용량주의","단일",D000536,"Sodium Valproate","발프로산나트륨","","[M070676]발프로산나트륨","[01130]항전간제","정제","발프로산나트륨 3,000밀리그램",20141230,"","","정상"
1788,"용량주의","단일",D000536,"Sodium Valproate","발프로산나트륨","","[M070676]발프로산나트륨","[01130]항전간제","용액주사제/용액용동결건조분말주사제","발프로산나트륨 2,500밀리그램",20141230,"","","정상"
1789,"용량주의","단일",D000473,Zonisamide,"조니사미드","","[M095934]조니사미드","[01130]항전간제","정제","조니사미드 600밀리그램",20141024,"","","정상"
1790,"용량주의","단일",D000510,Levetiracetam,"레비티라세탐","","[M096537]레비티라세탐","[01130]항전간제","경구용액제/정제/서방성필름코팅정/용액주사제","레비티라세탐 3,000밀리그램",20141230,"","","정상"
1791,"용량주의","단일",D000388,Gabapentin,"가바펜틴","","[M086012]가바펜틴/[M264220]가바펜틴","[01130]항전간제","정제/캡슐","가바펜틴 3,600밀리그램",20141230,"","","정상"
1792,"용량주의","단일",D000229,Methylphenidate,"메틸페니데이트","","[M223025]메틸페니데이트염산염","[01150]각성제,흥분제","서방성캡슐제, 펠렛/나정","메틸페니데이트염산염 60밀리그램",20141230,"","","정상"
1793,"용량주의","단일",D000229,Methylphenidate,"메틸페니데이트","","[M223025]메틸페니데이트염산염","[01150]각성제,흥분제","서방성필름코팅정","메틸페니데이트염산염 72밀리그램",20141230,"","","정상"
1794,"용량주의","단일",D000466,Nortriptyline,"노르트립틸린","","[M050132]염산노르트립틸린","[01170]정신신경용제","정제","노르트립틸린 150밀리그램",20141230,"","","정상"
1795,"용량주의","단일",D000516,Fluoxetine,"플루옥세틴","","[M083718]염산플루옥세틴/[M098986]염산플루옥세틴/[M222903]플루옥세틴염산염","[01170]정신신경용제","정제/캡슐","80밀리그램",20141230,"","","정상"
1796,"용량주의","단일",D000332,Citalopram,"시탈로프람","","[M085304]브롬화수소산시탈로프람","[01170]정신신경용제","정제","시탈로프람 40밀리그램",20141230,"","","정상"
1797,"용량주의","단일",D000353,Paroxetine,"파록세틴","","[M050607]염산파록세틴/[M102324]무수염산파록세틴/[M222896]파록세틴염산염수화물/[M234807]파록세틴염산염반수화물","[01170]정신신경용제","정제","60밀리그램",20141230,"","","정상"
1798,"용량주의","단일",D000336,Sertraline,"설트랄린","","[M085340]염산설트랄린/[M251308]설트랄린염산염","[01170]정신신경용제","정제","설트랄린 200밀리그램",20141230,"","","정상"
1799,"용량주의","단일",D000774,"Trazodone Hydrochloride","트라조돈염산염","","[M080557]염산트라조돈/[M246553]트라조돈염산염","[01170]정신신경용제","정제/캡슐/서방정/서방성필름코팅정/서방성당의정/서방성다층정/서방성장용필름코팅정","600밀리그램",20141230,"","","정상"
1800,"용량주의","단일",D000018,"Bupropion Hydrochloride","부프로피온염산염","","[I000166]부프로피온염산염/[M095783]염산부프로피온/[M233238]부프로피온염산염","[01170]정신신경용제","서방성필름코팅정","부프로피온염산염 400밀리그램",20141230,"","","정상"
1801,"용량주의","단일",D000018,"Bupropion Hydrochloride","부프로피온염산염","","[I000166]부프로피온염산염/[M095783]염산부프로피온/[M233238]부프로피온염산염","[01170]정신신경용제","필름코팅정","부프로피온염산염 450밀리그램",20141230,"","","정상"
1802,"용량주의","단일",D000584,Chlorpromazine,"클로르프로마진","","[M040618]염산클로르프로마진/[M223216]클로르프로마진염산염","[01170]정신신경용제","정제","1000밀리그램",20141230,"","","정상"
1803,"용량주의","단일",D000792,Levomepromazine,"레보메프로마진","","[M222988]레보메프로마진말레산염","[01170]정신신경용제","정제","레보메프로마진 250밀리그램",20141230,"","","정상"
1804,"용량주의","단일",D000113,Haloperidol,"할로페리돌","","[M040766]할로페리돌/[M089302]할로페리돌데카노에이트","[01170]정신신경용제","정제","100밀리그램",20141230,"","","정상"
1805,"용량주의","단일",D000213,Pimozide,"피모짓","","[M071691]피모짓","[01170]정신신경용제","정제","9밀리그램",20141230,"","","정상"
1806,"용량주의","단일",D000422,Risperidone,"리스페리돈","","[M086310]리스페리돈/[M098171]리스페리돈서방성미립구","[01170]정신신경용제","정제","리스페리돈 16밀리그램",20141230,"","","정상"
1807,"용량주의","단일",D000379,Tandospirone,"탄도스피론","","[M257724]탄도스피론시트르산염","[01170]정신신경용제","정제","60밀리그램",20141230,"","","정상"
1808,"용량주의","단일",D000440,Benztropine,"벤즈트로핀","","[M050593]벤즈트로핀메실레이트/[M200496]메실산벤즈트로핀/[M247864]벤즈트로핀메실산염","[01190]기타의 중추신경용약","정제","벤즈트로핀메실산염 6밀리그램",20141230,"","","정상"
1809,"용량주의","단일",D000343,Amantadine,"아만타딘","","[M050926]염산아만타딘/[M081897]황산아만타딘/[M258880]아만타딘황산염/[M263832]아만타딘","[01190]기타의 중추신경용약","정제","아만타딘황산염 400밀리그램",20141230,"","","정상"
1810,"용량주의","단일",D000627,Ropinirole,"로피니롤","","[M088897]염산로피니롤/[M234950]로피니롤염산염","[01190]기타의 중추신경용약","정제","로피니롤 24밀리그램",20141230,"","","정상"
1811,"용량주의","단일",D000139,"Selegiline Hydrochloride","셀레길린염산염","","[M222864]셀레길린염산염","[01190]기타의 중추신경용약","정제","셀레길린염산염 10밀리그램",20141230,"","","정상"
1812,"용량주의","단일",D000689,Galantamine,"갈란타민","","[M243021]갈란타민브롬화수소산염","[01190]기타의 중추신경용약","서방정/서방성캡슐제, 펠렛/서방성필름코팅정","갈란타민 24밀리그램",20141230,"","","정상"
1813,"용량주의","단일",D000318,Memantine,"메만틴","","[M081322]염산메만틴/[M242614]메만틴염산염","[01190]기타의 중추신경용약","경구용액제/정제","메만틴염산염 20밀리그램",20141230,"","","정상"
1814,"용량주의","단일",D000489,Thiocolchicoside,"티오콜키코시드","","[M095614]치오콜치코시드/[M251172]티오콜키코시드","[01220]골격근이완제","캡슐","티오콜키코시드 16밀리그램",20141230,"","","정상"
1815,"용량주의","단일",D000489,Thiocolchicoside,"티오콜키코시드","","[M095614]치오콜치코시드/[M251172]티오콜키코시드","[01220]골격근이완제","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제","8밀리그램",20141230,"","","삭제"
1816,"용량주의","단일",D000288,"Neostigmine Methylsulfate","네오스티그민메틸황산염","","[M040164]메칠황산네오스티그민/[M213672]메틸황산네오스티그민/[M222940]네오스티그민메틸황산염","[01230]자율신경제","용액주사제","네오스티그민메틸황산염 5밀리그램",20141230,"","","정상"
1817,"용량주의","단일",D000044,Oxybutynin,"옥시부티닌","","[M246163]옥시부티닌염산염/[M259129]옥시부티닌","[01230]자율신경제","서방성필름코팅정","옥시부티닌염산염 30밀리그램",20141230,"","","정상"
1818,"용량주의","단일",D000044,Oxybutynin,"옥시부티닌","","[M246163]옥시부티닌염산염/[M259129]옥시부티닌","[01230]자율신경제","나정","옥시부티닌염산염 20밀리그램",20141230,"","","정상"
1819,"용량주의","단일",D000169,Zafirlukast,"자피르루카스트","","[M088674]자피르루카스트","[01490]기타의 알레르기용약","정제","자피르루카스트 40밀리그램",20141230,"","","정상"
1820,"용량주의","단일",D000147,Acetaminophen,"아세트아미노펜","","[M040353]아세트아미노펜/[M082309]아세트아미노펜제피세립/[M233006]아세트아미노펜 DC 500/600/[M246556]아세트아미노펜 (미분화)/[M262287]아세트아미노펜 과립","[01140]해열.진통.소염제","고형제/반고형제/액제","아세트아미노펜 4,000밀리그램",20141230,"모든 제형","단일제·복합제 포함","정상"
1821,"용량주의","단일",D000493,Guaifenesin,"구아이페네신","","[M050058]구아이페네신","[02220]진해거담제","액상시럽제/건조시럽용 과립제","2400밀리그램",20150331,"","","삭제"
1822,"용량주의","단일",D000448,Pseudoephedrine,"슈도에페드린","","[M050833]염산슈도에페드린/[M081720]황산슈도에페드린/[M203364]슈도에페드린염산염/[M222865]수도에페드린염산염/[M248579]수도에페드린황산염/[M256034]수도에페드린염산염 과립/[M258826]수도에페드린","[02220]진해거담제","정제","슈도에페드린염산염 240밀리그램",20150331,"","","정상"
1823,"용량주의","단일",D000521,"Terbutaline Sulfate","테르부탈린황산염","","[M051568]황산테르부탈린","[02220]진해거담제","정제","15밀리그램",20150331,"","","정상"
1824,"용량주의","단일",D000140,Cimetidine,"시메티딘","","[M050857]시메티딘/[M096180]염산시메티딘","[02320]소화성궤양용제","정제","시메티딘 2.4그램",20150331,"","","정상"
1825,"용량주의","단일",D000782,Glycopyrrolate,"글리코피롤레이트","","[M050104]글리코피롤레이트","[02320]소화성궤양용제","정제","글리코피롤레이트 8밀리그램",20150331,"","","정상"
1826,"용량주의","단일",D000078,Granisetron,"그라니세트론","","[M093643]염산그라니세트론/[M245313]그라니세트론/[M246726]그라니세트론염산염/[M254683]그라니세트론염산염","[02350]최토제, 진토제","정제/구강붕해정/용액주사제","그라니세트론 9밀리그램",20150331,"","","정상"
1827,"용량주의","단일",D000203,"Ramosetron Hydrochloride","라모세트론염산염","","[M246846]라모세트론염산염/[M255325]라모세트론염산염","[02350]최토제, 진토제","용액주사제","라모세트론염산염 0.6밀리그램",20150331,"","","정상"
1828,"용량주의","단일",D000222,"Loperamide Hydrochloride","로페라미드염산염","","[M050356]염산로페라미드/[M222992]로페라미드염산염","[02370]정장제","정제/캡슐","로페라미드염산염 16밀리그램",20150331,"","","정상"
1829,"용량주의","단일",D000297,Domperidone,"돔페리돈","","[M081091]돔페리돈/[M085595]말레인산돔페리돈/[M222961]돔페리돈말레산염","[02390]기타의 소화기관용약","정제/과립제/산제/경구용액제","돔페리돈 30밀리그램",20150331,"","","정상"
1830,"용량주의","단일",D000425,Metoclopramide,"메토클로프라미드","","[M050465]메토클로프라미드/[M050466]염산메토클로프라미드/[M223013]메토클로프라미드염산염수화물","[02390]기타의 소화기관용약","정제","메토클로프라미드염산염 30밀리그램",20150331,"","","정상"
1831,"용량주의","단일",D000711,"Liothyronine Sodium","리오티로닌나트륨","","[M050370]리오치로닌나트륨/[M222999]리오티로닌나트륨","[02430]갑상선, 부갑상선호르몬제","정제","150나노그램",20150331,"","","삭제"
1832,"용량주의","단일",D000277,Clomipramine,"클로미프라민","","[M223223]클로미프라민염산염","[02590]기타의 비뇨생식기관 및 항문용약","정제","15밀리그램",20150331,"","","정상"
1834,"용량주의","단일",D000730,"Solifenacin succinate","솔리페나신숙신산염","","[I012745]솔리페나신푸마르산염/[M251551]솔리페나신숙신산염/[M259862]솔리페나신숙신산염","[02590]기타의 비뇨생식기관 및 항문용약","정제","솔리페나신숙신산염 10밀리그램",20150331,"","","정상"
1835,"용량주의","단일",D000023,"Sunitinib Malate","수니티닙말산염","","[M249050]수니티닙말산염","[04210]항악성종양제","캡슐","수니티닙 87.5밀리그램",20150331,"","","정상"
1836,"용량주의","단일",D000482,Thalidomide,"탈리도마이드","","[M218518]탈리도마이드","[04210]항악성종양제","캡슐","400밀리그램",20150331,"","","정상"
1837,"용량주의","단일",D000143,Anagrelide,"아나그렐리드","","[M246870]아나그렐리드염산염","[04290]기타의 종양치료제","캡슐","아나그렐리드 10밀리그램",20150331,"","","정상"
1838,"용량주의","단일",D000010,"Vancomycin Hydrochloride","반코마이신염산염","","[M020228]염산반코마이신/[M222847]반코마이신염산염/[M223574]반코마이신염산염","[06110]주로 그람양성균에 작용하는 것","캡슐/용액주사제/용액용분말주사제/용액용동결건조분말주사제","반코마이신 2(주사제의 경우 경구투여 시에 한함)그램",20251127,"반코마이신 2g(역가)(주사제의 경우 경구토여 시에 한함)","","정상"
1839,"용량주의","단일",D000550,Amikacin,"아미카신","","[M020084]아미카신/[M020085]황산아미카신/[M235156]아미카신황산염/[M243343]아미카신황산염","[06120]주로 그람음성균에 작용하는 것","용액주사제/유화주사제/용액용분말주사제/서방성현탁액용분말주사제/용액용동결건조분말주사제/현탁액용동결건조분말주사제/서방성현탁액용동결건조분말주사제/리포좀화현탁액용동결건조분말주사제/현탁액주사제/서방성현탁액성주사제","아미카신 1.5그램",20150331,"아미카신 1.5g(역가)","","정상"
1840,"용량주의","단일",D000453,Aztreonam,"아즈트레오남","","[M081747]아즈트레오남","[06120]주로 그람음성균에 작용하는 것/[06160]주로 곰팡이, 원충에 작용하는 것","용액용분말주사제/용액용동결건조분말주사제","아즈트레오남 8그램",20150331,"","","정상"
1841,"용량주의","단일",D000549,Cycloserine,"시클로세린","","[M020076]시클로세린","[06130]주로 항산성균에 작용하는 것","캡슐","시클로세린 1그램",20150331,"","","정상"
1843,"용량주의","단일",D000729,"Ceftriaxone Sodium","세프트리악손나트륨","","[M020225]세프트리악손나트륨/[M222862]세프트리악손나트륨수화물","[06180]주로 그람양성, 음성균에 작용하는 것","용액주사제/용액용분말주사제/용액용동결건조분말주사제/현탁액주사제","세프트리악손 4그램",20150331,"세프트리악손 4g(역가)","","정상"
1844,"용량주의","단일",D000001,Loracarbef,"로라카베프","","[M085582]로라카베프","[06180]주로 그람양성, 음성균에 작용하는 것","액상시럽제/건조시럽용 과립제","800밀리그램",20150331,"","","정상"
1842,"용량주의","단일",D000256,Erythromycin,"에리트로마이신","","[M020095]에리스로마이신/[M020096]락토비온산에리스로마이신/[M020099]에리스로마이신에스톨레이트/[M020201]프로피온산에리스로마이신/[M223129]에리트로마이신/[M223130]에리트로마이신스테아르산염/[M223131]에리트로마이신에스톨산염/[M223132]에리트로마이신에틸숙시네이트/[M251863]에리트로마이신락토비온산염/[M256206]에리트로마이신 장용피입자/[M257644]에리트로마이신스티노프레이트","[06140]주로 그람양성균, 리케치아, 비루스에 작용하는 것/[06150]주로 그람양성, 음성균, 리케치아, 비루스에 작용하는 것","캡슐/액상시럽제/건조시럽용 과립제","에리트로마이신 4그램",20150331,"에리트로마이신4g(역가)","","정상"
1845,"용량주의","단일",D000802,Pyrazinamide,"피라진아미드","","[M040746]피라진아미드","[06220]항결핵제","정제","3그램",20150331,"","","정상"
1846,"용량주의","단일",D000426,Metronidazole,"메트로니다졸","","[M040170]메트로니다졸","[06410]항원충제","정제","메트로니다졸 4그램",20150331,"","","정상"
1847,"용량주의","단일",D000722,Bucillamine,"부시라민","","[M084627]부시라민/[M200702]부실라민","[01140]해열.진통.소염제","정제","부시라민 300밀리그램",20150507,"","","정상"
1848,"용량주의","단일",D000651,Cinoxicam,"시녹시캄","","[M084858]시녹시캄","[01140]해열.진통.소염제","정제","시녹시캄 30밀리그램",20150507,"","","정상"
1849,"용량주의","단일",D000463,Etodolac,"에토돌락","","[M081813]미결정에토돌락/[M083240]에토돌락/[M257127]미분화에토돌락","[01140]해열.진통.소염제","정제/캡슐","에토돌락 1,200밀리그램",20150507,"","","정상"
