CPNT_CD,DRUG_CPNT_KOR_NM,DRUG_CPNT_ENG_NM,FOML_CD,FOML_NM,DOSAGE_ROUTE_CODE,DAY_MAX_DOSG_QY_UNIT,DAY_MAX_DOSG_QY
M007131,"정제수","Purified Water",901001,"체외","기타","",0.00000
M010053,"사람혈액응고제IX인자복합체","Human Blood Coagulation Factor IX Complex",210402,"용액용동결건조분말주사제","정맥","",0.00000
M010107,"항파상풍사람면역글로불린","Anti-Tetanus Human Immunoglobulin",210101,"용액주사제","근육","",0.00000
M010107,"항파상풍사람면역글로불린","Anti-Tetanus Human Immunoglobulin",210101,"용액주사제","근육, 주사","",0.00000
M020009,"황산네오마이신","Neomycin Sulfate",350101,"피부연고제","외용","",0.00000
M020020,"니스타틴",Nystatin,020501,"질연질캡슐제","경구","캡슐",1.00000
M020020,"니스타틴",Nystatin,020501,"질연질캡슐제","질","캡슐",1.00000
M020020,"니스타틴",Nystatin,070101,"액상시럽제","경구","밀리리터",24.00000
M020020,"니스타틴",Nystatin,420201,"질좌제, 일반","질","캡슐",1.00000
M020042,"리팜피신",Rifampicin,010201,"필름코팅정","경구","정",4.00000
M020042,"리팜피신",Rifampicin,010301,"당의정","경구","정",6.00000
M020042,"리팜피신",Rifampicin,020101,"경질캡슐제, 산제","경구","캡슐",8.00000
M020054,"바시트라신",Bacitracin,350101,"피부연고제","외용","",0.00000
M020059,"세파졸린나트륨","Cefazolin Sodium",210401,"용액용분말주사제","정맥, 근육","바이알",5.00000
M020080,"아목시실린나트륨","Amoxicillin Sodium",210401,"용액용분말주사제","정맥, 근육","바이알",6.00000
M020085,"황산아미카신","Amikacin Sulfate",210101,"용액주사제","정맥, 근육","바이알",6.00000
M020088,"암포테리신B","Amphotericin B",210406,"리포좀화현탁액용동결건조분말주사제","정맥","",0.00000
M020092,"암피실린나트륨","Ampicillin Sodium",210401,"용액용분말주사제","정맥, 근육","바이알",16.00000
M020122,"클로람페니콜",Chloramphenicol,410101,"점안용액제","눈","",0.00000
M020134,"인산클린다마이신","Clindamycin Phosphate",370101,"피부용겔제","외용","",0.00000
M020144,"토브라마이신",Tobramycin,210101,"용액주사제","정맥, 근육","",0.00000
M020144,"토브라마이신",Tobramycin,410101,"점안용액제","눈","",0.00000
M020144,"토브라마이신",Tobramycin,410101,"점안용액제","외용","",0.00000
M020144,"토브라마이신",Tobramycin,410201,"현탁액점안제","눈","",0.00000
M020144,"토브라마이신",Tobramycin,410301,"안연고제","눈","",0.00000
M020148,"티로트리신",Tyrothricin,370101,"피부용겔제","외용","",0.00000
M020165,"푸시딘산나트륨","Sodium Fusidate",350101,"피부연고제","외용","",0.00000
M020181,"세포페라존나트륨","Cefoperazone Sodium",210401,"용액용분말주사제","근육","바이알",4.00000
M020181,"세포페라존나트륨","Cefoperazone Sodium",210401,"용액용분말주사제","정맥","바이알",8.00000
M020192,"피페라실린나트륨","Piperacillin Sodium",210401,"용액용분말주사제","정맥","바이알",24.00000
M020195,"염산세포티암","Cefotiam Hydrochloride",210401,"용액용분말주사제","정맥","바이알",8.00000
M020218,"황산네틸마이신","Netilmicin Sulfate",210101,"용액주사제","근육, 정맥","",0.00000
M020220,"세포테탄",Cefotetan,210401,"용액용분말주사제","정맥","바이알",4.00000
M020220,"세포테탄",Cefotetan,210401,"용액용분말주사제","정맥, 근육","바이알",4.00000
M020225,"세프트리악손나트륨","Ceftriaxone Sodium",210401,"용액용분말주사제","정맥","바이알",8.00000
M020227,"세프메타졸나트륨","Cefmetazole Sodium",210401,"용액용분말주사제","정맥","바이알",8.00000
M020227,"세프메타졸나트륨","Cefmetazole Sodium",210401,"용액용분말주사제","정맥, 근육","바이알",4.00000
M020228,"염산반코마이신","Vancomycin Hydrochloride",210401,"용액용분말주사제","정맥","바이알",4.00000
M020229,"푸시딘산","Fusidic Acid",360101,"피부크림제","외용","",0.00000
M020303,"세프테졸나트륨","Ceftezole Sodium",210401,"용액용분말주사제","정맥, 근육","바이알",8.00000
M020304,"세프타지딤",Ceftazidime,210401,"용액용분말주사제","정맥, 근육","바이알",18.00000
M020307,"설박탐나트륨","Sulbactam Sodium",210401,"용액용분말주사제","근육","바이알",4.00000
M020307,"설박탐나트륨","Sulbactam Sodium",210401,"용액용분말주사제","정맥, 근육","바이알",16.00000
M023167,"리시노프릴",Lisinopril,010101,"나정","경구","정",4.00000
M040004,"갈근","Pueraria Root",010201,"필름코팅정","경구","정",6.00000
M040004,"갈근","Pueraria Root",040101,"환제","경구","",0.00000
M040004,"갈근","Pueraria Root",050101,"과립제","경구","포",3.00000
M040004,"갈근","Pueraria Root",109801,"경구용액제","경구","포",4.00000
M040006,"감초",Licorice,010201,"필름코팅정","경구","정",6.00000
M040006,"감초",Licorice,020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M040006,"감초",Licorice,040101,"환제","경구","",0.00000
M040006,"감초",Licorice,050101,"과립제","경구","포",3.00000
M040006,"감초",Licorice,080101,"연조엑스제","경구","회",3.00000
M040006,"감초",Licorice,100101,"경구용현탁액제","경구","밀리리터",40.00000
M040007,"건강",Ginger,010201,"필름코팅정","경구","정",6.00000
M040007,"건강",Ginger,020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M040007,"건강",Ginger,050101,"과립제","경구","포",3.00000
M040007,"건강",Ginger,100101,"경구용현탁액제","경구","밀리리터",40.00000
M040009,"건조효모","Dried Yeast",010201,"필름코팅정","경구","정",3.00000
M040009,"건조효모","Dried Yeast",020202,"연질캡슐제, 현탁상","경구","캡슐",6.00000
M040010,"겐티아나",Gentian,010201,"필름코팅정","경구","정",6.00000
M040010,"겐티아나",Gentian,060101,"산제","경구","포",3.00000
M040018,"고목","Picrasma Wood",010201,"필름코팅정","경구","정",6.00000
M040040,"합성규산알루미늄","Synthetic Aluminium Silicate",010201,"필름코팅정","경구","정",6.00000
M040040,"합성규산알루미늄","Synthetic Aluminium Silicate",060101,"산제","경구","포",3.00000
M040043,"글리세린",Glycerin,360101,"피부크림제","외용","",0.00000
M040043,"글리세린",Glycerin,410101,"점안용액제","눈","",0.00000
M040044,"농글리세린","Concentrated Glycerin",990103,"관장제","외용","밀리리터",10.00000
M040046,"아미노초산",Glycine,210101,"용액주사제","정맥","앰플",5.00000
M040048,"길경","Platycodon Root",080101,"연조엑스제","경구","회",3.00000
M040048,"길경","Platycodon Root",100101,"경구용현탁액제","경구","밀리리터",40.00000
M040059,"노스카핀",Noscapine,020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M040059,"노스카핀",Noscapine,050101,"과립제","경구","포",6.00000
M040061,"노회",Aloe,010201,"필름코팅정","경구","정",9.00000
M040064,"니코틴산아미드",Nicotinamide,010201,"필름코팅정","경구","정",9.00000
M040064,"니코틴산아미드",Nicotinamide,010301,"당의정","경구","정",3.00000
M040064,"니코틴산아미드",Nicotinamide,010801,"추어블정(저작정)","경구","정",4.00000
M040064,"니코틴산아미드",Nicotinamide,020101,"경질캡슐제, 산제","경구","캡슐",4.00000
M040064,"니코틴산아미드",Nicotinamide,020202,"연질캡슐제, 현탁상","경구","캡슐",6.00000
M040064,"니코틴산아미드",Nicotinamide,020202,"연질캡슐제, 현탁상","경구, 경구","캡슐",1.00000
M040064,"니코틴산아미드",Nicotinamide,050101,"과립제","경구","포",4.00000
M040064,"니코틴산아미드",Nicotinamide,060101,"산제","경구","그램",4.00000
M040064,"니코틴산아미드",Nicotinamide,070101,"액상시럽제","경구","포",6.00000
M040064,"니코틴산아미드",Nicotinamide,210113,"수액제","정맥","",0.00000
M040064,"니코틴산아미드",Nicotinamide,370101,"피부용겔제","외용","",0.00000
M040066,"니트로푸라존",Nitrofurazone,350101,"피부연고제","외용","",0.00000
M040069,"답손",Dapsone,010101,"나정","경구","정",2.00000
M040070,"당귀","Angelica Gigas Root",100101,"경구용현탁액제","경구","밀리리터",40.00000
M040071,"대추",Jujube,010201,"필름코팅정","경구","정",6.00000
M040071,"대추",Jujube,050101,"과립제","경구","포",3.00000
M040080,"덱사메타손",Dexamethasone,010101,"나정","경구","정",10.67000
M040080,"덱사메타손",Dexamethasone,100103,"점이현탁액제","귀","",0.00000
M040080,"덱사메타손",Dexamethasone,350103,"구강용연고제","구강","",0.00000
M040080,"덱사메타손",Dexamethasone,410101,"점안용액제","눈","",0.00000
M040080,"덱사메타손",Dexamethasone,410201,"현탁액점안제","눈","",0.00000
M040080,"덱사메타손",Dexamethasone,410301,"안연고제","눈","",0.00000
M040083,"덱스트란70","Dextran 70",410101,"점안용액제","눈","",0.00000
M040091,"디곡신",Digoxin,010101,"나정","경구","정",10.00000
M040096,"디멘히드리네이트",Dimenhydrinate,010101,"나정","경구","정",5.00000
M040096,"디멘히드리네이트",Dimenhydrinate,010201,"필름코팅정","경구","정",3.00000
M040096,"디멘히드리네이트",Dimenhydrinate,010801,"추어블정(저작정)","경구","정",4.00000
M040096,"디멘히드리네이트",Dimenhydrinate,070101,"액상시럽제","경구","포",6.00000
M040101,"염산부테나핀","Butenafine Hydrochloride",360101,"피부크림제","외용","",0.00000
M040102,"디아제팜",Diazepam,010101,"나정","경구","정",20.00000
M040102,"디아제팜",Diazepam,210101,"용액주사제","정맥","밀리리터",6.00000
M040102,"디아제팜",Diazepam,210101,"용액주사제","정맥, 근육","밀리리터",6.00000
M040108,"디펜히드라민",Diphenhydramine,100405,"피부액제","외용","",0.00000
M040108,"디펜히드라민",Diphenhydramine,100406,"피부리니멘트제","외용","",0.00000
M040108,"디펜히드라민",Diphenhydramine,320101,"지지체가있는첩부제","기타","",0.00000
M040108,"디펜히드라민",Diphenhydramine,320101,"지지체가있는첩부제","외용","",0.00000
M040108,"디펜히드라민",Diphenhydramine,320102,"지지체가없는첩부제","외용","",0.00000
M040108,"디펜히드라민",Diphenhydramine,330101,"카타플라스마제","외용","",0.00000
M040108,"디펜히드라민",Diphenhydramine,350101,"피부연고제","외용","",0.00000
M040108,"디펜히드라민",Diphenhydramine,360101,"피부크림제","외용","",0.00000
M040108,"디펜히드라민",Diphenhydramine,449900,"에어로솔, 미분류","외용","",0.00000
M040122,"레보도파",Levodopa,010101,"나정","경구","정",15.00000
M040122,"레보도파",Levodopa,010201,"필름코팅정","경구","정",10.00000
M040122,"레보도파",Levodopa,010501,"서방정","경구","정",8.00000
M040122,"레보도파",Levodopa,020101,"경질캡슐제, 산제","경구","캡슐",12.00000
M040131,"리도카인",Lidocaine,100405,"피부액제","","",0.00000
M040131,"리도카인",Lidocaine,320101,"지지체가있는첩부제","외용","",0.00000
M040131,"리도카인",Lidocaine,330101,"카타플라스마제","외용","매",3.00000
M040131,"리도카인",Lidocaine,350101,"피부연고제","외용","",0.00000
M040131,"리도카인",Lidocaine,350112,"직장용연고제","항문, 외용","",0.00000
M040131,"리도카인",Lidocaine,430201,"정량액상분무제","외용","밀리리터",1.92000
M040133,"리보플라빈",Riboflavin,010101,"나정","경구","정",9.00000
M040133,"리보플라빈",Riboflavin,010201,"필름코팅정","경구","정",9.00000
M040133,"리보플라빈",Riboflavin,010801,"추어블정(저작정)","경구","정",4.00000
M040133,"리보플라빈",Riboflavin,020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M040133,"리보플라빈",Riboflavin,020201,"연질캡슐제, 액상","경구","캡슐",6.00000
M040133,"리보플라빈",Riboflavin,020202,"연질캡슐제, 현탁상","경구","캡슐",6.00000
M040133,"리보플라빈",Riboflavin,020202,"연질캡슐제, 현탁상","경구, 경구","캡슐",1.00000
M040133,"리보플라빈",Riboflavin,050101,"과립제","","그램",5.40000
M040133,"리보플라빈",Riboflavin,060101,"산제","경구","그램",6.00000
M040133,"리보플라빈",Riboflavin,070101,"액상시럽제","경구","밀리리터",120.00000
M040133,"리보플라빈",Riboflavin,109801,"경구용액제","경구","병",3.00000
M040135,"마황","Ephedra Herb",010201,"필름코팅정","경구","정",6.00000
M040135,"마황","Ephedra Herb",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M040135,"마황","Ephedra Herb",050101,"과립제","경구","포",3.00000
M040135,"마황","Ephedra Herb",080101,"연조엑스제","경구","회",3.00000
M040135,"마황","Ephedra Herb",109801,"경구용액제","경구","포",4.00000
M040139,"맥문동","Liriope Tuber",100101,"경구용현탁액제","경구","밀리리터",40.00000
M040139,"맥문동","Liriope Tuber",109801,"경구용액제","경구","포",4.00000
M040140,"소청룡탕건조엑스","Socheongryongtang Dried Extract",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M040141,"메글루민",Meglumine,210101,"용액주사제","정맥","",0.00000
M040155,"살리실산메칠","Methyl Salicylate",320101,"지지체가있는첩부제","외용","매",1.00000
M040168,"메토트렉세이트",Methotrexate,210101,"용액주사제","근육, 피하","밀리리터",0.50000
M040170,"메트로니다졸",Metronidazole,010101,"나정","경구","정",16.00000
M040170,"메트로니다졸",Metronidazole,370101,"피부용겔제","외용","",0.00000
M040170,"메트로니다졸",Metronidazole,370114,"질용겔제","질, 외용","",0.00000
M040182,"염산모르핀","Morphine Hydrochloride",210101,"용액주사제","피하","",0.00000
M040188,"몰약",Myrrh,320102,"지지체가없는첩부제","외용","매",1.00000
M040200,"박하유","Mentha Herb Oil",010101,"나정","경구","정",8.00000
M040200,"박하유","Mentha Herb Oil",320101,"지지체가있는첩부제","기타","",0.00000
M040200,"박하유","Mentha Herb Oil",320101,"지지체가있는첩부제","외용","",0.00000
M040200,"박하유","Mentha Herb Oil",330101,"카타플라스마제","외용","",0.00000
M040200,"박하유","Mentha Herb Oil",350101,"피부연고제","외용","",0.00000
M040202,"반하","Pinellia Tuber",010201,"필름코팅정","경구","정",6.00000
M040202,"반하","Pinellia Tuber",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M040202,"반하","Pinellia Tuber",109801,"경구용액제","경구","포",4.00000
M040205,"방풍","Saposhnikovia Root",080101,"연조엑스제","경구","회",3.00000
M040205,"방풍","Saposhnikovia Root",100101,"경구용현탁액제","경구","밀리리터",40.00000
M040210,"정제백당","Purified Sucrose",100601,"경구용유제","경구","밀리리터",2000.00000
M040213,"인삼",Ginseng,080101,"연조엑스제","경구","회",3.00000
M040213,"인삼",Ginseng,109801,"경구용액제","경구","포",4.00000
M040214,"백출","Atractylodes Rhizome White",100101,"경구용현탁액제","경구","밀리리터",40.00000
M040218,"베타메타손",Betamethasone,010101,"나정","경구","정",8.00000
M040218,"베타메타손",Betamethasone,010201,"필름코팅정","경구","정",8.00000
M040225,"복령",Poria,100101,"경구용현탁액제","경구","밀리리터",40.00000
M040226,"부설판",Busulfan,210101,"용액주사제","정맥","",0.00000
M040228,"향부자","Cyperus Rhizome",040101,"환제","경구","",0.00000
M040230,"불화나트륨","Sodium Fluoride",370101,"피부용겔제","구강","",0.00000
M040249,"비타민A유","Vitamin A Oil",100601,"경구용유제","경구","밀리리터",2000.00000
M040253,"사향",Moschus,100101,"경구용현탁액제","경구","밀리리터",40.00000
M040256,"산소",Oxygen,905001,"의료용압축기체","","",0.00000
M040258,"산약","Dioscorea Rhizome",100101,"경구용현탁액제","경구","밀리리터",40.00000
M040262,"산화마그네슘","Magnesium Oxide",010101,"나정","경구","정",8.00000
M040262,"산화마그네슘","Magnesium Oxide",010201,"필름코팅정","경구","정",4.00000
M040262,"산화마그네슘","Magnesium Oxide",010801,"추어블정(저작정)","경구","정",4.00000
M040262,"산화마그네슘","Magnesium Oxide",020101,"경질캡슐제, 산제","경구","캡슐",8.00000
M040262,"산화마그네슘","Magnesium Oxide",020201,"연질캡슐제, 액상","경구","캡슐",2.00000
M040262,"산화마그네슘","Magnesium Oxide",020202,"연질캡슐제, 현탁상","경구","캡슐",2.00000
M040262,"산화마그네슘","Magnesium Oxide",109801,"경구용액제","경구","",0.00000
M040264,"살리실산","Salicylic Acid",320101,"지지체가있는첩부제","외용","",0.00000
M040264,"살리실산","Salicylic Acid",350101,"피부연고제","외용","",0.00000
M040264,"살리실산","Salicylic Acid",449900,"에어로솔, 미분류","외용","",0.00000
M040264,"살리실산","Salicylic Acid",990202,"약물이포함된면봉","","",0.00000
M040264,"살리실산","Salicylic Acid",990204,"약물이포함된반창고","외용","",0.00000
M040279,"석고","Gypsum Fibrosum",080101,"연조엑스제","경구","회",3.00000
M040283,"설파메톡사졸",Sulfamethoxazole,210101,"용액주사제","정맥","",0.00000
M040283,"설파메톡사졸",Sulfamethoxazole,410101,"점안용액제","눈","",0.00000
M040293,"세신","Asiasarum Root and Rhizome",010201,"필름코팅정","경구","정",6.00000
M040293,"세신","Asiasarum Root and Rhizome",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M040293,"세신","Asiasarum Root and Rhizome",109801,"경구용액제","경구","포",4.00000
M040300,"디소르비톨",D-Sorbitol,109806,"관류제","체외","",0.00000
M040305,"수산화나트륨","Sodium Hydroxide",210113,"수액제","정맥","",0.00000
M040306,"수산화마그네슘","Magnesium Hydroxide",010201,"필름코팅정","경구","정",3.00000
M040306,"수산화마그네슘","Magnesium Hydroxide",010801,"추어블정(저작정)","경구","정",1.00000
M040307,"수산화알루미늄겔","Aluminium Hydroxide Gel",100101,"경구용현탁액제","경구","밀리리터",60.00000
M040308,"건조수산화알루미늄겔","Dried Aluminium Hydroxide Gel",010101,"나정","경구","정",12.00000
M040308,"건조수산화알루미늄겔","Dried Aluminium Hydroxide Gel",010201,"필름코팅정","경구","정",9.00000
M040336,"시호","Bupleurum Root",020101,"경질캡슐제, 산제","경구","캡슐",4.00000
M040336,"시호","Bupleurum Root",100101,"경구용현탁액제","경구","밀리리터",40.00000
M040346,"아미노필린",Aminophylline,010101,"나정","경구","정",3.00000
M040350,"아선약",Gambir,109801,"경구용액제","경구","",0.00000
M040353,"아세트아미노펜",Acetaminophen,010502,"서방성필름코팅정","","정",8.00000
M040353,"아세트아미노펜",Acetaminophen,010502,"서방성필름코팅정","경구","정",12.00000
M040353,"아세트아미노펜",Acetaminophen,010801,"추어블정(저작정)","경구","정",50.00000
M040353,"아세트아미노펜",Acetaminophen,020101,"경질캡슐제, 산제","경구","캡슐",12.00000
M040353,"아세트아미노펜",Acetaminophen,020105,"젤라틴코팅성경질캡슐제","경구, 경구","캡슐",6.00000
M040353,"아세트아미노펜",Acetaminophen,060501,"건조시럽제, 산제","경구","포",4.00000
M040353,"아세트아미노펜",Acetaminophen,210101,"용액주사제","","밀리리터",400.00000
M040353,"아세트아미노펜",Acetaminophen,210101,"용액주사제","정맥","밀리리터",400.00000
M040353,"아세트아미노펜",Acetaminophen,210101,"용액주사제","주사","밀리리터",400.00000
M040353,"아세트아미노펜",Acetaminophen,210113,"수액제","정맥","밀리리터",400.00000
M040355,"아스피린",Aspirin,010101,"나정","경구","정",8.00000
M040355,"아스피린",Aspirin,010201,"필름코팅정","경구","정",1.00000
M040355,"아스피린",Aspirin,010602,"장용성필름코팅정","경구","정",1.00000
M040355,"아스피린",Aspirin,010602,"장용성필름코팅정","경구, 경구","정",1.00000
M040355,"아스피린",Aspirin,020104,"경질캡슐제, 과립제정제","경구","캡슐",1.00000
M040355,"아스피린",Aspirin,020106,"경질캡슐제, 장용성과립제","경구","캡슐",1.00000
M040355,"아스피린",Aspirin,020301,"서방성캡슐제, 펠렛","경구","캡슐",2.00000
M040355,"아스피린",Aspirin,020402,"장용성캡슐제, 펠렛","경구","캡슐",1.00000
M040359,"아세클로페낙",Aceclofenac,010201,"필름코팅정","","정",2.00000
M040359,"아세클로페낙",Aceclofenac,010201,"필름코팅정","경구","정",2.00000
M040359,"아세클로페낙",Aceclofenac,010502,"서방성필름코팅정","경구","정",1.00000
M040359,"아세클로페낙",Aceclofenac,020101,"경질캡슐제, 산제","경구","캡슐",2.00000
M040359,"아세클로페낙",Aceclofenac,020201,"연질캡슐제, 액상","경구","캡슐",2.00000
M040359,"아세클로페낙",Aceclofenac,020202,"연질캡슐제, 현탁상","경구","캡슐",2.00000
M040385,"알긴산나트륨","Sodium Alginate",050101,"과립제","경구","포",8.00000
M040385,"알긴산나트륨","Sodium Alginate",070101,"액상시럽제","경구","밀리리터",240.00000
M040385,"알긴산나트륨","Sodium Alginate",100101,"경구용현탁액제","경구","밀리리터",80.00000
M040385,"알긴산나트륨","Sodium Alginate",109801,"경구용액제","경구","밀리리터",240.00000
M040387,"알로푸리놀",Allopurinol,010101,"나정","경구","정",8.00000
M040394,"약용탄","Medicinal Carbon",010101,"나정","경구","정",8.00000
M040397,"에르고칼시페롤",Ergocalciferol,010201,"필름코팅정","경구","정",1.00000
M040397,"에르고칼시페롤",Ergocalciferol,020202,"연질캡슐제, 현탁상","경구","캡슐",2.00000
M040405,"에치닐에스트라디올","Ethinyl Estradiol",010301,"당의정","경구","정",2.00000
M040417,"에텐자미드",Ethenzamide,010101,"나정","경구","정",4.00000
M040417,"에텐자미드",Ethenzamide,010201,"필름코팅정","경구","정",4.00000
M040417,"에텐자미드",Ethenzamide,020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M040417,"에텐자미드",Ethenzamide,020201,"연질캡슐제, 액상","경구","캡슐",3.00000
M040417,"에텐자미드",Ethenzamide,050101,"과립제","경구","포",3.00000
M040421,"에피네프린",Epinephrine,210101,"용액주사제","정맥, 근육, 피하","",0.00000
M040421,"에피네프린",Epinephrine,210101,"용액주사제","피하, 근육, 정맥","",0.00000
M040421,"에피네프린",Epinephrine,450101,"정량흡입제, 용액제","경구","",0.00000
M040426,"염화나트륨","Sodium Chloride",060101,"산제","경구","포",3.00000
M040426,"염화나트륨","Sodium Chloride",060201,"용액용산제","경구","",0.00000
M040426,"염화나트륨","Sodium Chloride",109801,"경구용액제","경구","",0.00000
M040426,"염화나트륨","Sodium Chloride",109806,"관류제","","",0.00000
M040426,"염화나트륨","Sodium Chloride",109806,"관류제","기타","",0.00000
M040426,"염화나트륨","Sodium Chloride",109806,"관류제","눈","",0.00000
M040426,"염화나트륨","Sodium Chloride",109806,"관류제","외용","",0.00000
M040426,"염화나트륨","Sodium Chloride",109806,"관류제","외용, 체외","",0.00000
M040426,"염화나트륨","Sodium Chloride",109806,"관류제","체외","",0.00000
M040426,"염화나트륨","Sodium Chloride",210110,"주사용수액용용제","정맥","밀리리터",1000.00000
M040426,"염화나트륨","Sodium Chloride",210110,"주사용수액용용제","주사","밀리리터",1000.00000
M040426,"염화나트륨","Sodium Chloride",210114,"점비액제","코","",0.00000
M040426,"염화나트륨","Sodium Chloride",410101,"점안용액제","눈","",0.00000
M040426,"염화나트륨","Sodium Chloride",430101,"일반액상분무제","","",0.00000
M040426,"염화나트륨","Sodium Chloride",430101,"일반액상분무제","구강","",0.00000
M040426,"염화나트륨","Sodium Chloride",430101,"일반액상분무제","외용","",0.00000
M040426,"염화나트륨","Sodium Chloride",430101,"일반액상분무제","코","",0.00000
M040426,"염화나트륨","Sodium Chloride",450130,"혈액투석액제용농축물용산제","기타","",0.00000
M040426,"염화나트륨","Sodium Chloride",640201,"혈액투석제, 액제","기타","",0.00000
M040426,"염화나트륨","Sodium Chloride",640201,"혈액투석제, 액제","정맥","",0.00000
M040434,"염화아연","Zinc Chloride",210101,"용액주사제","정맥","밀리리터",10.00000
M040434,"염화아연","Zinc Chloride",210101,"용액주사제","주사, 정맥","밀리리터",10.00000
M040435,"염화암모늄","Ammonium Chloride",070101,"액상시럽제","경구","밀리리터",80.00000
M040438,"염화칼륨","Potassium Chloride",010201,"필름코팅정","경구","정",1.00000
M040438,"염화칼륨","Potassium Chloride",060101,"산제","경구","포",3.00000
M040438,"염화칼륨","Potassium Chloride",060201,"용액용산제","경구","",0.00000
M040438,"염화칼륨","Potassium Chloride",100601,"경구용유제","경구","밀리리터",2000.00000
M040438,"염화칼륨","Potassium Chloride",109806,"관류제","눈","",0.00000
M040438,"염화칼륨","Potassium Chloride",109806,"관류제","체외","",0.00000
M040438,"염화칼륨","Potassium Chloride",210113,"수액제","","",0.00000
M040438,"염화칼륨","Potassium Chloride",210113,"수액제","정맥","",0.00000
M040438,"염화칼륨","Potassium Chloride",410101,"점안용액제","눈","",0.00000
M040438,"염화칼륨","Potassium Chloride",430101,"일반액상분무제","","",0.00000
M040438,"염화칼륨","Potassium Chloride",430101,"일반액상분무제","구강","",0.00000
M040438,"염화칼륨","Potassium Chloride",430101,"일반액상분무제","외용","",0.00000
M040438,"염화칼륨","Potassium Chloride",450130,"혈액투석액제용농축물용산제","기타","",0.00000
M040438,"염화칼륨","Potassium Chloride",640201,"혈액투석제, 액제","정맥","",0.00000
M040439,"염화칼슘","Calcium Chloride",210113,"수액제","정맥","",0.00000
M040439,"염화칼슘","Calcium Chloride",450150,"밀폐제용산제","외용","",0.00000
M040439,"염화칼슘","Calcium Chloride",640101,"복막투석제, 액제","복강","",0.00000
M040442,"엽산","Folic Acid",010201,"필름코팅정","경구","정",1.00000
M040442,"엽산","Folic Acid",100601,"경구용유제","경구","밀리리터",2000.00000
M040442,"엽산","Folic Acid",210101,"용액주사제","정맥","바이알",1.00000
M040445,"오미자","Schisandra Fruit",010201,"필름코팅정","경구","정",6.00000
M040445,"오미자","Schisandra Fruit",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M040445,"오미자","Schisandra Fruit",109801,"경구용액제","경구","포",4.00000
M040451,"염산옥시코돈","Oxycodone Hydrochloride",010101,"나정","경구","정",12.00000
M040457,"요소",Urea,350101,"피부연고제","외용","",0.00000
M040457,"요소",Urea,360101,"피부크림제","외용","",0.00000
M040461,"요오드",Iodine,100405,"피부액제","외용","",0.00000
M040467,"요오드화나트륨","Sodium Iodide",410101,"점안용액제","눈","",0.00000
M040473,"요오드화칼륨","Potassium Iodide",010101,"나정","경구","정",4.00000
M040473,"요오드화칼륨","Potassium Iodide",010201,"필름코팅정","경구","정",1.00000
M040473,"요오드화칼륨","Potassium Iodide",020202,"연질캡슐제, 현탁상","경구","캡슐",2.00000
M040473,"요오드화칼륨","Potassium Iodide",210101,"용액주사제","정맥","밀리리터",10.00000
M040473,"요오드화칼륨","Potassium Iodide",210101,"용액주사제","주사, 정맥","밀리리터",10.00000
M040473,"요오드화칼륨","Potassium Iodide",410101,"점안용액제","눈","",0.00000
M040478,"우황","Cattle Gallstone",100101,"경구용현탁액제","경구","밀리리터",40.00000
M040478,"우황","Cattle Gallstone",100301,"틴크제","경구","밀리리터",48.00000
M040482,"원지","Polygala Root",080101,"연조엑스제","경구","회",3.00000
M040486,"육두구",Nutmeg,010201,"필름코팅정","경구","정",6.00000
M040486,"육두구",Nutmeg,060101,"산제","경구","포",3.00000
M040486,"육두구",Nutmeg,109801,"경구용액제","경구","",0.00000
M040488,"이노시톨",Inositol,010201,"필름코팅정","경구","정",2.00000
M040488,"이노시톨",Inositol,020202,"연질캡슐제, 현탁상","경구","캡슐",6.00000
M040488,"이노시톨",Inositol,109801,"경구용액제","경구","병",2.00000
M040498,"이소프로판올",Isopropanol,100405,"피부액제","외용","",0.00000
M040498,"이소프로판올",Isopropanol,990201,"약물이포함된거즈","외용","",0.00000
M040498,"이소프로판올",Isopropanol,990202,"약물이포함된면봉","외용","",0.00000
M040499,"이소프로필안티피린",Isopropylantipyrine,010101,"나정","경구","정",3.00000
M040508,"인도메타신",Indometacin,320101,"지지체가있는첩부제","외용","",0.00000
M040508,"인도메타신",Indometacin,360101,"피부크림제","외용","",0.00000
M040508,"인도메타신",Indometacin,370101,"피부용겔제","외용","",0.00000
M040508,"인도메타신",Indometacin,449900,"에어로솔, 미분류","외용","밀리리터",11.00000
M040512,"인산리보플라빈나트륨","Riboflavin Sodium Phosphate",100601,"경구용유제","경구","밀리리터",2000.00000
M040513,"인산일수소나트륨","Sodium Hydrogen Phosphate",990103,"관장제","항문","밀리리터",118.00000
M040523,"작약","Peony Root",010201,"필름코팅정","경구","정",6.00000
M040523,"작약","Peony Root",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
