CPNT_CD,DRUG_CPNT_KOR_NM,DRUG_CPNT_ENG_NM,FOML_CD,FOML_NM,DOSAGE_ROUTE_CODE,DAY_MAX_DOSG_QY_UNIT,DAY_MAX_DOSG_QY
M222973,"디펜히드라민염산염","Diphenhydramine Hydrochloride",370101,"피부용겔제","외용, 외용","",0.00000
M222973,"디펜히드라민염산염","Diphenhydramine Hydrochloride",430101,"일반액상분무제","외용","",0.00000
M222981,"딜라제프염산염수화물","Dilazep Hydrochloride Hydrate",010201,"필름코팅정","경구","정",6.00000
M222982,"딜티아젬염산염","Diltiazem Hydrochloride",010101,"나정","경구","정",6.00000
M222982,"딜티아젬염산염","Diltiazem Hydrochloride",010501,"서방정","경구","정",4.00000
M222982,"딜티아젬염산염","Diltiazem Hydrochloride",020301,"서방성캡슐제, 펠렛","경구","캡슐",2.00000
M222983,"라니티딘염산염","Ranitidine Hydrochloride",010201,"필름코팅정","","정",40.00000
M222983,"라니티딘염산염","Ranitidine Hydrochloride",010201,"필름코팅정","경구","정",80.00000
M222983,"라니티딘염산염","Ranitidine Hydrochloride",010201,"필름코팅정","경구, 경구","정",80.00000
M222985,"락트산칼슘","Calcium Lactate",010201,"필름코팅정","경구","정",4.00000
M222989,"레보티록신나트륨수화물","Levothyroxine Sodium Hydrate",010101,"나정","경구","정",16.00000
M222991,"레티놀팔미테이트","Retinol Palmitate",010201,"필름코팅정","경구","정",2.00000
M222991,"레티놀팔미테이트","Retinol Palmitate",020202,"연질캡슐제, 현탁상","경구","캡슐",6.00000
M222991,"레티놀팔미테이트","Retinol Palmitate",020202,"연질캡슐제, 현탁상","경구, 경구","캡슐",1.00000
M222991,"레티놀팔미테이트","Retinol Palmitate",410101,"점안용액제","눈","",0.00000
M222992,"로페라미드염산염","Loperamide Hydrochloride",010801,"추어블정(저작정)","경구","정",4.00000
M222992,"로페라미드염산염","Loperamide Hydrochloride",020101,"경질캡슐제, 산제","경구","캡슐",8.00000
M222994,"록시트로마이신",Roxithromycin,010101,"나정","경구","정",2.00000
M222994,"록시트로마이신",Roxithromycin,010201,"필름코팅정","","정",2.00000
M222994,"록시트로마이신",Roxithromycin,010201,"필름코팅정","경구","정",2.00000
M222994,"록시트로마이신",Roxithromycin,010201,"필름코팅정","피내","정",2.00000
M222994,"록시트로마이신",Roxithromycin,100101,"경구용현탁액제","경구","",0.00000
M222995,"리보플라빈부티레이트","Riboflavin Butyrate",010201,"필름코팅정","경구","정",6.00000
M222995,"리보플라빈부티레이트","Riboflavin Butyrate",010801,"추어블정(저작정)","경구","정",2.00000
M222995,"리보플라빈부티레이트","Riboflavin Butyrate",020202,"연질캡슐제, 현탁상","경구","캡슐",2.00000
M222996,"리보플라빈포스페이트나트륨","Riboflavin Sodium Phosphate",010801,"추어블정(저작정)","경구","정",4.00000
M222996,"리보플라빈포스페이트나트륨","Riboflavin Sodium Phosphate",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M222996,"리보플라빈포스페이트나트륨","Riboflavin Sodium Phosphate",020202,"연질캡슐제, 현탁상","경구","캡슐",1.00000
M222996,"리보플라빈포스페이트나트륨","Riboflavin Sodium Phosphate",210113,"수액제","정맥","",0.00000
M222998,"L-리신염산염","L-Lysine Hydrochloride",010201,"필름코팅정","경구","정",4.00000
M222998,"L-리신염산염","L-Lysine Hydrochloride",010801,"추어블정(저작정)","경구","정",8.00000
M222998,"L-리신염산염","L-Lysine Hydrochloride",020101,"경질캡슐제, 산제","경구","캡슐",4.00000
M222998,"L-리신염산염","L-Lysine Hydrochloride",109801,"경구용액제","경구","병",1.00000
M222998,"L-리신염산염","L-Lysine Hydrochloride",210101,"용액주사제","정맥","",0.00000
M222999,"리오티로닌나트륨","Liothyronine Sodium",010101,"나정","경구","정",2.00000
M223001,"린코마이신염산염수화물","Lincomycin Hydrochloride Hydrate",210101,"용액주사제","정맥","밀리리터",4.00000
M223001,"린코마이신염산염수화물","Lincomycin Hydrochloride Hydrate",210101,"용액주사제","정맥, 근육","밀리리터",4.00000
M223008,"메클리진염산염수화물","Meclizine Hydrochloride Hydrate",040502,"구강붕해필름","경구","매",2.00000
M223008,"메클리진염산염수화물","Meclizine Hydrochloride Hydrate",060101,"산제","경구","포",2.00000
M223013,"메토클로프라미드염산염수화물","Metoclopramide Hydrochloride Hydrate",210101,"용액주사제","근육, 정맥","밀리리터",6.00000
M223014,"메트포르민염산염","Metformin Hydrochloride",010201,"필름코팅정","경구","정",10.20000
M223014,"메트포르민염산염","Metformin Hydrochloride",010201,"필름코팅정","경구, 경구","정",2.00000
M223014,"메트포르민염산염","Metformin Hydrochloride",010501,"서방정","경구","정",4.00000
M223014,"메트포르민염산염","Metformin Hydrochloride",010502,"서방성필름코팅정","경구","정",4.00000
M223015,"DL-메티오닌",DL-Methionine,010101,"나정","경구","정",8.00000
M223015,"DL-메티오닌",DL-Methionine,010201,"필름코팅정","경구","정",8.00000
M223015,"DL-메티오닌",DL-Methionine,020202,"연질캡슐제, 현탁상","경구","캡슐",6.00000
M223020,"메틸에르고메트린말레산염","Methylergometrine Maleate",010301,"당의정","경구","정",8.00000
M223025,"메틸페니데이트염산염","Methylphenidate Hydrochloride",010101,"나정","경구","정",12.00000
M223025,"메틸페니데이트염산염","Methylphenidate Hydrochloride",010502,"서방성필름코팅정","경구","정",4.00000
M223025,"메틸페니데이트염산염","Methylphenidate Hydrochloride",020303,"경질캡슐제, 서방성장용성펠렛","경구","캡슐",6.00000
M223025,"메틸페니데이트염산염","Methylphenidate Hydrochloride",020402,"장용성캡슐제, 펠렛","경구","캡슐",16.00000
M223027,"메틸프레드니솔론",Methylprednisolone,010101,"나정","","정",40.00000
M223027,"메틸프레드니솔론",Methylprednisolone,010101,"나정","경구","정",40.00000
M223032,"멕실레틴염산염","Mexiletine Hydrochloride",020101,"경질캡슐제, 산제","경구","캡슐",10.00000
M223034,"모르핀황산염수화물","Morphine Sulfate Hydrate",010201,"필름코팅정","경구","정",12.00000
M223034,"모르핀황산염수화물","Morphine Sulfate Hydrate",010502,"서방성필름코팅정","경구","",0.00000
M223035,"무피로신칼슘수화물","Mupirocin Calcium Hydrate",350111,"비강연고","외용","",0.00000
M223035,"무피로신칼슘수화물","Mupirocin Calcium Hydrate",350111,"비강연고","외용, 코","",0.00000
M223035,"무피로신칼슘수화물","Mupirocin Calcium Hydrate",350111,"비강연고","코","",0.00000
M223036,"미노사이클린염산염","Minocycline Hydrochloride",350103,"구강용연고제","구강","",0.00000
M223036,"미노사이클린염산염","Minocycline Hydrochloride",350103,"구강용연고제","외용","",0.00000
M223039,"베르베린염화물수화물","Berberine Chloride Hydrate",010201,"필름코팅정","경구","정",6.00000
M223039,"베르베린염화물수화물","Berberine Chloride Hydrate",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M223039,"베르베린염화물수화물","Berberine Chloride Hydrate",020102,"경질캡슐제, 과립제","경구","캡슐",6.00000
M223040,"베르베린탄닌산염","Berberine Tannate",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M223040,"베르베린탄닌산염","Berberine Tannate",070101,"액상시럽제","경구","밀리리터",60.00000
M223042,"베타네콜염화물","Bethanechol Chloride",010101,"나정","","정",4.00000
M223042,"베타네콜염화물","Bethanechol Chloride",010101,"나정","경구","정",10.00000
M223043,"베타메타손발레레이트","Betamethasone Valerate",100405,"피부액제","외용","",0.00000
M223043,"베타메타손발레레이트","Betamethasone Valerate",360101,"피부크림제","","",0.00000
M223043,"베타메타손발레레이트","Betamethasone Valerate",360101,"피부크림제","외용","",0.00000
M223046,"벤세라지드염산염","Benserazide Hydrochloride",010101,"나정","경구","정",8.00000
M223049,"벤잘코늄염화물 액","Benzalkonium Chloride Solution",100405,"피부액제","외용","",0.00000
M223051,"벤제토늄염화물","Benzethonium Chloride",100405,"피부액제","외용","",0.00000
M223051,"벤제토늄염화물","Benzethonium Chloride",370101,"피부용겔제","외용","",0.00000
M223051,"벤제토늄염화물","Benzethonium Chloride",430101,"일반액상분무제","외용","",0.00000
M223051,"벤제토늄염화물","Benzethonium Chloride",610101,"가글제","구강","",0.00000
M223054,"벤조산나트륨카페인","Caffeine·Sodium Benzoate",050101,"과립제","경구","포",4.00000
M223057,"부틸스코폴라민브롬화물","Scopolamine Butylbromide",010201,"필름코팅정","경구","정",6.00000
M223057,"부틸스코폴라민브롬화물","Scopolamine Butylbromide",210101,"용액주사제","정맥, 근육, 피하","밀리리터",1.00000
M223057,"부틸스코폴라민브롬화물","Scopolamine Butylbromide",210101,"용액주사제","피하, 근육, 정맥","밀리리터",1.00000
M223062,"브롬헥신염산염","Bromhexine Hydrochloride",010101,"나정","경구","정",6.00000
M223062,"브롬헥신염산염","Bromhexine Hydrochloride",020201,"연질캡슐제, 액상","경구","캡슐",6.00000
M223064,"비스무트차질산염","Bismuth Subnitrate",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M223064,"비스무트차질산염","Bismuth Subnitrate",020102,"경질캡슐제, 과립제","경구","캡슐",6.00000
M223068,"빈크리스틴황산염","Vincristine Sulfate",210101,"용액주사제","정맥","",0.00000
M223068,"빈크리스틴황산염","Vincristine Sulfate",210402,"용액용동결건조분말주사제","정맥","",0.00000
M223069,"살부타몰황산염","Salbutamol Sulfate",010101,"나정","경구","정",3.00000
M223076,"세프라딘수화물","Cefradine Hydrate",020101,"경질캡슐제, 산제","경구","캡슐",16.00000
M223077,"수크랄페이트수화물","Sucralfate Hydrate",010201,"필름코팅정","","정",40.00000
M223077,"수크랄페이트수화물","Sucralfate Hydrate",010201,"필름코팅정","경구","정",80.00000
M223077,"수크랄페이트수화물","Sucralfate Hydrate",010201,"필름코팅정","경구, 경구","정",80.00000
M223081,"스코폴라민브롬화수소산염수화물","Scopolamine Hydrobromide Hydrate",010801,"추어블정(저작정)","경구","정",4.00000
M223081,"스코폴라민브롬화수소산염수화물","Scopolamine Hydrobromide Hydrate",020101,"경질캡슐제, 산제","경구","캡슐",3.00000
M223081,"스코폴라민브롬화수소산염수화물","Scopolamine Hydrobromide Hydrate",060101,"산제","경구","포",2.00000
M223083,"시메티콘",Simethicone,010201,"필름코팅정","경구","정",14.00000
M223083,"시메티콘",Simethicone,010603,"장용성당의정","경구","정",6.00000
M223083,"시메티콘",Simethicone,010801,"추어블정(저작정)","경구","정",4.00000
M223083,"시메티콘",Simethicone,010901,"구강붕해정","경구","매",8.00000
M223083,"시메티콘",Simethicone,020101,"경질캡슐제, 산제","경구","캡슐",3.00000
M223083,"시메티콘",Simethicone,020201,"연질캡슐제, 액상","","캡슐",3.00000
M223083,"시메티콘",Simethicone,020201,"연질캡슐제, 액상","경구","캡슐",3.00000
M223083,"시메티콘",Simethicone,020202,"연질캡슐제, 현탁상","경구","캡슐",3.00000
M223084,"시클로펜톨레이트염산염","Cyclopentolate Hydrochloride",410101,"점안용액제","눈","",0.00000
M223090,"시트르산수화물","Citric Acid Hydrate",050101,"과립제","경구","포",4.00000
M223090,"시트르산수화물","Citric Acid Hydrate",070101,"액상시럽제","경구","밀리리터",30.00000
M223090,"시트르산수화물","Citric Acid Hydrate",210101,"용액주사제","정맥","",0.00000
M223090,"시트르산수화물","Citric Acid Hydrate",450130,"혈액투석액제용농축물용산제","기타","",0.00000
M223090,"시트르산수화물","Citric Acid Hydrate",901001,"체외","기타","",0.00000
M223090,"시트르산수화물","Citric Acid Hydrate",901001,"체외","외용","",0.00000
M223091,"시프로플록사신염산염수화물","Ciprofloxacin Hydrochloride Hydrate",010201,"필름코팅정","","정",6.00000
M223091,"시프로플록사신염산염수화물","Ciprofloxacin Hydrochloride Hydrate",010201,"필름코팅정","경구","정",15.00000
M223091,"시프로플록사신염산염수화물","Ciprofloxacin Hydrochloride Hydrate",010504,"서방성다층정","경구","정",2.00000
M223091,"시프로플록사신염산염수화물","Ciprofloxacin Hydrochloride Hydrate",100103,"점이현탁액제","","",0.00000
M223091,"시프로플록사신염산염수화물","Ciprofloxacin Hydrochloride Hydrate",100103,"점이현탁액제","귀","",0.00000
M223091,"시프로플록사신염산염수화물","Ciprofloxacin Hydrochloride Hydrate",410101,"점안용액제","눈","",0.00000
M223094,"아로티놀롤염산염","Arotinolol Hydrochloride",010201,"필름코팅정","경구","정",6.00000
M223095,"L-아르기닌염산염","L-Arginine Hydrochloride",010201,"필름코팅정","경구","정",4.00000
M223095,"L-아르기닌염산염","L-Arginine Hydrochloride",109801,"경구용액제","경구","바이알",2.00000
M223095,"L-아르기닌염산염","L-Arginine Hydrochloride",210101,"용액주사제","정맥","",0.00000
M223095,"L-아르기닌염산염","L-Arginine Hydrochloride",210113,"수액제","정맥","",0.00000
M223098,"아목시실린수화물","Amoxicillin Hydrate",010201,"필름코팅정","","정",3.00000
M223098,"아목시실린수화물","Amoxicillin Hydrate",010201,"필름코팅정","경구","정",6.00000
M223098,"아목시실린수화물","Amoxicillin Hydrate",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M223098,"아목시실린수화물","Amoxicillin Hydrate",060501,"건조시럽제, 산제","","",0.00000
M223098,"아목시실린수화물","Amoxicillin Hydrate",060501,"건조시럽제, 산제","경구","",0.00000
M223098,"아목시실린수화물","Amoxicillin Hydrate",070201,"건조시럽용 과립제","경구","",0.00000
M223100,"아미노필린수화물","Aminophylline Hydrate",010101,"나정","경구","정",4.00000
M223100,"아미노필린수화물","Aminophylline Hydrate",010501,"서방정","경구","정",4.00000
M223100,"아미노필린수화물","Aminophylline Hydrate",210101,"용액주사제","정맥","",0.00000
M223101,"아미트리프틸린염산염","Amitriptyline Hydrochloride",010201,"필름코팅정","경구","정",30.00000
M223108,"아자티오프린",Azathioprine,010101,"나정","경구","",0.00000
M223108,"아자티오프린",Azathioprine,010201,"필름코팅정","경구","",0.00000
M223110,"아크리놀수화물","Acrinol Hydrate",010201,"필름코팅정","경구","정",6.00000
M223110,"아크리놀수화물","Acrinol Hydrate",020101,"경질캡슐제, 산제","경구","캡슐",4.00000
M223110,"아크리놀수화물","Acrinol Hydrate",020102,"경질캡슐제, 과립제","경구","캡슐",6.00000
M223110,"아크리놀수화물","Acrinol Hydrate",210411,"외용산제","외용","",0.00000
M223110,"아크리놀수화물","Acrinol Hydrate",320101,"지지체가있는첩부제","외용","",0.00000
M223111,"아트로핀황산염수화물","Atropine Sulfate Hydrate",210101,"용액주사제","정맥, 근육, 피하","",0.00000
M223118,"에날라프릴말레산염","Enalapril Maleate",010101,"나정","경구","정",8.00000
M223126,"에르고타민타르타르산염","Ergotamine Tartrate",010101,"나정","경구","정",6.00000
M223129,"에리트로마이신",Erythromycin,370101,"피부용겔제","외용","",0.00000
M223131,"에리트로마이신에스톨산염","Erythromycin Estolate",070101,"액상시럽제","경구","밀리리터",160.00000
M223135,"에스트라디올 발레레이트","Estradiol Valerate",010101,"나정","경구","정",1.00000
M223146,"에토숙시미드",Ethosuximide,020201,"연질캡슐제, 액상","경구","캡슐",4.00000
M223147,"에티닐에스트라디올","Ethinyl Estradiol",010101,"나정","경구","정",2.00000
M223147,"에티닐에스트라디올","Ethinyl Estradiol",010201,"필름코팅정","","정",1.00000
M223147,"에티닐에스트라디올","Ethinyl Estradiol",010201,"필름코팅정","경구","정",1.00000
M223147,"에티닐에스트라디올","Ethinyl Estradiol",010301,"당의정","경구","정",2.00000
M223155,"에페드린염산염","Ephedrine Hydrochloride",010101,"나정","경구","정",6.00000
M223155,"에페드린염산염","Ephedrine Hydrochloride",010201,"필름코팅정","경구","정",3.00000
M223155,"에페드린염산염","Ephedrine Hydrochloride",020105,"젤라틴코팅성경질캡슐제","경구, 경구","캡슐",6.00000
M223155,"에페드린염산염","Ephedrine Hydrochloride",109801,"경구용액제","경구","병",3.00000
M223155,"에페드린염산염","Ephedrine Hydrochloride",210101,"용액주사제","피하, 근육","밀리리터",2.00000
M223162,"옥시메타졸린염산염","Oxymetazoline Hydrochloride",210114,"점비액제","","",0.00000
M223162,"옥시메타졸린염산염","Oxymetazoline Hydrochloride",210114,"점비액제","코","",0.00000
M223162,"옥시메타졸린염산염","Oxymetazoline Hydrochloride",430101,"일반액상분무제","코","",0.00000
M223164,"옥시부프로카인염산염","Oxybuprocaine Hydrochloride",109801,"경구용액제","경구","밀리리터",10.00000
M223164,"옥시부프로카인염산염","Oxybuprocaine Hydrochloride",109801,"경구용액제","구강","밀리리터",10.00000
M223166,"옥시테트라사이클린염산염","Oxytetracycline Hydrochloride",410301,"안연고제","눈","",0.00000
M223167,"우르소데옥시콜산","Ursodeoxycholic Acid",010101,"나정","경구","정",9.00000
M223167,"우르소데옥시콜산","Ursodeoxycholic Acid",010201,"필름코팅정","경구","정",6.00000
M223167,"우르소데옥시콜산","Ursodeoxycholic Acid",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M223167,"우르소데옥시콜산","Ursodeoxycholic Acid",020103,"경질캡슐제, 정제","경구","캡슐",6.00000
M223167,"우르소데옥시콜산","Ursodeoxycholic Acid",020105,"젤라틴코팅성경질캡슐제","경구","캡슐",3.00000
M223167,"우르소데옥시콜산","Ursodeoxycholic Acid",020202,"연질캡슐제, 현탁상","경구","캡슐",3.00000
M223167,"우르소데옥시콜산","Ursodeoxycholic Acid",020402,"장용성캡슐제, 펠렛","경구","캡슐",2.00000
M223167,"우르소데옥시콜산","Ursodeoxycholic Acid",040101,"환제","경구","포",3.00000
M223167,"우르소데옥시콜산","Ursodeoxycholic Acid",109801,"경구용액제","경구","병",3.00000
M223168,"이미프라민염산염","Imipramine Hydrochloride",010201,"필름코팅정","경구","정",12.00000
M223170,"이소니아지드",Isoniazid,010101,"나정","경구","정",8.00000
M223170,"이소니아지드",Isoniazid,010201,"필름코팅정","경구","정",2.00000
M223170,"이소니아지드",Isoniazid,010301,"당의정","경구","정",6.00000
M223175,"이소프로테레놀염산염","Isoproterenol Hydrochloride",210101,"용액주사제","정맥, 근육, 피하","밀리리터",10.00000
M223176,"이펜프로딜타르타르산염","Ifenprodil Tartrate",010201,"필름코팅정","경구","정",3.00000
M223177,"이프라트로퓸브롬화물수화물","Ipratropium Bromide Hydrate",430101,"일반액상분무제","코","",0.00000
M223181,"카르테올롤염산염","Carteolol Hydrochloride",410101,"점안용액제","눈","",0.00000
M223183,"카페인무수물","Anhydrous Caffeine",010602,"장용성필름코팅정","경구","정",3.00000
M223183,"카페인무수물","Anhydrous Caffeine",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M223183,"카페인무수물","Anhydrous Caffeine",020102,"경질캡슐제, 과립제","경구","캡슐",3.00000
M223183,"카페인무수물","Anhydrous Caffeine",020105,"젤라틴코팅성경질캡슐제","경구, 경구","캡슐",6.00000
M223183,"카페인무수물","Anhydrous Caffeine",020201,"연질캡슐제, 액상","경구","캡슐",3.00000
M223183,"카페인무수물","Anhydrous Caffeine",050101,"과립제","경구","포",3.00000
M223183,"카페인무수물","Anhydrous Caffeine",210101,"용액주사제","정맥","",0.00000
M223184,"카페인수화물","Caffeine Hydrate",010101,"나정","경구","정",8.00000
M223184,"카페인수화물","Caffeine Hydrate",010201,"필름코팅정","경구","정",9.00000
M223184,"카페인수화물","Caffeine Hydrate",109801,"경구용액제","","병",1.00000
M223184,"카페인수화물","Caffeine Hydrate",109801,"경구용액제","경구","병",1.00000
M223186,"케타민염산염","Ketamine Hydrochloride",210101,"용액주사제","근육","",0.00000
M223186,"케타민염산염","Ketamine Hydrochloride",210101,"용액주사제","정맥, 근육","",0.00000
M223188,"코데인인산염수화물","Codeine Phosphate Hydrate",010101,"나정","경구","정",12.00000
M223188,"코데인인산염수화물","Codeine Phosphate Hydrate",020101,"경질캡슐제, 산제","경구","캡슐",12.00000
M223198,"클래리트로마이신",Clarithromycin,010201,"필름코팅정","","정",3.00000
M223198,"클래리트로마이신",Clarithromycin,010201,"필름코팅정","경구","정",6.00000
M223198,"클래리트로마이신",Clarithromycin,010502,"서방성필름코팅정","경구","정",2.00000
M223198,"클래리트로마이신",Clarithromycin,070201,"건조시럽용 과립제","경구","그램",28.19000
M223199,"클레마스틴푸마르산염","Clemastine Fumarate",010101,"나정","경구","정",2.00000
M223210,"클로르페네신카르바메이트","Chlorphenesin Carbamate",010101,"나정","경구","정",6.00000
M223211,"클로르페니라민말레산염","Chlorpheniramine Maleate",010101,"나정","경구","정",12.00000
M223211,"클로르페니라민말레산염","Chlorpheniramine Maleate",010301,"당의정","경구","정",3.00000
M223211,"클로르페니라민말레산염","Chlorpheniramine Maleate",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M223211,"클로르페니라민말레산염","Chlorpheniramine Maleate",020105,"젤라틴코팅성경질캡슐제","경구","캡슐",3.00000
M223211,"클로르페니라민말레산염","Chlorpheniramine Maleate",020105,"젤라틴코팅성경질캡슐제","경구, 경구","캡슐",6.00000
M223211,"클로르페니라민말레산염","Chlorpheniramine Maleate",050101,"과립제","경구","포",4.00000
M223211,"클로르페니라민말레산염","Chlorpheniramine Maleate",100405,"피부액제","외용","",0.00000
M223211,"클로르페니라민말레산염","Chlorpheniramine Maleate",210101,"용액주사제","정맥, 근육","밀리리터",10.00000
M223211,"클로르페니라민말레산염","Chlorpheniramine Maleate",210114,"점비액제","코","",0.00000
M223211,"클로르페니라민말레산염","Chlorpheniramine Maleate",370101,"피부용겔제","외용","",0.00000
M223211,"클로르페니라민말레산염","Chlorpheniramine Maleate",430101,"일반액상분무제","외용","",0.00000
M223211,"클로르페니라민말레산염","Chlorpheniramine Maleate",430101,"일반액상분무제","코","",0.00000
M223211,"클로르페니라민말레산염","Chlorpheniramine Maleate",440101,"포말에어로솔","외용","",0.00000
M223212,"d-클로르페니라민말레산염","D-Chlorpheniramine Maleate",010101,"나정","경구","정",8.00000
M223212,"d-클로르페니라민말레산염","D-Chlorpheniramine Maleate",010201,"필름코팅정","경구","정",8.00000
M223212,"d-클로르페니라민말레산염","D-Chlorpheniramine Maleate",020101,"경질캡슐제, 산제","경구","캡슐",6.00000
M223212,"d-클로르페니라민말레산염","D-Chlorpheniramine Maleate",040502,"구강붕해필름","경구","매",3.00000
M223216,"클로르프로마진염산염","Chlorpromazine Hydrochloride",010301,"당의정","경구","정",20.00000
M223220,"클로르헥시딘글루콘산염 액","Chlorhexidine Gluconate Solution",100405,"피부액제","","",0.00000
M223220,"클로르헥시딘글루콘산염 액","Chlorhexidine Gluconate Solution",100405,"피부액제","외용","",0.00000
M223220,"클로르헥시딘글루콘산염 액","Chlorhexidine Gluconate Solution",370101,"피부용겔제","외용","",0.00000
M223220,"클로르헥시딘글루콘산염 액","Chlorhexidine Gluconate Solution",990201,"약물이포함된거즈","외용","",0.00000
M223220,"클로르헥시딘글루콘산염 액","Chlorhexidine Gluconate Solution",990201,"약물이포함된거즈","체외","",0.00000
M223220,"클로르헥시딘글루콘산염 액","Chlorhexidine Gluconate Solution",990202,"약물이포함된면봉","","",0.00000
M223220,"클로르헥시딘글루콘산염 액","Chlorhexidine Gluconate Solution",990202,"약물이포함된면봉","외용","",0.00000
M223220,"클로르헥시딘글루콘산염 액","Chlorhexidine Gluconate Solution",990203,"약물이포함된스폰지","외용","",0.00000
M223221,"클로미펜시트르산염","Clomifene Citrate",010101,"나정","경구","정",2.00000
M223223,"클로미프라민염산염","Clomipramine Hydrochloride",010201,"필름코팅정","경구","정",1.00000
M223223,"클로미프라민염산염","Clomipramine Hydrochloride",020101,"경질캡슐제, 산제","경구","캡슐",15.00000
M223224,"클로베타솔프로피오네이트","Clobetasol Propionate",100201,"피부로션제","외용","",0.00000
M223224,"클로베타솔프로피오네이트","Clobetasol Propionate",100405,"피부액제","외용","",0.00000
M223224,"클로베타솔프로피오네이트","Clobetasol Propionate",109808,"샴푸","외용","",0.00000
M223224,"클로베타솔프로피오네이트","Clobetasol Propionate",210210,"피부현탁액제","","",0.00000
M223224,"클로베타솔프로피오네이트","Clobetasol Propionate",210210,"피부현탁액제","외용","",0.00000
M223224,"클로베타솔프로피오네이트","Clobetasol Propionate",350101,"피부연고제","외용","",0.00000
M223224,"클로베타솔프로피오네이트","Clobetasol Propionate",360101,"피부크림제","외용","",0.00000
M223228,"클린다마이신포스페이트","Clindamycin Phosphate",100405,"피부액제","경구","",0.00000
M223228,"클린다마이신포스페이트","Clindamycin Phosphate",100405,"피부액제","외용","",0.00000
M223228,"클린다마이신포스페이트","Clindamycin Phosphate",370101,"피부용겔제","외용","",0.00000
M223230,"테스토스테론에난테이트","Testosterone Enanthate",210101,"용액주사제","근육","앰플",1.00000
M223235,"테트라사이클린염산염","Tetracycline Hydrochloride",020101,"경질캡슐제, 산제","정맥","캡슐",4.00000
M223237,"테트라히드로졸린염산염","Tetrahydrozoline Hydrochloride",410101,"점안용액제","눈","",0.00000
M223237,"테트라히드로졸린염산염","Tetrahydrozoline Hydrochloride",410201,"현탁액점안제","눈","",0.00000
M223239,"토코페롤숙시네이트칼슘","Tocopherol Calcium Succinate",010201,"필름코팅정","경구","정",4.00000
M223239,"토코페롤숙시네이트칼슘","Tocopherol Calcium Succinate",010301,"당의정","경구","정",3.00000
M223240,"토코페롤아세테이트","Tocopherol Acetate",010801,"추어블정(저작정)","경구","정",4.00000
M223240,"토코페롤아세테이트","Tocopherol Acetate",020105,"젤라틴코팅성경질캡슐제","경구","캡슐",3.00000
M223240,"토코페롤아세테이트","Tocopherol Acetate",020202,"연질캡슐제, 현탁상","경구","캡슐",9.00000
M223240,"토코페롤아세테이트","Tocopherol Acetate",020202,"연질캡슐제, 현탁상","경구, 경구","캡슐",1.00000
M223240,"토코페롤아세테이트","Tocopherol Acetate",050101,"과립제","경구","회",2.00000
M223240,"토코페롤아세테이트","Tocopherol Acetate",100201,"피부로션제","외용","",0.00000
M223240,"토코페롤아세테이트","Tocopherol Acetate",320101,"지지체가있는첩부제","기타","",0.00000
M223240,"토코페롤아세테이트","Tocopherol Acetate",320101,"지지체가있는첩부제","외용","",0.00000
M223240,"토코페롤아세테이트","Tocopherol Acetate",340102,"치약","구강","",0.00000
M223240,"토코페롤아세테이트","Tocopherol Acetate",350101,"피부연고제","외용","",0.00000
M223240,"토코페롤아세테이트","Tocopherol Acetate",350112,"직장용연고제","항문, 외용","",0.00000
M223240,"토코페롤아세테이트","Tocopherol Acetate",360101,"피부크림제","외용","",0.00000
M223240,"토코페롤아세테이트","Tocopherol Acetate",370101,"피부용겔제","외용","",0.00000
M223240,"토코페롤아세테이트","Tocopherol Acetate",370112,"치과용겔제","경구","",0.00000
M223240,"토코페롤아세테이트","Tocopherol Acetate",370112,"치과용겔제","구강","",0.00000
M223240,"토코페롤아세테이트","Tocopherol Acetate",410101,"점안용액제","눈","",0.00000
M223248,"트리메타지딘염산염","Trimetazidine Hydrochloride",010201,"필름코팅정","경구","정",3.00000
M223248,"트리메타지딘염산염","Trimetazidine Hydrochloride",010502,"서방성필름코팅정","경구","정",2.00000
M223248,"트리메타지딘염산염","Trimetazidine Hydrochloride",010502,"서방성필름코팅정","경구, 경구","정",2.00000
M223249,"트리메토퀴놀염산염수화물","Trimetoquinol Hydrochloride Hydrate",020105,"젤라틴코팅성경질캡슐제","경구","캡슐",3.00000
M223249,"트리메토퀴놀염산염수화물","Trimetoquinol Hydrochloride Hydrate",020201,"연질캡슐제, 액상","경구","캡슐",3.00000
M223249,"트리메토퀴놀염산염수화물","Trimetoquinol Hydrochloride Hydrate",050101,"과립제","경구","포",4.00000
M223254,"티몰",Thymol,100405,"피부액제","외용","",0.00000
M223254,"티몰",Thymol,320101,"지지체가있는첩부제","외용","",0.00000
M223254,"티몰",Thymol,320102,"지지체가없는첩부제","외용","",0.00000
M223254,"티몰",Thymol,330101,"카타플라스마제","외용","",0.00000
M223254,"티몰",Thymol,449900,"에어로솔, 미분류","외용","",0.00000
M223258,"티아민염산염","Thiamine Hydrochloride",010201,"필름코팅정","경구","정",9.00000
