TYPE_NAME,ITEM_SEQ,ITEM_NAME,ITEM_PERMIT_DATE,FORM_CODE_NAME,ENTP_NAME,CHART,CLASS_CODE,CLASS_NAME,ETC_OTC_NAME,MIX,MAIN_INGR,PROHBT_CONTENT,REMARK,CHANGE_DATE,BIZRNO
"분할주의",199000622,"비카린정(수출용)",1990November7th,"장용성필름코팅정","(주)마더스제약","연녹색 원형의 장용성 필름코팅정",02380,"하제, 완장제","일반의약품","복합","[M081393]센나열매가루/[M081899]센나엽가루/[M081910]센나열매엑스/[M050687]비사코딜","분할불가","",20141222,3128629302
"분할주의",199000893,"무노발정5밀리그람(펠로디핀)",1990August13th,"서방성필름코팅정","(주)한독","연분홍색의 원형 제피정임.",02140,"혈압강하제","전문의약품","단일","[M283836]펠로디핀(미분화)","분할불가","",20200622,2208100530
"분할주의",199000983,"카마제핀씨알정200밀리그램(카르바마제핀)",1990February10th,"서방성필름코팅정","명인제약(주)","주황색의 장방형 서방성 필름코팅정",01130,"항전간제","전문의약품","단일","[M040569]카르바마제핀","분할 불가","",20250818,1248118673
"분할주의",199001012,"보령아스트릭스캡슐100밀리그람(아스피린)",1990August29th,"장용성캡슐제, 펠렛","(주)보령","이 약은 흰색의 장용피 구형입자가 든 상하주황색의 투명한 경질캡슐.",02190,"기타의 순환계용약","일반의약품","단일","[M110299]아스피린 장용과립","분할불가","",20250415,2088100281
"분할주의",199001352,"오르필서방정300밀리그램(발프로산나트륨)",1990March14th,"서방성필름코팅정","부광약품(주)","흰색, 원형의 필름코팅된 서방정",01130,"항전간제","전문의약품","단일","[M070676]발프로산나트륨","분할불가","",20260511,1188100450
"분할주의",199002097,"엘로톤서방캡슐50밀리그램(이소소르비드일질산염서방과립)",1990September29th,"서방성캡슐제, 펠렛","현대약품(주)","백색의 소립구가 든 상부 하늘색, 하부 백색의 경질 캡슐제",02170,"혈관확장제","전문의약품","단일","[M270002]이소소르비드일질산염서방과립","분할불가","",20191219,1308100988
"분할주의",199002351,"스티라제정(수출명:판레틴정,PANRETINE Tablets,TILASE tab.Keisine Tab.)(수출용)",1990February21st,"장용성필름코팅정","삼익제약(주)","연녹색 장용성의 타원형 필름코팅정제",02330,"건위소화제","일반의약품","복합","[M040678]판크레아틴/[M223083]시메티콘","분할불가","",20200402,1228113217
"분할주의",199101166,"에필렙톨씨알정(카르바마제핀)",1991October24th,"서방성필름코팅정","환인제약(주)","황색내지 등황색의 타원형 필름코팅정제",01130,"항전간제","전문의약품","단일","[M040569]카르바마제핀","분할 불가","",20250818,2158136171
"분할주의",199102335,"카덱신정(디클로페낙나트륨)(수출용)",1991June19th,"장용성필름코팅정","위더스제약(주)","주황색의 원형 장용피정",01140,"해열.진통.소염제","전문의약품","단일","[M050288]디클로페낙나트륨","분할불가","",20260220,1258522182
"분할주의",199102473,"하원디클로페낙정25밀리그람(수출용)",1991December23rd,"장용성필름코팅정","(주)하원제약","황색의 원형 장용피정",01140,"해열.진통.소염제","전문의약품","단일","[M050288]디클로페낙나트륨","분할불가","",20260220,1258101840
"분할주의",199102609,"카르마인씨알정(카르바마제핀)",1991June15th,"서방성필름코팅정","명문제약(주)","이 약은 베이지-오렌지색의 분할가능한 캡슐모양의 제피정이다",01130,"항전간제","전문의약품","단일","[M040569]카르바마제핀","분할 불가","",20250818,1248135615
"분할주의",199200236,"오엠피정20밀리그램(오메프라졸)",1992November30th,"장용성필름코팅정","(주)종근당","주황색의 원형장용필름코팅정제",02320,"소화성궤양용제","전문의약품","단일","[M083698]오메프라졸","분할불가","",20240327,3128560679
"분할주의",199200354,"스피자임정",1992July31st,"장용성필름코팅정","(주)에이프로젠바이오로직스","장방형의 장용피를 한 연녹색의 필름코팅정",02330,"건위소화제","일반의약품","복합","[M040678]판크레아틴/[M100297]셀룰라제/[M268886]우담즙건조엑스/[M227778]디메티콘","분할불가","",20250428,2188100518
"분할주의",199200407,"트리티코서방정75밀리그람(트라조돈염산염)",1992July31st,"서방정","국제약품(주)","백색의 장방형 서방형 정제",01170,"정신신경용제","전문의약품","단일","[M246553]트라조돈염산염","분할 불가","",20150130,2078100309
"분할주의",199200653,"포리부틴서방정(트리메부틴말레산염)",1992January30th,"서방성필름코팅정","삼일제약(주)","흰색의 장방형 필름코팅정제",02390,"기타의 소화기관용약","전문의약품","단일","[M252787]트리메부틴말레산염","분할불가","",20260327,1348500765
"분할주의",199200869,"딜테란서방캡슐(딜티아젬아시딕폴리머콤플렉스)",1992July16th,"서방성캡슐제, 펠렛","알보젠코리아(주)","상,하 흰색의 경질 캡슐에 흰색 또는 회백색의 구형과립이 들어있는 서방성 캡슐",02170,"혈관확장제","전문의약품","단일","[M081095]딜티아젬아시딕폴리머콤플렉스","분할불가","",20240319,2158121950
"분할주의",199200870,"딜테란서방캡슐180밀리그램(딜티아젬아시딕폴리머콤플렉스)",1992July16th,"서방성캡슐제, 펠렛","알보젠코리아(주)","상, 하 미황색의 경질캡슐에 흰색 또는 회백색의 구형 과립이 들어있는 서방성 캡슐",02170,"혈관확장제","전문의약품","단일","[M081095]딜티아젬아시딕폴리머콤플렉스","분할불가","",20240319,2158121950
"분할주의",199201154,"토파제정",1992August25th,"장용성필름코팅정","(주)메디카코리아","(내수용) 장방형의 장용피를 한 연녹색의 필름코팅정(수출용) 연두색의 장방형 장용피를 한 당의정이다",02330,"건위소화제","일반의약품","복합","[M040678]판크레아틴/[M227778]디메티콘/[M273864]우담즙 건조엑스/[M100297]셀룰라제/[M040678]판크레아틴/[M100297]셀룰라제/[M273864]우담즙 건조엑스/[M227778]디메티콘","분할불가","",20250507,1208165228
"분할주의",199201508,"판티라제정(수출명:판티라스-케이정)(수출용)",1992October27th,"장용성당의정","대원제약(주)","내수용 : 흰색의 장방형 필름코팅정수출용 : 장용피를 한 흰색의 장방형 당의정",02330,"건위소화제","일반의약품","복합","[M040678]판크레아틴/[M100297]셀룰라제/[M227778]디메티콘/[M268886]우담즙건조엑스/[M040678]판크레아틴/[M268886]우담즙건조엑스/[M227778]디메티콘/[M100297]셀룰라제/[M040678]판크레아틴/[M268886]우담즙건조엑스/[M227778]디메티콘/[M100297]셀룰라제","분할불가","",20250218,2078136336
"분할주의",199301180,"카마제핀씨알정300밀리그램(카르바마제핀)",1993February3rd,"서방성필름코팅정","명인제약(주)","흰색의 장방형 서방성 필름코팅정",01130,"항전간제","전문의약품","단일","[M040569]카르바마제핀","분할 불가","",20250818,1248118673
"분할주의",199301967,"디제스탈정(수출용)",1993February16th,"장용성필름코팅당의정","대화제약(주)","장방형의 장용피를 한 녹색 당의정",02330,"건위소화제","일반의약품","복합","[M040678]판크레아틴/[M051173]우담즙엑스/[M227778]디메티콘/[M051916]헤미셀룰라제","분할불가","",20150731,1338122322
"분할주의",199301972,"레틸론정50밀리그람(디클로페낙나트륨)(수출용)(수출명:디클로페낙50)",1993February23rd,"장용정","대화제약(주)","주황색의 원형장용정",01140,"해열.진통.소염제","전문의약품","단일","[M050288]디클로페낙나트륨","분할불가","",20260220,1338122322
"분할주의",199302061,"듀오락스정",1993April21st,"장용성필름코팅정","영일제약(주)","황색의 원형 장용성필름코팅정",02380,"하제, 완장제","일반의약품","복합","[M050687]비사코딜/[M081950]도큐세이트나트륨","분할불가","",20250520,3018106847
"분할주의",199302106,"속엔쿨정",1993November30th,"장용성필름코팅정","경동제약(주)","장방형의 장용피를 한 연녹색의 필름코팅정",02330,"건위소화제","일반의약품","복합","[M040678]판크레아틴/[M100297]셀룰라제/[M268886]우담즙건조엑스/[M227778]디메티콘","분할불가","",20250424,1248135518
"분할주의",199302187,"오메드정20밀리그램(오메프라졸)",1993September20th,"장용성필름코팅정","에스케이케미칼(주)","연회색의 원형 장용제피정제",02320,"소화성궤양용제","전문의약품","단일","[M083698]오메프라졸","분할불가","",20251212,8468100915
"분할주의",199302512,"파밀라제정",1993May3rd,"장용정","알파제약(주)","연두색의 장방형 장용정(수출용:백색의 장방형 장용정)",02330,"건위소화제","일반의약품","복합","[M040678]판크레아틴/[M273864]우담즙 건조엑스/[M227778]디메티콘/[M100297]셀룰라제/[M040678]판크레아틴/[M273864]우담즙 건조엑스/[M060026]디메치콘/[M100297]셀룰라제","분할불가","",20141120,1398108124
"분할주의",199302859,"유영딜티아젬서방정90밀리그램(딜티아젬염산염)(수출용)",1993March27th,"서방정","(주)유영제약","백색의 서방성 원형정제",02170,"혈관확장제","전문의약품","단일","[M222982]딜티아젬염산염","분할불가","",20240319,3018109728
"분할주의",199400095,"헤르벤서방캡슐180밀리그램(딜티아젬염산염)",1994March18th,"서방성캡슐제, 펠렛","에이치케이이노엔(주)","이약은 흰색의 과립을 충진한 흰색의 경질캡슐제이다",02170,"혈관확장제","전문의약품","단일","[M222982]딜티아젬염산염","분할불가","",20240319,2018638914
"분할주의",199400392,"소멕스정(칼리디노게나제)",1994December1st,"장용성필름코팅정","(주)셀트리온제약","흰색의 원형 장용성 필름코팅정",02190,"기타의 순환계용약","전문의약품","단일","[M082140]칼리디노게나제","분할불가","",20230228,2148671641
"분할주의",199400448,"건일로딘서방정600밀리그램(미분화에토돌락)",1994April28th,"서방성필름코팅정","건일제약(주)","밝은 회색의 장방형 필름코팅정",01140,"해열.진통.소염제","전문의약품","단일","[M257127]미분화에토돌락","분할불가","",20241224,3128106060
"분할주의",199400513,"레미코트서방성캡슐1밀리그램(에메다스틴푸마르산염서방성과립)",1994March31st,"서방성캡슐제, 펠렛","코오롱제약(주)","백색의 과립으로 충진된 상의 백색 불투명, 하의 무색투명한 경질 캅셀",01410,"항히스타민제","전문의약품","단일","[M251127]에메다스틴푸마르산염서방성과립","분할불가","",20131224,3068507363
"분할주의",199400514,"레미코트서방성캡슐2밀리그램(에메다스틴푸마르산염서방성과립)",1994March31st,"서방성캡슐제, 펠렛","코오롱제약(주)","백색의 과립으로 충진된 상의 주황색, 하의 무색의 경질 캡슐제",01410,"항히스타민제","전문의약품","단일","[M251127]에메다스틴푸마르산염서방성과립","분할불가","",20131224,3068507363
"분할주의",199400532,"비코그린정(수출용)",1994July6th,"장용성당의정","코오롱제약(주)","엷은 녹색의 원형 장용성 당의정",02380,"하제, 완장제","일반의약품","복합","[M040481]울금/[M050543]백굴채/[M084964]알로에카펜시스/[M080745]노회엑스/[M050438]센나엽엑스/[M070153]대황엑스/[M257637]프랑굴랑피엑스/[M050687]비사코딜","분할불가","",20140418,3068507363
