TYPE_NAME,ITEM_SEQ,ITEM_NAME,ITEM_PERMIT_DATE,FORM_CODE_NAME,ENTP_NAME,CHART,CLASS_CODE,CLASS_NAME,ETC_OTC_NAME,MIX,MAIN_INGR,PROHBT_CONTENT,REMARK,CHANGE_DATE,BIZRNO
"분할주의",200100602,"록사틴서방캡슐(록사티딘아세테이트염산염)",2001May17th,"서방성캡슐제, 펠렛","코오롱제약(주)","백색의 과립이 들어 있는 상부 녹색, 하부 백색의 경질캡슐",02320,"소화성궤양용제","전문의약품","단일","[M241476]록사티딘아세테이트염산염","분할불가","",20240911,3068507363
"분할주의",200101027,"디스그렌장용과립캡슐(트리플루살)(수출용)",2001April2nd,"장용성캡슐제, 펠렛","명인제약(주)","백색의 장용성 과립이 충전된 상하부 백색의 경질캡슐제",02190,"기타의 순환계용약","전문의약품","단일","[M220422]트리플루살장용성과립","분할불가","",20191106,1248118673
"분할주의",200101029,"푸로롤200서방정(호박산메토프로롤)(수출용)",2001June2nd,"서방성필름코팅정","명인제약(주)","백색타원형의 필름코팅정",02190,"기타의 순환계용약","전문의약품","단일","[M094172]호박산메토프로롤","분할가능","전체 또는 1/2정을 복용시 씹거나 부수지 말고 그대로 삼켜야함",20191028,1248118673
"분할주의",200101039,"푸로롤100서방정(메토프롤롤숙신산염)(수출용)",2001June2nd,"서방성필름코팅정","명인제약(주)","백색원형의 필름코팅정",02190,"기타의 순환계용약","전문의약품","단일","[M111248]메토프롤롤숙신산염","분할가능","전체 또는 1/2정을 복용시 씹거나 부수지 말고 그대로 삼켜야함",20240221,1248118673
"분할주의",200103537,"베아로제정",2001December14th,"장용성필름코팅정","한솔신약(주)","연녹색의 장방형 장용성 필름코팅정",02330,"건위소화제","일반의약품","복합","[M040678]판크레아틴/[M100297]셀룰라제/[M268886]우담즙건조엑스/[M227778]디메티콘","분할불가","",20251106,3038114421
"분할주의",200103703,"세플러서방정500밀리그람(세파클러수화물)(수출용)",2001February3rd,"서방성필름코팅정","대한뉴팜(주)","연한청색의 장방형 필름코팅 서방정",06180,"주로 그람양성, 음성균에 작용하는 것","전문의약품","단일","[M222859]세파클러수화물","분할불가","",20200903,2298110729
"분할주의",200103709,"트로나제정(수출명:BurotazenTab.,TronaselTab.)",2001February23rd,"장용성필름코팅정","대한뉴팜(주)","(내수용) 연녹색의 원형 장용성 필름코팅정(수출용1) 백색의 원형 장용성 당의정(수출용2) 흰색의 원형 필름코팅정",03950,"효소제제","일반의약품","복합","[M051649]결정트립신/[M095415]브로멜라인/[M051649]결정트립신/[M095415]브로멜라인/[M095415]브로멜라인/[M051649]결정트립신","분할불가","",20250102,2298110729
"분할주의",200108384,"디트루시톨SR캡슐2밀리그람(톨터로딘-L-타르타르산염)",2006September11th,"서방성캡슐제, 펠렛","비아트리스코리아(주)","유백색의 과립이 든 상하부 청녹색의 캡슐",02590,"기타의 비뇨생식기관 및 항문용약","전문의약품","단일","[M256407]톨터로딘-L-타르타르산염","분할불가","",20250916,3158601434
"분할주의",200108429,"아스피린프로텍트정100밀리그람",2001September21st,"장용성필름코팅정","바이엘코리아(주)","한쪽 면에 BAYER 식별이 있고, 다른 한쪽 면에는 식별이 없는 흰색의 원형 장용 필름코팅정",02190,"기타의 순환계용약","일반의약품","단일","[M040355]아스피린","분할불가","",20260306,1208100467
"분할주의",200108760,"레스콜엑스엘서방정(플루바스타틴나트륨)",2001April20th,"서방성필름코팅정","한국노바티스(주)","황색의 원형 필름 코팅 서방정",02180,"동맥경화용제","전문의약품","단일","[M214128]플루바스타틴나트륨","분할불가","",20250211,1168105478
"분할주의",200110048,"뉴부틴서방정(트리메부틴말레산염)",2001October19th,"서방성필름코팅정","한국유나이티드제약(주)","흰색의 장방형 서방성 필름코팅정제",02390,"기타의 소화기관용약","전문의약품","단일","[M252787]트리메부틴말레산염","분할불가","",20260327,3078105244
"분할주의",200200152,"뉴로패시드오디정600밀리그램(티옥트산)",2002April3rd,"서방성필름코팅정","(주)종근당","황색의 장방형 필름코팅 정제",03990,"따로 분류되지 않는 대사성 의약품","전문의약품","단일","[M250701]티옥트산","분할불가","",20200109,3128560679
"분할주의",200200229,"모노맥스서방정(이소소르비드-5-모노니트레이트)(수출용)",2002December21st,"서방정","(주)유유제약","미황색의 장방형 정제",02170,"혈관확장제","전문의약품","단일","[M098218]이소소르비드5모노니트레이트몬탄글리콜왁스혼합물40%","분할불가","",20101221,1238101790
"분할주의",200200322,"란스터캡슐(란소프라졸)",2002December18th,"장용성캡슐제, 펠렛","국제약품(주)","흰색~엷은 갈색의 과립을 충전한 상하 흰색의 경질캡슐제",02320,"소화성궤양용제","전문의약품","단일","[M091244]란소프라졸과립","분할불가","",20240913,2078100309
"분할주의",200200373,"한올란소프라졸캡슐(수출용)",2002May22nd,"경질캡슐제, 장용성과립제","한올바이오파마(주)","백색-엷은 갈색의 과립을 충전한 상하백색의 경질캅셀제",02320,"소화성궤양용제","전문의약품","단일","[M091244]란소프라졸과립","분할불가","",20240327,3068105479
"분할주의",200200414,"생장환에스정",2002July26th,"장용성필름코팅정","정우신약(주)","녹색의 원형 장용성 필름코팅정제",02380,"하제, 완장제","일반의약품","복합","[M081950]도큐세이트나트륨/[M081899]센나엽가루/[M237598]Tinnevelly 센나열매가루/[M050687]비사코딜","분할불가","",20250830,1048158517
"분할주의",200200662,"세토펜8시간이알서방정(아세트아미노펜)",2002May31st,"서방성필름코팅정","삼아제약(주)","흰색의 장방형 필름코팅 정제",01140,"해열.진통.소염제","일반의약품","단일","[M040353]아세트아미노펜","분할불가","",20251110,1388105823
"분할주의",200200709,"큐라졸캅셀(오메프라졸)(수출명:노티졸캡슐,보파얼서프라졸캡슐)",2002March20th,"장용성캡슐제, 펠렛","알리코제약(주)","백색내지 옅은 다갈색의 장용성과립이 충진된 상부 적갈색, 하부 분홍색의 경질캅셀",02320,"소화성궤양용제","전문의약품","단일","[M083697]오메프라졸장용성과립","분할불가","",20240327,1348115033
"분할주의",200200734,"영진아스피린장용정",2002August1st,"장용성필름코팅정","영진약품(주)","백색의 장용제피정",02190,"기타의 순환계용약","일반의약품","단일","[M040355]아스피린","분할불가","",20250415,2188100352
"분할주의",200200775,"무노발정2.5밀리그람(펠로디핀)",2002March5th,"서방성필름코팅정","(주)한독","양면이 볼록한 황색의 원형제피정",02140,"혈압강하제","전문의약품","단일","[M283836]펠로디핀(미분화)","분할불가","",20200622,2208100530
"분할주의",200200852,"다이제스트정",2002September6th,"장용성필름코팅정","(주)마더스제약","연녹색의 장방형 장용성 필름코팅정",02330,"건위소화제","일반의약품","복합","[M040678]판크레아틴/[M100297]셀룰라제/[M273864]우담즙 건조엑스/[M227778]디메티콘","분할불가","",20260414,3128629302
"분할주의",200201482,"타세놀8시간이알서방정(아세트아미노펜)",2002August16th,"서방성필름코팅정","부광약품(주)","흰색의 장방형 필름코팅정제이다.",01140,"해열.진통.소염제","일반의약품","단일","[M040353]아세트아미노펜/[M040353]아세트아미노펜","분할불가","",20251110,1188100450
"분할주의",200201879,"세파클린서방정(세파클러수화물)(수출명:FaclerinSRTab.)",2002September10th,"서방성필름코팅정","경동제약(주)","청색의 장방형 서방정제",06180,"주로 그람양성, 음성균에 작용하는 것","전문의약품","단일","[M222859]세파클러수화물","분할불가","",20191112,1248135518
"분할주의",200202118,"하이드로핀정(펠로디핀)",2002July9th,"서방성필름코팅정","미래바이오제약(주)","연분홍색의 원형필름코팅정이다",02140,"혈압강하제","전문의약품","단일","[M084735]펠로디핀","분할불가","",20200622,1258139744
"분할주의",200202847,"티메롤8시간이알서방정(아세트아미노펜)",2002November14th,"서방성필름코팅정","(주)서울제약","흰색의 장방형 필름코팅정제",01140,"해열.진통.소염제","일반의약품","단일","[M040353]아세트아미노펜/[M040353]아세트아미노펜","분할불가","",20251110,1338130405
"분할주의",200202873,"엔시드8시간이알서방정650mg(아세트아미노펜)",2002December4th,"서방성필름코팅정","한림제약(주)","흰색의 장방형 필름코팅정",01140,"해열.진통.소염제","일반의약품","단일","[M040353]아세트아미노펜/[M040353]아세트아미노펜","분할불가","",20251110,1358102638
"분할주의",200209716,"데파코트서방정500밀리그램(디발프로엑스나트륨)",2002February28th,"서방성필름코팅정","한국애보트(유)","회색의 타원형 서방성 정제",01130,"항전간제","전문의약품","단일","[M082087]디발프로엑스나트륨","분할불가","",20260305,1208154740
"분할주의",200210756,"란스톤캡슐15밀리그램(란소프라졸과립)",2002February27th,"경질캡슐제, 장용성과립제","제일약품(주)","이 약은 백색내지 엷은 갈색을 띠는 백색의 과립을 백색의 캡슐에 충진한 경질캡슐제이다.",02320,"소화성궤양용제","전문의약품","단일","[M091244]란소프라졸과립","분할불가","",20240913,2428500620
"분할주의",200300026,"록사겐캡슐(염산록사티딘아세테이트)",2003July28th,"서방성캡슐제, 펠렛","신풍제약(주)","흰색의 서방형 과립이 들어있는 상부 연두색, 하부 흰색의 경질캡슐제",02320,"소화성궤양용제","전문의약품","단일","[M258753]록사티딘아세테이트염산염 과립45.45%","분할불가","",20210204,1348103819
"분할주의",200300253,"엘디핀지속정(펠로디핀)",2003November13th,"서방성필름코팅정","국제약품(주)","분홍색의 원형 필름코팅정제",02140,"혈압강하제","전문의약품","단일","[M084735]펠로디핀","분할불가","",20200622,2078100309
"분할주의",200300431,"록사틴서방형캡슐37.5mg(록사티딘아세테이트염산염)",2003November14th,"서방성캡슐제, 펠렛","코오롱제약(주)","백색의 과립이 들어있는 상.하부 백색의 경질캡슐",02320,"소화성궤양용제","전문의약품","단일","[M241476]록사티딘아세테이트염산염","분할불가","",20240911,3068507363
"분할주의",200300589,"모트릭에스알서방정(트리메부틴말레산염)",2003November26th,"서방성필름코팅정","삼아제약(주)","상층은 연녹색이고, 하층은 흰색내지 유백색인 타원형 필름코팅 이중정",02390,"기타의 소화기관용약","전문의약품","단일","[M252787]트리메부틴말레산염/[M252787]트리메부틴말레산염","분할불가","",20260327,1388105823
"분할주의",200300612,"브립신정(수출용)",2003June12th,"장용성당의정","알리코제약(주)","수출용 1: 흰색의 원형 장용성 당의정, 수출용 2: 흰색의 원형 장용성 필름코팅정, 수출용 3: 흰색의 원형 필름코팅정",03950,"효소제제","일반의약품","복합","[M095415]브로멜라인/[M051649]결정트립신/[M095415]브로멜라인/[M051649]결정트립신/[M095415]브로멜라인/[M051649]결정트립신","분할불가","",20160316,1348115033
"분할주의",200300699,"트리아핀정5/5mg",2003March29th,"서방성필름코팅정","(주)한독","적갈색의 양쪽이 볼록한 원형의 필름코팅정",02140,"혈압강하제","전문의약품","복합","[M083172]라미프릴/[M084735]펠로디핀","분할불가","",20180119,2208100530
"분할주의",200301047,"란세틴정(란소프라졸)(수출용)",2003August19th,"장용성필름코팅정","(주)동구바이오제약","적갈색의 원형 장용코팅정",02320,"소화성궤양용제","전문의약품","단일","[M085578]란소프라졸","분할불가","",20240327,1248533615
"분할주의",200301078,"록사코트캡슐(염산록사티딘아세테이트)(수출용)",2003August21st,"경질캡슐제, 서방성장용성펠렛","(주)동구바이오제약","백색의 서방형 과립이 들어있는 상부 연한 녹색,하부 백색의 캡슐제",02320,"소화성궤양용제","전문의약품","단일","[M087262]펠레트에제피된염산록사티딘아세테이트","분할불가","",20080407,1248533615
"분할주의",200301499,"마그네스정",2003January20th,"장용성필름코팅정","대화제약(주)","노란색 장방형 장용성 필름 코팅정제",03220,"무기질제제","일반의약품","복합","[M255050]락트산마그네슘수화물/[M204304]피리독신염산염","분할불가","",20230512,1338122322
"분할주의",200301515,"란시드캡슐15밀리그램(란소프라졸)",2003April3rd,"장용성캡슐제, 펠렛","고려제약(주)","백색-엷은 갈색의 과립이 든 상, 하부 백색의 경질캡슐제",02320,"소화성궤양용제","전문의약품","단일","[M085578]란소프라졸","분할불가","",20240913,1268104796
"분할주의",200301609,"유로날서방정0.2밀리그램(탐스로신염산염)",2003May21st,"서방성필름코팅정","경동제약(주)","흰색의 원형정제",02590,"기타의 비뇨생식기관 및 항문용약","전문의약품","단일","[M243979]탐스로신염산염","분할불가","",20251230,1248135518
"분할주의",200301653,"오메드정40밀리그램(오메프라졸)(수출용)",2003February12th,"장용성필름코팅정","에스케이케미칼(주)","연회색의 원형 장용성 필름코팅정",02320,"소화성궤양용제","전문의약품","단일","[M083698]오메프라졸","분할불가","",20240327,8468100915
"분할주의",200301683,"록사렉스서방캡슐75mg(록사티딘아세테이트염산염)",2003August21st,"서방성캡슐제, 펠렛","(주)팜젠사이언스","흰색의 과립이 들어있는 상부 초록색 하부 연한 노란색의 경질캡슐제",02320,"소화성궤양용제","전문의약품","단일","[M241476]록사티딘아세테이트염산염","분할불가","",20250211,1248136540
"분할주의",200301818,"써스펜8시간이알서방정650밀리그램(아세트아미노펜)",2003July25th,"서방성필름코팅정","한미약품(주)","흰색의 장방형 필름코팅정",01140,"해열.진통.소염제","일반의약품","단일","[M040353]아세트아미노펜/[M040353]아세트아미노펜","분할불가","",20251126,1248700613
"분할주의",200301884,"락시티브정(비사코딜)(수출용)(수출명:락사티브정)",2003November13th,"장용성필름코팅정","(주)바스칸바이오제약","황색의 원형 장용성 필름코팅정",02380,"하제, 완장제","일반의약품","단일","[M050687]비사코딜","분할불가","","",1258116421
"분할주의",200301899,"란가톤정(란소프라졸)(수출용)",2003August19th,"장용성필름코팅정","광동제약(주)","적갈색의 원형 장용코팅정",02320,"소화성궤양용제","전문의약품","단일","[M085578]란소프라졸","분할불가","",20240327,1138108888
"분할주의",200302297,"엔테론정50밀리그램(포도씨건조엑스)",2003May16th,"장용성필름코팅정","한림제약(주)","황색의 원형 장용성 필름코팅정",02190,"기타의 순환계용약","전문의약품","단일","[M256395]포도씨건조엑스","분할불가","",20191001,1358102638
"분할주의",200302518,"대한뉴팜오엠프라졸캡슐(오메프라졸)",2003April23rd,"경질캡슐제, 장용성과립제","대한뉴팜(주)","미황색의 장용성과립이 충진된 상부 적갈색, 하부 분홍색의 경질캡슐제",02320,"소화성궤양용제","전문의약품","단일","[M112240]오메프라졸 장용성과립","분할불가","",20240327,2298110729
"분할주의",200307819,"테그레톨씨알정200밀리그램(카르바마제핀)",2003March21st,"서방성필름코팅정","한국노바티스(주)","미황색-주황색의 장방형 서방성 필름코팅정",01130,"항전간제","전문의약품","단일","[M040569]카르바마제핀","분할 불가","",20260611,1168105478
"분할주의",200307976,"바스티난엠알서방정(트리메타지딘염산염)",2003November29th,"서방성필름코팅정","한국세르비에(주)","8mm 직경과 약 4mm 두께의 양면이 불룩한 분홍색 필름코팅정제",02170,"혈관확장제","전문의약품","단일","[M223248]트리메타지딘염산염","분할불가","",20250923,1148158931
"분할주의",200308344,"이소켓서방캡슐120밀리그램(묽은이소소르비드이질산염)",2003November20th,"서방성캡슐제, 펠렛","에리슨제약(주)","흰색의 서방성 구형 펠렛이 든 상하부 연분홍색의 경질캡슐",02170,"혈관확장제","전문의약품","단일","[M250379]묽은이소소르비드이질산염","분할불가","",20240422,1248707538
"분할주의",200308353,"이팩사엑스알서방캡슐75밀리그램",2003November21st,"서방성캡슐제, 펠렛","비아트리스코리아(주)","구상의 백색-회백색의 과립이 들어있는 상,하의 복숭아색의 서방성 캡슐",01170,"정신신경용제","전문의약품","단일","[M241528]벤라팍신염산염","분할불가","",20230914,3158601434
"분할주의",200308354,"이팩사엑스알서방캡슐37.5밀리그램",2003November21st,"서방성캡슐제, 펠렛","비아트리스코리아(주)","구상의 백색-회백색의 과립이 들어있는 상의 연회색,하의 복숭아색의 서방성 캡슐",01170,"정신신경용제","전문의약품","단일","[M241528]벤라팍신염산염","분할불가","",20230914,3158601434
"분할주의",200400118,"락토웰장용캡슐(바실루스서브틸리스균·엔테로코쿠스페슘균배양물)",2004December15th,"장용성캡슐제, 펠렛","(주)종근당","황백색의 가루가 든 상부 연한 녹색, 하부 흰색의 장용성 경질캡슐",02370,"정장제","일반의약품","단일","[M263215]바실루스서브틸리스균·엔테로코쿠스페슘균배양물","분할불가","",20210426,3128560679
"분할주의",200400173,"판토라인정(판토프라졸나트륨세스키히드레이트)",2004September3rd,"장용성필름코팅정","동아에스티(주)","이 약은 황색의 장용성 제피를 한 타원형 정제이다.",02320,"소화성궤양용제","전문의약품","단일","[M089465]판토프라졸나트륨세스키히드레이트","분할불가","",20230724,2048640122
"분할주의",200400195,"란섹정(란소프라졸)(수출용)",2004October1st,"장용성필름코팅정","(주)유유제약","적갈색의 원형 장용코팅정",02320,"소화성궤양용제","전문의약품","단일","[M085578]란소프라졸","분할불가","",20240327,1238101790
"분할주의",200400232,"오프라졸캡슐(오메프라졸)",2004October8th,"경질캡슐제, 장용성과립제","삼성제약(주)","미황색의 장용성 과립이 충진된 상부 적갈색, 하부 분홍색의 경질캡슐제",02320,"소화성궤양용제","전문의약품","단일","[M083697]오메프라졸장용성과립","분할불가","",20240327,2078100726
"분할주의",200400295,"로퍼린지속정(펠로디핀)(수출용)",2004May29th,"서방성필름코팅정","대한약품공업(주)","연분홍색의 원형 필름코팅정",02140,"혈압강하제","전문의약품","단일","[M084735]펠로디핀","분할불가","",20091222,1348500111
"분할주의",200400329,"유로탐스서방정(탐스로신염산염)",2004June18th,"서방성필름코팅정","일동제약(주)","흰색의 원형정제",02590,"기타의 비뇨생식기관 및 항문용약","전문의약품","단일","[M243979]탐스로신염산염","분할불가","",20241029,6828500435
"분할주의",200400465,"아사콜디알정400밀리그람(메살라진)",2004March25th,"장용성필름코팅정","(주)대웅제약","적갈색의 장방형 장용코팅정",02390,"기타의 소화기관용약","전문의약품","단일","[M083890]메살라진","분할불가","",20260701,1248601143
"분할주의",200400477,"시클러MR서방정375밀리그램(세파클러수화물)",2004October2nd,"서방정","대웅바이오(주)","청색의 장방형 서방정제",06180,"주로 그람양성, 음성균에 작용하는 것","전문의약품","단일","[M222859]세파클러수화물","분할불가","",20191226,1248677584
"분할주의",200400498,"탐스날서방정(탐스로신염산염)",2004June18th,"서방성필름코팅정","(주)유한양행","흰색의 원형정제",02590,"기타의 비뇨생식기관 및 항문용약","전문의약품","단일","[M241531]탐스로신염산염","분할불가","",20241029,1188100601
"분할주의",200400530,"탐스로캡슐0.2밀리그램(탐스로신염산염)(수출명:코오롱탐스로캡슐0.2밀리그램)",2004May7th,"서방성캡슐제, 펠렛","코오롱제약(주)","미황색의 과립이 든 상의 엷은주황, 하의 백색의 캡슐",02590,"기타의 비뇨생식기관 및 항문용약","전문의약품","단일","[M243979]탐스로신염산염","분할불가","",20241029,3068507363
"분할주의",200400611,"신라제정(수출용)",2004July5th,"장용성필름코팅정","(주)마더스제약","녹색 장방형의 장용성 필름코팅정제",02330,"건위소화제","일반의약품","복합","[M050855]시메치콘/[M040678]판크레아틴","분할불가","",20140929,3128629302
"분할주의",200400635,"콜벤에프캡슐(수출용)",2004August25th,"경질캡슐제, 장용성과립제","(주)마더스제약","엷은 황색의 과립 및 미백색의 장용성 과립의 혼합물이 든 상부 적색, 하부 백색의 경질캡슐제",01140,"해열.진통.소염제","일반의약품","복합","[M040353]아세트아미노펜/[M223183]카페인무수물/[M204422]dl-메틸에페드린염산염/[M222890]클로페라스틴염산염/[M223262]티아민질산염/[M099414]세라티오펩티다제/[M040133]리보플라빈/[M223211]클로르페니라민말레산염","분할불가","",20180705,3128629302
"분할주의",200400910,"판프라졸정40mg(판토프라졸나트륨세스키히드레이트)",2004September3rd,"장용성필름코팅정","영진약품(주)","황색의 장용성 제피를 한 타원형정제",02320,"소화성궤양용제","전문의약품","단일","[M089465]판토프라졸나트륨세스키히드레이트","분할불가","",20230724,2188100352
"분할주의",200400920,"탐로신서방정(탐스로신염산염)",2004August4th,"서방정","영진약품(주)","흰색의 원형정제",02590,"기타의 비뇨생식기관 및 항문용약","전문의약품","단일","[M243979]탐스로신염산염","분할불가","",20250917,2188100352
"분할주의",200400949,"오큐졸캡슐(오메프라졸)",2004June26th,"경질캡슐제, 장용성과립제","(주)에이프로젠바이오로직스","미황색의 장용성 과립이 충진된 상부적갈색, 하부분홍색의 경질캡술제",02320,"소화성궤양용제","전문의약품","단일","[M083697]오메프라졸장용성과립","분할불가","",20240327,2188100518
"분할주의",200400999,"니페론씨알서방정40밀리그램(니페디핀)",2004August27th,"서방성필름코팅정","에리슨제약(주)","양면이 볼록한 적갈색의 원형 필름코팅 정제",02170,"혈관확장제","전문의약품","단일","[M050164]니페디핀","분할불가","",20250520,1248707538
"분할주의",200401081,"엘카라틴정(염산아세틸엘카르니틴)(수출용)",2004August23rd,"장용성필름코팅정","삼천당제약(주)","백색의 장방형 제피정",02190,"기타의 순환계용약","전문의약품","단일","[M212193]염산아세틸-L-카르니틴","분할불가","",20190223,1248104295
"분할주의",200401326,"탐스핀캡슐(탐스로신염산염)",2004September20th,"서방성캡슐제, 펠렛","환인제약(주)","백색-미황색의 펠렛을 함유한 상의 살구색, 하의 백색의 캡슐제",02590,"기타의 비뇨생식기관 및 항문용약","전문의약품","단일","[M241531]탐스로신염산염","분할불가","",20241029,2158136171
"분할주의",200401452,"유로파서방정0.2밀리그램(탐스로신염산염)",2004August2nd,"서방성필름코팅정","(주)동구바이오제약","흰색의 원형 필름코팅정제",02590,"기타의 비뇨생식기관 및 항문용약","전문의약품","단일","[M243979]탐스로신염산염","분할불가","",20241029,1248533615
"분할주의",200401456,"오메톤캡슐(오메프라졸)",2004September23rd,"경질캡슐제, 장용성과립제","(주)동구바이오제약","흰색 내지 회백색의 장용성 과립이 충진된 상부 적갈색, 하부 분홍색의 경질캡슐",02320,"소화성궤양용제","전문의약품","단일","[M083697]오메프라졸장용성과립","분할불가","",20240327,1248533615
"분할주의",200401547,"탐로스타서방정0.2밀리그램(탐스로신염산염)",2004September20th,"서방성필름코팅정","에이치케이이노엔(주)","연노란색의 필름코팅정제",02590,"기타의 비뇨생식기관 및 항문용약","전문의약품","단일","[M241531]탐스로신염산염","분할불가","",20241029,2018638914
"분할주의",200401579,"뉴섹캡슐(오메프라졸)(수출용)",2004August9th,"경질캡슐제, 장용성과립제","한국유니온제약(주)","미황색의 장용성과립이 충전된 상부 적갈색, 하부 분홍색의 경질캡슐제",02320,"소화성궤양용제","전문의약품","단일","[M083697]오메프라졸장용성과립","분할불가","",20240327,6078121765
"분할주의",200401591,"뉴란소정(란소프라졸)(수출용)",2004December13th,"장용성필름코팅정","한국유니온제약(주)","적갈색의 원형 장용 코팅정",02320,"소화성궤양용제","전문의약품","단일","[M085578]란소프라졸","분할불가","",20240327,6078121765
"분할주의",200401655,"트라타진정(트리메타지딘염산염)(수출용)",2004September16th,"장용성필름코팅정","한국유니온제약(주)","연한 청색의 타원형 장용 필름코팅정",02170,"혈관확장제","전문의약품","단일","[M223248]트리메타지딘염산염","분할불가","",20250318,6078121765
"분할주의",200401726,"탐스피드캡슐(탐스로신염산염)",2004September20th,"서방성캡슐제, 펠렛","삼진제약(주)","백색-미황색의 펠렛을 함유한 상의 살구색, 하의 백색의 경질캡슐제",02590,"기타의 비뇨생식기관 및 항문용약","전문의약품","단일","[M243979]탐스로신염산염","분할불가","",20241029,1248531621
"분할주의",200401750,"탐스웰캡슐(탐스로신염산염)",2004September3rd,"서방성캡슐제, 펠렛","대원제약(주)","흰색 또는 미황색의 과립이 들어있는 상부 연분홍, 하부 흰색의 경질캡슐제이다",02590,"기타의 비뇨생식기관 및 항문용약","전문의약품","단일","[M241531]탐스로신염산염","분할불가","",20241029,2078136336
"분할주의",200401853,"게리브론300장용성연질캡슐(미르톨)",2004June3rd,"장용성필름코팅당의정","(주)셀릭스","미황색 액이 충진된 녹색의 타원형 연질캡슐",02220,"진해거담제","일반의약품","단일","[M096297]미르톨","분할불가","",20110318,1128132084
"분할주의",200402023,"오메딘캡슐(오메프라졸)",2004June17th,"장용성캡슐제, 펠렛","오스틴제약(주)","흰색 내지 옅은 다갈색의 장용성 과립이 충전된 상부 적갈색, 하부 분홍색의 경질캡슐",02320,"소화성궤양용제","전문의약품","단일","[M083697]오메프라졸장용성과립","분할불가","",20240327,1248117301
"분할주의",200402342,"디로핀지속정2.5밀리그람(펠로디핀)",2004February4th,"서방성필름코팅정","경동제약(주)","황색의 원형 필름코팅정",02140,"혈압강하제","전문의약품","단일","[M084735]펠로디핀","분할불가","",20200622,1248135518
"분할주의",200402350,"라프졸정(란소프라졸)(수출용)",2004August13th,"장용성필름코팅정","경동제약(주)","적갈색의 원형 장용코팅정",02320,"소화성궤양용제","전문의약품","단일","[M085578]란소프라졸","분할불가","",20240327,1248135518
"분할주의",200402469,"란프졸캡슐(란소프라졸과립)",2004February23rd,"장용성캡슐제, 펠렛","(주)팜젠사이언스","흰색-엷은 갈색의 과립을 충전한 상하부 흰색의 경질캡슐제",02320,"소화성궤양용제","전문의약품","단일","[M091244]란소프라졸과립","분할불가","",20240913,1248136540
"분할주의",200402541,"란소롤정(란소프라졸)(수출용)",2004November16th,"장용성필름코팅정","미래바이오제약(주)","적갈색의 원형 장용코팅정",02320,"소화성궤양용제","전문의약품","단일","[M085578]란소프라졸","분할불가","",20240327,1258139744
"분할주의",200402674,"한미탐스캡슐0.2밀리그램(탐스로신염산염)",2004May10th,"서방성캡슐제, 펠렛","한미약품(주)","연한 노란색의 장용 서방과립이 든 상부 연한 주황색, 하부 흰색의 경질 캡슐제",02590,"기타의 비뇨생식기관 및 항문용약","전문의약품","단일","[M241531]탐스로신염산염","분할불가","",20241029,1248700613
"분할주의",200402694,"오메존캡슐(오메프라졸)",2004September30th,"경질캡슐제, 장용성과립제","(주)한국파비스제약","미황색의 장용성과립이 충전된 상부 적갈색, 하부 분홍색의 경질캡슐제",02320,"소화성궤양용제","전문의약품","단일","[M083697]오메프라졸장용성과립","분할불가","",20240327,2838501407
"분할주의",200402816,"오프라캡슐(오메프라졸)",2004September18th,"경질캡슐제, 장용성과립제","위더스제약(주)","미황색의 장용성 과립이 충진된 상부 적갈색, 하부분홍색의 경질캡슐제",02320,"소화성궤양용제","전문의약품","단일","[M083697]오메프라졸장용성과립","분할불가","",20240327,1258522182
"분할주의",200402830,"펠론정(펠로디핀)",2004December6th,"서방성필름코팅정","위더스제약(주)","연분홍색의 원형 제피정",02140,"혈압강하제","전문의약품","단일","[M084735]펠로디핀","분할불가","",20200622,1258522182
"분할주의",200402947,"타이펜8시간이알서방정",2004September17th,"서방성필름코팅정","영풍제약(주)","흰색 장방형의 필름코팅정이다.",01140,"해열.진통.소염제","일반의약품","단일","[M040353]아세트아미노펜/[M040353]아세트아미노펜","분할불가","",20251110,1398102509
"분할주의",200402992,"메프라졸캡슐(오메프라졸)",2004June30th,"경질캡슐제, 장용성과립제","(주)팜젠사이언스","미황색의 장용성과립이 충진된 상부-적갈색, 하부-분홍색 의경질캅셀",02320,"소화성궤양용제","전문의약품","단일","[M083697]오메프라졸장용성과립","분할불가","",20240327,1248136540
"분할주의",200403121,"엠프라캡슐(오메프라졸장용성과립)(수출명:OMERAMEXcap.)",2004February12th,"경질캡슐제, 장용성과립제","(주)휴온스","미황색의 장용성 과립이 충진된 상부 암청색, 하부 미황색의 경질캡슐",02320,"소화성궤양용제","전문의약품","단일","[M083697]오메프라졸장용성과립","분할불가","",20240327,8638700270
"분할주의",200403236,"란프롤정(란소프라졸)(수출용)",2004August9th,"장용성필름코팅정","명문제약(주)","적갈색의 원형 장용코팅정",02320,"소화성궤양용제","전문의약품","단일","[M085578]란소프라졸","분할불가","",20240327,1248135615
"분할주의",200403270,"지로디핀지속정(펠로디핀)",2004June11th,"서방성필름코팅정","케이엠에스제약(주)","분홍색의 원형필름코팅정제",02140,"혈압강하제","전문의약품","단일","[M084735]펠로디핀","분할불가","",20200622,1248150810
