DUR_SEQ,TYPE_NAME,MIX_TYPE,INGR_CODE,INGR_ENG_NAME,INGR_NAME,MIX_INGR,ORI_INGR,CLASS_NAME,FORM_NAME,MAX_DOSAGE_TERM,NOTIFICATION_DATE,PROHBT_CONTENT,REMARK,DEL_YN
4317,"투여기간주의","복합",D000564,Xylometazoline,"키실로메타졸린","[D000893]Chlorpheniramine(클로르페니라민)","[M051554]염산키실로메타졸린/[M040616]말레인산클로르페니라민/[M050213]말레인산덱스클로르페니라민/[M051529]클로르페니라민/[M082701]디엘말레인산클로르페니라민/[M083325]디말레인산클로르페니라민/[M099959]말레인산클로로페니라민/[M100018]말레산클로르페니라민/[M100476]디말레인산클로르페니라민/[M101581]디엘말레인산클로르페니라민/[M200471]말레인산클로르페니라민제피과립/[M202197]D-말레인산클로르페니라민/[M202204]DL-말레인산클로르페니라민/[M203913]클로르페니라민말레인산염/[M212847]클로르페니라민말레이트/[M223211]클로르페니라민말레산염/[M223212]d-클로르페니라민말레산염/[M223213]클로르페니라민말레산염 산/[M223214]클로르페니라민말레산염 정/[M223215]클로르페니라민말레산염 주사액/[M226783]dl-클로르페니라민말레산염/[M249715]덱스클로르페니라민 말레산염/[M251936]덱스클로르페니라민말레이트","[01320]이비과용제","일반액상분무제","7일",20190621,"","","정상"
4318,"투여기간주의","복합",D000479,"Clobetasol Propionate","클로베타솔 프로피오네이트","[D000603]Neomycin(네오마이신)/[D001307]Nystatin(니스타틴)","[M051539]프로피온산클로베타솔/[M223224]클로베타솔프로피오네이트/[M020009]황산네오마이신/[M202893]네오마이신황산염/[A000112]니스타틴","[02690]기타의 외피용약","피부연고제","28일",20190621,"","","정상"
4319,"투여기간주의","복합",D001293,"Clobetasone butyrate","클로베타손 부티레이트","[D000603]Neomycin(네오마이신)/[D001307]Nystatin(니스타틴)","[A001132]클로베타손/[M020009]황산네오마이신/[M202893]네오마이신황산염/[A000112]니스타틴","[02690]기타의 외피용약","피부연고제","28일",20190621,"최대투여기간 : 4주,  주성분함량 : 0.5mg/5mg/100U/g","","삭제"
4320,"투여기간주의","단일",D001293,"Clobetasone butyrate","클로베타손 부티레이트","","[A001132]클로베타손","[02640]진통.진양.수렴.소염제","피부크림제/피부연고제","21일",20190621,"","","정상"
4321,"투여기간주의","단일",D001308,Desonide,"데소니드","","[M200279]데소니드","[02640]진통.진양.수렴.소염제","피부크림제/피부로션제","14일",20190621,"","","정상"
4322,"투여기간주의","단일",D001309,Desoximetasone,"데속시메타손","","[A000144]데속시메타손","[02640]진통.진양.수렴.소염제","연고/겔/피부로션제","28일",20190621,"","","정상"
4323,"투여기간주의","단일",D001310,Prednicarbate,"프레드니카르베이트","","[A001353]프레드니카르베이트","[02640]진통.진양.수렴.소염제","연고/크림/피부로션제/피부액제","28일",20190621,"","","정상"
4324,"투여기간주의","단일",D000104,Plerixafor,"플레릭사포르","","[M248943]플레릭사포르","[03390]기타의 혈액 및 체액용약","용액주사제","4일",20190621,"","","정상"
4325,"투여기간주의","복합",D000619,"Fusidic Acid","푸시딘산","[D000522]Hydrocortisone(히드로코르티손)","[M020165]푸시딘산나트륨/[M020229]푸시딘산/[M040818]히드로코르티손/[M101579]히드로코르티손/[M104049]호박산히드로코르티손나트륨/[M204310]하이드로코르티손/[M223350]히드로코르티손부티레이트/[M223352]히드로코르티손숙시네이트나트륨/[M223353]히드로코르티손아세테이트/[M257131]히드로코르티손발레레이트/[M261154]히드로코르티손프로부테이트","[02640]진통.진양.수렴.소염제/[02690]기타의 외피용약","연고/크림","14일",20190621,"","","정상"
4520,"투여기간주의","단일",D000505,Diethylpropion,"디에틸프로피온","","[M215226]염산디에칠프로피온/[M230781]디에틸프로피온염산염","[01230]자율신경제","정제","28일",20191111,"","","정상"
4521,"투여기간주의","단일",D000795,Phentermine,"펜터민","","[M099629]염산펜터민/[M219108]염산펜터민/[M238557]펜터민염산염","[01230]자율신경제","정제/경질캡슐제, 산제/서방성캡슐제, 펠렛","28일",20191111,"","","정상"
4522,"투여기간주의","단일",D000714,Mazindol,"마진돌","","[M092419]마진돌","[01230]자율신경제","정제","28일",20191111,"","","정상"
4523,"투여기간주의","단일",D000701,"Phendimetrazine tartrate","펜디메트라진타르타르산염","","[M088437]주석산펜디메트라진/[M214394]주석산펜디메트라진/[M230784]펜디메트라진타르타르산염","[01230]자율신경제","정제","28일",20191111,"","","정상"
4524,"투여기간주의","복합",D000448,Pseudoephedrine,"슈도에페드린","[D000903]Levocetirizine(레보세티리진)","[M050833]염산슈도에페드린/[M081720]황산슈도에페드린/[M203364]슈도에페드린염산염/[M222865]수도에페드린염산염/[M248579]수도에페드린황산염/[M256034]수도에페드린염산염 과립/[M258826]수도에페드린/[M102532]염산레보세티리진/[M102581]레보세티리진/[M228621]레보세티리진염산염/[M233506]레보세티리진염산영/[M244596]레보세티리진염산염","[01410]항히스타민제","정제","21일",20191111,"","","정상"
5165,"투여기간주의","복합",D001370,Kaolin,"카올린","[D001371]Berberine tannate(베르베린탄닌산염)/[D001372]Pectin(펙틴)","[A001083]카올린/[M040574]카올린/[M223040]베르베린탄닌산염/[A001293]펙틴/[M051732]펙틴","[02370]정장제","시럽/액상시럽제","7일",20210715,"","","정상"
5169,"투여기간주의","단일",D001410,Vonoprazan,"보노프라잔","","[A110211]보노프라잔/[M269283]보노프라잔푸마르산염","[02320]소화성궤양용제","정제/필름코팅정","56일",20210715,"","","정상"
5182,"투여기간주의","단일",D001538,Remdesivir,"렘데시비르","","[A110573]렘데시비르/[M279177]렘데시비르","[06290]기타의 화학요법제","용액용동결건조분말주사제","10일",20210715,"","","정상"
5183,"투여기간주의","복합",D001652,Octenidine,"옥테니딘","[D001540]Phenoxyethanol(페녹시에탄올)","[A110477]옥테니딘염산염/[A001280]페녹시에탄올/[M080711]2-페녹시에탄올/[M201905]페녹시에탄올","[02610]외피용살균소독제","피부액제","14일",20231108,"","","정상"
5218,"투여기간주의","단일",D001417,Trifluridine,"트리플루리딘","","[A001208]트리플루리딘/[M085753]트리플루리딘","[01310]안과용제","점안용액제","21일",20211119,"","","정상"
5219,"투여기간주의","단일",D001035,Linezolid,"리네졸리드","","[M093034]리네졸리드","[06110]주로 그람양성균에 작용하는 것","용액주사제/정제/수액제","28일",20211119,"","","정상"
5250,"투여기간주의","단일",D001554,Racecadotril,"라세카도트릴","","[A000226]라세카도트릴","[02370]정장제","캡슐/산제","7일",20220527,"","주성분 함량 10mg, 30mg, 100mg, 캡슐제, 산제","정상"
5251,"투여기간주의","단일",D001555,L-alanyl-L-glutamine,"엘-알라닐-엘-글루타민","","[A004440]알라닐-글루타민","[03250]단백아미노산제제","수액제","21일",20220527,"","주성분 함량 20g/100mL, 주사제","정상"
5252,"투여기간주의","단일",D001556,"Purified fish oil","정제어유","","[M245287]정제어유(고단위 오메가-3 지방산 함유)","[03290]기타의 자양강장변질제","유화주사제","28일",20220527,"","주성분 함량 10g/100mL, 주사제","정상"
5395,"투여기간주의","단일",D001300,Bisacodyl,"비사코딜","","[A000477]비사코딜","[02380]하제, 완장제","항문용좌제, 수용성/관장제","7일",20221028,"","주성분함량: 좌제 10mg, 관장제 0.01g/30mL","삭제"
5396,"투여기간주의","단일",D000649,Senna,"센나(생약)","","[M040297]센나/[M081395]센나열매건조엑스/[M082795]센나엽","[02380]하제, 완장제","산제","7일",20221028,"","주성분함량: 산제 3g","정상"
5421,"투여기간주의","복합",D001645,"Triglycerides Medium-Chain","중쇄트리글리세리드","[D001646]Omega-3-Acid Triglycerides(오메가3산트리글리세리드)/[D001647]Soybean Oil(콩기름)","[M250010]중쇄트리글리세리드/[M114143]오메가3산트리글리세리드/[M099858]콩기름","[03290]기타의 자양강장변질제","유화주사제","7일",20230531,"","복합제","정상"
5425,"투여기간주의","단일",D001651,Xylometazoline,"자일로메타졸린","","[A001014]자일로메타졸린","[01320]이비과용제","점비액제/일반액상분무제/정량액상분무제","7일",20231108,"","","정상"
5428,"투여기간주의","복합",D001651,Xylometazoline,"자일로메타졸린","[D001654]D-panthenol(D-판테놀)","[A001014]자일로메타졸린/[A003587]덱스판테놀","[01320]이비과용제","점비액제","7일",20231108,"","","정상"
5429,"투여기간주의","복합",D001651,Xylometazoline,"자일로메타졸린","[D001655]L-carbocysteine(L-카르보시스테인)","[A001014]자일로메타졸린/[M220819]L-카르보시스테인","[01320]이비과용제","점비액제","7일",20231108,"","","정상"
5430,"투여기간주의","복합",D001300,Bisacodyl,"비사코딜","[D001656]Docusate sodium(도큐세이트나트륨)","[A000477]비사코딜/[M081950]도큐세이트나트륨","[02380]하제, 완장제","장용성당의정/장용성필름코팅정/필름코팅정/장용정/연질캡슐제, 현탁상","7일",20231108,"","","정상"
5431,"투여기간주의","복합",D001300,Bisacodyl,"비사코딜","[D001657]Sennae fructus powder(센나열매가루)","[A000477]비사코딜/[A000598]센나","[02380]하제, 완장제","필름코팅정","7일",20231108,"","","정상"
5432,"투여기간주의","복합",D001300,Bisacodyl,"비사코딜","[D001658]Tinnevelly senna fruit powder(티니벨리센나열매가루)","[A000477]비사코딜/[A001213]티니벨리센나","[02380]하제, 완장제","장용정","7일",20231108,"","","정상"
5433,"투여기간주의","복합",D001300,Bisacodyl,"비사코딜","[D001659]Senna·Sennae fructus methanol dried extract (1000→7)(센나및센나열매메탄올건조엑스 (1000→7))","[A000477]비사코딜/[A000598]센나","[02380]하제, 완장제","장용성필름코팅당의정","7일",20231108,"","","정상"
5434,"투여기간주의","복합",D001300,Bisacodyl,"비사코딜","[D001499]Ursodeoxycholic Acid(우르소데옥시콜산)/[D001656]Docusate sodium(도큐세이트나트륨)","[A000477]비사코딜/[A000910]우르소데옥시콜산/[M223167]우르소데옥시콜산/[M081950]도큐세이트나트륨","[02380]하제, 완장제","연질캡슐제, 현탁상/연질캡슐제, 액상/장용성캡슐제, 펠렛","7일",20231108,"","","정상"
5435,"투여기간주의","복합",D001300,Bisacodyl,"비사코딜","[D001656]Docusate sodium(도큐세이트나트륨)/[D001660]Senna leaf powder(센나엽가루)","[A000477]비사코딜/[M081950]도큐세이트나트륨/[A000598]센나","[02380]하제, 완장제","필름코팅정/장용성필름코팅정","7일",20231108,"","","정상"
5426,"투여기간주의","복합",D001651,Xylometazoline,"자일로메타졸린","[D000893]Chlorpheniramine(클로르페니라민)","[A001014]자일로메타졸린/[M040616]말레인산클로르페니라민/[M050213]말레인산덱스클로르페니라민/[M051529]클로르페니라민/[M082701]디엘말레인산클로르페니라민/[M083325]디말레인산클로르페니라민/[M099959]말레인산클로로페니라민/[M100018]말레산클로르페니라민/[M100476]디말레인산클로르페니라민/[M101581]디엘말레인산클로르페니라민/[M200471]말레인산클로르페니라민제피과립/[M202197]D-말레인산클로르페니라민/[M202204]DL-말레인산클로르페니라민/[M203913]클로르페니라민말레인산염/[M212847]클로르페니라민말레이트/[M223211]클로르페니라민말레산염/[M223212]d-클로르페니라민말레산염/[M223213]클로르페니라민말레산염 산/[M223214]클로르페니라민말레산염 정/[M223215]클로르페니라민말레산염 주사액/[M226783]dl-클로르페니라민말레산염/[M249715]덱스클로르페니라민 말레산염/[M251936]덱스클로르페니라민말레이트","[01320]이비과용제","점비액제/일반액상분무제","7일",20231108,"","","정상"
5427,"투여기간주의","복합",D001091,Oxymetazoline,"옥시메타졸린","[D000893]Chlorpheniramine(클로르페니라민)","[C040452]염산옥시메타졸린/[I002775]옥시메타졸린염산염/[M040452]염산옥시메타졸린/[M223162]옥시메타졸린염산염/[M223163]옥시메타졸린염산염 점비액/[M040616]말레인산클로르페니라민/[M050213]말레인산덱스클로르페니라민/[M051529]클로르페니라민/[M082701]디엘말레인산클로르페니라민/[M083325]디말레인산클로르페니라민/[M099959]말레인산클로로페니라민/[M100018]말레산클로르페니라민/[M100476]디말레인산클로르페니라민/[M101581]디엘말레인산클로르페니라민/[M200471]말레인산클로르페니라민제피과립/[M202197]D-말레인산클로르페니라민/[M202204]DL-말레인산클로르페니라민/[M203913]클로르페니라민말레인산염/[M212847]클로르페니라민말레이트/[M223211]클로르페니라민말레산염/[M223212]d-클로르페니라민말레산염/[M223213]클로르페니라민말레산염 산/[M223214]클로르페니라민말레산염 정/[M223215]클로르페니라민말레산염 주사액/[M226783]dl-클로르페니라민말레산염/[M249715]덱스클로르페니라민 말레산염/[M251936]덱스클로르페니라민말레이트","[01320]이비과용제","점비액제","7일",20231108,"","","정상"
5436,"투여기간주의","복합",D001300,Bisacodyl,"비사코딜","[D001656]Docusate sodium(도큐세이트나트륨)/[D001661]Sennoside calcium(센노사이드칼슘)","[A000477]비사코딜/[M081950]도큐세이트나트륨/[A000598]센나","[02380]하제, 완장제","장용성필름코팅정","7일",20231108,"","","정상"
5437,"투여기간주의","복합",D001300,Bisacodyl,"비사코딜","[D001499]Ursodeoxycholic Acid(우르소데옥시콜산)/[D001662]Dimethicone(디메티콘)","[A000477]비사코딜/[A000910]우르소데옥시콜산/[M223167]우르소데옥시콜산/[M227778]디메티콘","[02380]하제, 완장제","필름코팅정/장용성필름코팅정","7일",20231108,"","","정상"
5438,"투여기간주의","복합",D001300,Bisacodyl,"비사코딜","[D001656]Docusate sodium(도큐세이트나트륨)/[D001660]Senna leaf powder(센나엽가루)/[D001657]Sennae fructus powder(센나열매가루)","[A000477]비사코딜/[M081950]도큐세이트나트륨/[A000598]센나","[02380]하제, 완장제","필름코팅정","7일",20231108,"","","정상"
5439,"투여기간주의","복합",D001300,Bisacodyl,"비사코딜","[D001656]Docusate sodium(도큐세이트나트륨)/[D001660]Senna leaf powder(센나엽가루)/[D001658]Tinnevelly senna fruit powder(티니벨리센나열매가루)","[A000477]비사코딜/[M081950]도큐세이트나트륨/[A000598]센나/[A001213]티니벨리센나","[02380]하제, 완장제","장용성필름코팅정","7일",20231108,"","","정상"
5440,"투여기간주의","복합",D001300,Bisacodyl,"비사코딜","[D001656]Docusate sodium(도큐세이트나트륨)/[D001499]Ursodeoxycholic Acid(우르소데옥시콜산)/[D001521]Calcium pantothenate(판토텐산칼슘)","[A000477]비사코딜/[M081950]도큐세이트나트륨/[A000910]우르소데옥시콜산/[M223167]우르소데옥시콜산/[A001260]판토텐산칼슘/[M244748]판토텐산칼슘","[02380]하제, 완장제","연질캡슐제, 현탁상","7일",20231108,"","","정상"
5441,"투여기간주의","복합",D001300,Bisacodyl,"비사코딜","[D001656]Docusate sodium(도큐세이트나트륨)/[D001499]Ursodeoxycholic Acid(우르소데옥시콜산)/[D001524]Pulvis Glycyrrhizae Radicis et Rhizomatis(Licorice Powder)(감초 가루)","[A000477]비사코딜/[M081950]도큐세이트나트륨/[A000910]우르소데옥시콜산/[M223167]우르소데옥시콜산/[A006000]감초/[M040006]감초","[02380]하제, 완장제","연질캡슐제, 현탁상","7일",20231108,"","","정상"
5442,"투여기간주의","복합",D001300,Bisacodyl,"비사코딜","[D001656]Docusate sodium(도큐세이트나트륨)/[D001499]Ursodeoxycholic Acid(우르소데옥시콜산)/[D001663]Casanthranol(카산트라놀)","[A000477]비사코딜/[M081950]도큐세이트나트륨/[A000910]우르소데옥시콜산/[M223167]우르소데옥시콜산/[M201737]카산트라놀","[02380]하제, 완장제","장용성필름코팅정","7일",20231108,"","","정상"
5443,"투여기간주의","복합",D001300,Bisacodyl,"비사코딜","[D001656]Docusate sodium(도큐세이트나트륨)/[D001657]Sennae fructus powder(센나열매가루)/[D001664]Glycyrrhiza extract powder(감초엑스산)/[D001665]Peony root extract powder(작약엑스산)","[A000477]비사코딜/[M081950]도큐세이트나트륨/[A000598]센나/[A006000]감초/[A006119]작약","[02380]하제, 완장제","장용성필름코팅정","7일",20231108,"","","정상"
5444,"투여기간주의","복합",D001300,Bisacodyl,"비사코딜","[D001656]Docusate sodium(도큐세이트나트륨)/[D001666]Senna leaf extract(센나엽엑스)/[D001118]Benfotiamine(벤포티아민)/[D001668]Cnidium rhizome dried extract(천궁건조엑스)","[A000477]비사코딜/[M081950]도큐세이트나트륨/[A000598]센나/[C081474]벤포티아민(비오타민)/[C096428]벤포티아민/[I004465]벤포티아민/[M081474]벤포티아민(비오타민)/[M096428]벤포티아민/[M256717]조벤포티아민/[A002918]천궁","[02380]하제, 완장제","장용성필름코팅정","7일",20231108,"","","정상"
5445,"투여기간주의","복합",D001300,Bisacodyl,"비사코딜","[D001667]Sennoside(센노사이드)/[D001656]Docusate sodium(도큐세이트나트륨)/[D001118]Benfotiamine(벤포티아민)/[D001668]Cnidium rhizome dried extract(천궁건조엑스)","[A000477]비사코딜/[A000598]센나/[M040297]센나/[M050808]센노시드/[M081950]도큐세이트나트륨/[C081474]벤포티아민(비오타민)/[C096428]벤포티아민/[I004465]벤포티아민/[M081474]벤포티아민(비오타민)/[M096428]벤포티아민/[M256717]조벤포티아민/[A002918]천궁","[02380]하제, 완장제","필름코팅정","7일",20231108,"","","정상"
5446,"투여기간주의","복합",D001300,Bisacodyl,"비사코딜","[D001656]Docusate sodium(도큐세이트나트륨)/[D001499]Ursodeoxycholic Acid(우르소데옥시콜산)/[D001665]Peony root extract powder(작약엑스산)/[D001265]Pyridoxine Hydrochloride(피리독신염산염)/[D001521]Calcium pantothenate(판토텐산칼슘)","[A000477]비사코딜/[M081950]도큐세이트나트륨/[A000910]우르소데옥시콜산/[M223167]우르소데옥시콜산/[A006119]작약/[M204304]피리독신염산염/[A001260]판토텐산칼슘/[M244748]판토텐산칼슘","[02380]하제, 완장제","필름코팅정","7일",20231108,"","","정상"
5447,"투여기간주의","복합",D001670,"Sennae fuctus","센나열매","[D001669]Psyllium husk(차전자피)","[M050805]센나열매/[M081198]차전자피","[02380]하제, 완장제","과립제","7일",20231108,"","","정상"
5448,"투여기간주의","복합",D001657,"Sennae fructus powder","센나열매가루","[D001669]Psyllium husk(차전자피)","[A000598]센나/[M081198]차전자피","[02380]하제, 완장제","과립제","7일",20231108,"","","정상"
5449,"투여기간주의","복합",D001657,"Sennae fructus powder","센나열매가루","[D001671]Psyllium husk powder(차전자피가루)","[A000598]센나/[A002909]차전자","[02380]하제, 완장제","과립제","7일",20231108,"","","정상"
5450,"투여기간주의","복합",D001670,"Sennae fuctus","센나열매","[D001673]Senna leaf(센나엽)/[D001142]Citrus Unshiu Peel(진피)/[D001672]Magnolia bark(후박)","[M050805]센나열매/[M082795]센나엽/[C040538]진피/[C070542]진피30%에탄올연조엑스(5:1)/[C082099]진피엑스/[C082860]진피연조엑스/[C084931]진피40%에탄올엑스/[C084933]진피70%에탄올틴크/[C084944]진피가루/[C086811]진피건조엑스/[C089506]진피엑스산/[C098637]진피추출물/글리세린/정제수/[C101459]진피70%에탄올틴크(1→5)/[C101807]진피(헤스페리딘으로서1ㆍ33밀리그람)/[I006157]진피(陳皮)/[I009557]진피(秦皮)/[M040538]진피/[M070542]진피30%에탄올연조엑스(5:1)/[M082099]진피엑스/[M082860]진피연조엑스/[M084931]진피40%에탄올엑스/[M084933]진피70%에탄올틴크/[M084944]진피가루/[M086811]진피건조엑스/[M089506]진피엑스산/[M101459]진피70%에탄올틴크(1→5)/[M101807]진피(헤스페리딘으로서1ㆍ33밀리그람)/[M102560]진피연조엑스(5→1)/[M103925]진피건조엑스(5.0→1)/[M104356]진피엑스(5→1)/[M105886]진피30%에탄올연조엑스/[M107313]진피40%에탄올엑스(5:1)/[M201658]진피엑스가루/[M239322]진피30%에탄올연조엑스(5->1)/[M244967]진피추출물/[M244970]진피추출물/[M244973]진피추출물/[M244976]진피추출물/[M245266]진피 30%에탄올연조엑스(5→1)/[M252013]진피(秦皮)/[M252641]진피70%에탄올틴크(1->5)/[M252649]진피엑스(5:1)/[M253084]진피(秦皮)/[M254026]진피(귤껍질)추출물/[M254322]진피(秦皮)/[M254478]진피(秦皮)/[M261224]진피연조엑스(1.7∼2.1→1)
/[M261584]진피(秦皮)/[M262498]진피연조엑스(1.7~2.1→1)/[M262523]진피연조엑스(1.4~1.7→1)
/[M262712]진피건조엑스(4.5~5.6→1)
/[M262718]진피연조엑스(1.4∼1.7→1)/[M264373]진피연조엑스(1.7~2.1→1)/[M264503]진피연조엑스(2.5→1)/[M266243]진피연조엑스(1.9∼2.3→1)/[M266530]진피30%에탄올연조엑스(5→1)-Ⅱ/[M266591]진피연조엑스(2.3~2.8→1)/[M267552]진피연조엑스(2.6~3.2→1)/[M040813]후박","[02380]하제, 완장제","환제","7일",20231108,"","","정상"
5451,"투여기간주의","복합",D001670,"Sennae fuctus","센나열매","[D001669]Psyllium husk(차전자피)/[D001674]Aloe powder(노회가루)/[D001675]Rhubarb powder(대황가루)","[M050805]센나열매/[M081198]차전자피/[A000108]노회/[A001758]대황","[02380]하제, 완장제","과립제","7일",20231108,"","","정상"
