TYPE_NAME,MIX_TYPE,INGR_CODE,INGR_ENG_NAME,INGR_NAME,MIX_INGR,FORM_NAME,ITEM_SEQ,ITEM_NAME,ITEM_PERMIT_DATE,ENTP_NAME,CHART,CLASS_CODE,CLASS_NAME,ETC_OTC_NAME,MAIN_INGR,NOTIFICATION_DATE,PROHBT_CONTENT,REMARK,INGR_ENG_NAME_FULL,CHANGE_DATE
"투여기간주의","단일",D001310,Prednicarbate,"프레드니카르베이트","","피부연고제",198900818,"더마톱연고0.25%(프레드니카르베이트)",19890424,"(주)한독","백색연고.",02640,"진통.진양.수렴.소염제","전문의약품","[M084063]프레드니카르베이트",20190621,"","","Prednicarbate(프레드니카르베이트)",20180518
"투여기간주의","단일",D000506,"Diclofenac Beta-Dimethylaminoethanol","디클로페낙β-디메틸아미노에탄올","","용액주사제",198902280,"디크놀주사(디클로페낙β-디메틸아미노에탄올)",19890918,"명문제약(주)","이약은 무색-미황색의 투명한 용액이 든 무색투명한 앰플제이다",01140,"해열.진통.소염제","전문의약품","[M252249]디클로페낙β-디메틸아미노에탄올",20150507,"","","Diclofenac Beta-Dimethylaminoethanol(디클로페낙β-디메틸아미노에탄올)",20250415
"투여기간주의","단일",D000479,"Clobetasol Propionate","클로베타솔프로피오네이트","","피부현탁액제",199001515,"베타베이트액(클로베타솔프로피오네이트)",19901220,"고려제약(주)","이 약은 전질균등한 투명의 액상제이다.",02640,"진통.진양.수렴.소염제","전문의약품","[M223224]클로베타솔프로피오네이트",20190621,"","","Clobetasol Propionate(클로베타솔프로피오네이트)",20220129
"투여기간주의","단일",D001309,Desoximetasone,"데속시메타손","","피부용겔제",199100939,"에스파손겔0.05%(데속시메타손)",19911213,"(주)한독","알코올 냄새를 지닌 백색의 미끄러운 반투명 겔.",02640,"진통.진양.수렴.소염제","전문의약품","[M050197]데속시메타손",20190621,"","","Desoximetasone(데속시메타손)",20180614
"투여기간주의","단일",D000506,"Diclofenac Sodium","디클로페낙나트륨","","장용성필름코팅정",199102335,"카덱신정(디클로페낙나트륨)(수출용)",19910619,"위더스제약(주)","주황색의 원형 장용피정",01140,"해열.진통.소염제","전문의약품","[M050288]디클로페낙나트륨",20150507,"","","Diclofenac Sodium(디클로페낙나트륨)",20260220
"투여기간주의","단일",D000506,"Diclofenac Sodium","디클로페낙나트륨","","장용성필름코팅정",199102473,"하원디클로페낙정25밀리그람(수출용)",19911223,"(주)하원제약","황색의 원형 장용피정",01140,"해열.진통.소염제","전문의약품","[M050288]디클로페낙나트륨",20150507,"","","Diclofenac Sodium(디클로페낙나트륨)",20260220
"투여기간주의","단일",D000506,"Diclofenac Sodium","디클로페낙나트륨","","용액주사제",199200652,"제일제약디클로페낙나트륨주사액",19920108,"(주)제일제약","갈색 앰플내에 무색-거의 무색의 맑은액이 든 주사제.",01140,"해열.진통.소염제","전문의약품","[M050288]디클로페낙나트륨",20150507,"","","Diclofenac Sodium(디클로페낙나트륨)",20250415
"투여기간주의","단일",D001309,Desoximetasone,"데속시메타손","","피부로션제",199203512,"데타손로션0.25%(데속시메타손)",19920109,"동성제약(주)","흰색의 로션제",02640,"진통.진양.수렴.소염제","전문의약품","[M050197]데속시메타손",20190621,"","","Desoximetasone(데속시메타손)",20141219
"투여기간주의","단일",D001417,Trifluridine,"트리플루리딘","","점안용액제",199300777,"오큐플리딘점안액(트리플루리딘)(수출명: OcuFridine)",19931117,"삼일제약(주)","무색투명한 수용성 점안액",01310,"안과용제","전문의약품","[M085753]트리플루리딘/[M085753]트리플루리딘",20211119,"","","Trifluridine(트리플루리딘)",20210104
"투여기간주의","단일",D000506,"Diclofenac Sodium","디클로페낙나트륨","","장용정",199301972,"레틸론정50밀리그람(디클로페낙나트륨)(수출용)(수출명:디클로페낙50)",19930223,"대화제약(주)","주황색의 원형장용정",01140,"해열.진통.소염제","전문의약품","[M050288]디클로페낙나트륨",20150507,"","","Diclofenac Sodium(디클로페낙나트륨)",20260220
"투여기간주의","단일",D000506,"Diclofenac Sodium","디클로페낙나트륨","","용액주사제",199302664,"구주디클로페낙주사액(수출명: JINTES)",19931019,"구주제약(주)","무색 또는 미황색의 액체가 충진된 갈색 앰플제",01140,"해열.진통.소염제","전문의약품","[M050288]디클로페낙나트륨",20150507,"","","Diclofenac Sodium(디클로페낙나트륨)",20250415
"투여기간주의","단일",D001310,Prednicarbate,"프레드니카르베이트","","피부액제",199400761,"더마톱액0.25%(프레드니카르베이트)",19940125,"(주)한독","백색의 플라스틱 용기에 든 무색 내지 미황색의 투명한 용액",02640,"진통.진양.수렴.소염제","전문의약품","[M084063]프레드니카르베이트",20190621,"","","Prednicarbate(프레드니카르베이트)",20190227
